G,R,X,Y,GR,UID
F,B,-0.7955349541100097,-0.9156006586599463,FB,1
M,B,0.09790538451929566,-0.0825460464532861,MB,2
F,B,-0.7906597148071782,-0.9141137374687747,FB,3
M,W,-0.00019487601013034748,-0.0023901991725150448,MW,4
M,W,-0.004722521791341431,-0.006203359239878883,MW,5
F,W,-0.9041119203838469,-0.8435495917305589,FW,6
M,W,-0.001071620880334878,-0.0013859933000397368,MW,7
M,W,0.0020504557129536194,0.0025194213383045016,MW,8
F,W,-0.901298768203253,-0.84131606940821,FW,9
M,B,0.09401758810181539,-0.08445252017112384,MB,10
F,W,-0.8964937110366056,-0.8365620722651355,FW,11
F,B,-0.7995241535027303,-0.9193004340880802,FB,12
M,B,0.11952480400939415,-0.06297567544972263,MB,13
M,B,0.10278818694322363,-0.07781574246707061,MB,14
M,B,0.1081803444926456,-0.07437584595573754,MB,15
M,W,0.007876821148122555,0.007370592308862349,MW,16
F,W,-0.9103769557325173,-0.8470050100596157,FW,17
M,W,-0.0056617080432250656,-0.004270998600098372,MW,18
F,B,-0.8039929661616827,-0.9237910668545186,FB,19
F,W,-0.907993232405017,-0.8469554120457607,FW,20
M,B,0.09263900835935668,-0.0867080413018667,MB,21
F,W,-0.9148826322946307,-0.8490773478961063,FW,22
M,W,-0.008752473316358412,-0.005285463188599826,MW,23
M,B,0.11052734937603274,-0.0715667716840383,MB,24
M,W,0.0019131147650904429,0.0020033777769370978,MW,25
M,W,0.011990724460762603,0.010262458154058482,MW,26
M,W,-0.00012165228154631136,0.0021742512966449173,MW,27
M,B,0.09065106507759123,-0.0903905360601594,MB,28
M,W,-0.0011176662465904028,-0.0016077460404086853,MW,29
M,B,0.11976931296253414,-0.06396092617348037,MB,30
M,W,-0.005098256500368046,-0.006169623409563778,MW,31
M,W,0.008598435235921055,0.006843720992936405,MW,32
F,B,-0.8049927040864423,-0.922727186535585,FB,33
F,B,-0.8011879730913977,-0.9236361214540406,FB,34
M,B,0.09967505365916067,-0.08034761996224869,MB,35
