G,R,X,Y,GR,UID,TrueR,qw,qb
F,W,-3.0930196273107047,-2.949613131915505,FW,1,B,-1,-1
M,B,-0.24950889917135094,-0.12505277568246637,MB,2,W,-1,-1
F,B,-2.7275826700174495,-2.5923557592067015,FB,3,W,-1,-1
M,W,1.911976198055138,1.4886537849546908,MW,4,B,-1,-1
F,W,-3.356825582195187,-3.1262301938923223,FW,5,B,-1,-1
F,W,-3.8579841732484277,-3.4890114636803298,FW,6,W,-1,-1
F,B,-2.144156216814259,-2.252194190966805,FB,7,B,-1,-1
M,W,-0.010834388674574485,-0.07928329640554176,MW,8,W,-1,-1
M,B,0.10955838955872726,-0.14138973133161056,MB,9,B,-1,-1
M,W,-0.16339718796197994,-0.3586516839826705,MW,10,B,-1,-1
M,B,-0.4661827894447156,-0.329972297462589,MB,11,W,-1,-1
F,B,-3.5077607228514003,-3.108188245528142,FB,12,W,-1,-1
M,W,-0.011998647511701776,-0.23059260855740465,MW,13,B,-1,-1
F,B,-0.49189546962862574,-0.677111869878461,FB,14,W,-1,-1
M,B,0.03218556433654517,-0.3274417178298441,MB,15,B,-1,-1
M,W,0.1134189762681103,-0.08056445641590779,MW,16,W,-1,-1
M,W,1.5401998527877019,1.2901858293276525,MW,17,W,-1,-1
M,W,0.33950261298613643,0.00028972920905134814,MW,18,B,-1,-1
F,W,-3.0314932241662236,-2.8207156767130486,FW,19,W,-1,-1
F,W,-3.057965363492592,-2.848170123543703,FW,20,B,-1,-1
F,W,-4.055008130611773,-3.866279740095587,FW,21,B,-1,-1
F,B,-5.680422904216138,-5.159604883778402,FB,22,B,-1,-1
M,B,-0.6127463743108775,-0.42743300521669114,MB,23,W,-1,-1
F,W,-3.1988297858383548,-2.9298838642873997,FW,24,W,-1,-1
F,W,-3.714268901487338,-3.1931750206424163,FW,25,W,-1,-1
M,W,-0.2047555351995612,-0.5211604563517949,MW,26,B,-1,-1
M,W,0.03874133503206706,-0.534181710754625,MW,27,B,-1,-1
F,W,-1.5553515121528894,-1.5424330918652776,FW,28,W,-1,-1
M,B,-0.07518333137524237,-0.3675647995384967,MB,29,B,-1,-1
M,B,-0.4686150084522831,-0.4670514252404943,MB,30,B,-1,-1
F,W,-3.2142456514397355,-2.955598513122733,FW,31,W,-1,-1
M,B,0.7503780564753313,0.4964032342387707,MB,32,W,-1,-1
M,B,-0.3515325039491296,-0.5373763736516839,MB,33,B,-1,-1
M,W,1.0481541885114731,0.8051842521847659,MW,34,W,-1,-1
M,B,0.9479661506057775,0.7234276370952419,MB,35,W,-1,-1
M,B,0.3911123203468317,0.43709784021807535,MB,36,W,-1,-1
M,B,0.9954611359393698,0.6642427016371304,MB,37,W,-1,-1
M,B,-0.44549650657873097,-0.5846842203550437,MB,38,B,-1,-1
F,B,-3.199096123447189,-3.193792066150169,FB,39,B,-1,-1
M,W,0.37065768553875067,-0.024949085099358448,MW,40,B,-1,-1
M,B,0.06040988857348825,0.17735990576105617,MB,41,W,-1,-1
M,W,1.352603181740098,0.6873794722900741,MW,42,B,-1,-1
