G,R,X,Y,GR,UID,TrueR,qw,qb
F,W,-3.659677747374771,-3.069662058749188,FW,1,W,-1,-1
M,B,0.2276093362874001,-0.009419270596175894,MB,2,B,-1,-1
M,W,-0.48546971569168573,-0.26845141697806074,MW,3,W,-1,-1
M,W,-0.21280043567025103,-0.09446469458064918,MW,4,W,-1,-1
M,B,0.029485700360580912,-0.05202889749240286,MB,5,W,-1,-1
M,W,-0.8562057010366313,-0.6969053921065816,MW,6,W,-1,-1
M,W,0.6609459168203999,0.4447156048153104,MW,7,B,-1,-1
M,B,-0.3327537317685742,-0.5401918856536172,MB,8,B,-1,-1
M,B,0.519568694644415,0.4469095401835225,MB,9,W,-1,-1
M,B,0.037918000660764804,-0.16775831837709776,MB,10,B,-1,-1
F,B,-2.8753337522863136,-2.561743256828545,FB,11,W,-1,-1
F,W,-2.253068545877509,-2.0324656222526625,FW,12,W,-1,-1
M,B,-0.539778419853661,-0.34407486359248485,MB,13,W,-1,-1
M,W,-0.1848143651480703,-0.08162131112245749,MW,14,W,-1,-1
M,W,-0.14907791447119062,-0.2382653094133546,MW,15,W,-1,-1
M,B,-0.1050850710771477,-0.2591898629081504,MB,16,B,-1,-1
M,B,1.6542522000662296,1.3284268064850542,MB,17,W,-1,-1
M,B,-0.5945807989850297,-0.543547295629052,MB,18,B,-1,-1
M,W,1.7432877535521587,1.2691070947585237,MW,19,B,-1,-1
F,B,-3.703584144275605,-3.3931419250251578,FB,20,W,-1,-1
M,B,0.3905683088773882,0.021384282229549523,MB,21,B,-1,-1
M,B,-0.7758409463833367,-0.750339133958146,MB,22,W,-1,-1
M,W,-0.5674561023190783,-1.0202533272193004,MW,23,B,-1,-1
F,W,-1.6090461725234662,-1.3498457004522044,FW,24,W,-1,-1
M,B,0.3262016479536607,0.36266208448832227,MB,25,W,-1,-1
F,W,-3.8091100721561153,-3.6562396322535857,FW,26,B,-1,-1
M,B,-0.4907198568457277,-0.4832802078951768,MB,27,B,-1,-1
M,W,-0.15014984582324198,0.012001608719690776,MW,28,W,-1,-1
M,W,-0.149044603283622,-0.22072146017844163,MW,29,W,-1,-1
M,B,-0.15013980851525677,-0.1739432316506905,MB,30,W,-1,-1
M,B,0.7945196429662567,0.7114469029687891,MB,31,W,-1,-1
M,W,-0.05817273417047338,-0.13917031518112655,MW,32,W,-1,-1
M,B,0.5630528953706819,0.2711381684822233,MB,33,W,-1,-1
M,B,0.9223633188348842,0.6012508500529022,MB,34,B,-1,-1
F,W,-3.2799238647444966,-3.137161813397353,FW,35,B,-1,-1
M,B,0.5970800614503171,0.09469408751697778,MB,36,B,-1,-1
M,W,0.8491179289057442,0.3289873916763098,MW,37,B,-1,-1
F,W,-2.9777011326079488,-2.8993372757714106,FW,38,B,-1,-1
F,W,-3.3620064391015334,-3.16609400216432,FW,39,W,-1,-1
M,W,0.20411892791766872,0.18186756144763644,MW,40,W,-1,-1
F,W,-3.994722689911606,-3.4710822459935127,FW,41,W,-1,-1
M,B,-0.6072265832295489,-0.35480616331796766,MB,42,W,-1,-1
M,W,0.41959081451597663,0.23379991625961422,MW,43,W,-1,-1
F,B,-3.2845214935057028,-3.0869675877628104,FB,44,W,-1,-1
M,B,-0.39457409031041285,-0.3860276547810698,MB,45,W,-1,-1
M,W,1.100280410087958,0.760474495719604,MW,46,B,-1,-1
M,B,-0.991320422263219,-0.767028551268998,MB,47,W,-1,-1
F,B,-2.036346333715643,-2.18080801657167,FB,48,B,-1,-1
M,W,0.38065618352578195,0.18888136335923994,MW,49,W,-1,-1
M,W,0.739820668657846,0.5888779298019893,MW,50,W,-1,-1
M,W,-0.21811049758635026,-0.3222061750810632,MW,51,W,-1,-1
M,W,0.3095243146472459,0.3102302708916589,MW,52,W,-1,-1
M,B,-0.11003116778144068,-0.08444122199146666,MB,53,W,-1,-1
F,B,-3.927261622208009,-3.536094799700546,FB,54,B,-1,-1
M,W,-0.13252757945783267,-0.12547130244282462,MW,55,W,-1,-1
F,W,-2.1556378356796317,-2.278607479874053,FW,56,B,-1,-1
F,W,-2.55187241023599,-2.1841144098791525,FW,57,W,-1,-1
M,B,1.4349936546282362,0.8392369867088563,MB,58,B,-1,-1
M,B,-0.6859665169902236,-0.7718527874350298,MB,59,B,-1,-1
F,W,-2.6916564119700563,-2.5334922348348123,FW,60,W,-1,-1
F,W,-4.010677883352049,-4.014213286892394,FW,61,B,-1,-1
M,B,0.22266291681871486,0.23662848165435657,MB,62,W,-1,-1
M,B,0.31172369437872866,-0.2460028502496977,MB,63,B,-1,-1
M,B,0.37005688308969026,-0.1018186683665595,MB,64,B,-1,-1
M,W,0.06833000885545928,-0.35029151345766546,MW,65,B,-1,-1
F,W,-3.8139379962668922,-3.568111333880532,FW,66,B,-1,-1
M,B,-0.4046703729394451,-0.6615652560731227,MB,67,B,-1,-1
M,W,0.21209434034190436,0.17386902880878707,MW,68,W,-1,-1
F,W,-1.7885868337849242,-1.8733233465526384,FW,69,W,-1,-1
F,W,-3.068457353059701,-2.870603958239298,FW,70,W,-1,-1
M,B,-0.03213865946246845,-0.2529753910194135,MB,71,B,-1,-1
M,B,0.8023368222613951,0.598249230501016,MB,72,W,-1,-1
M,W,0.27726281513576606,0.33811732805452277,MW,73,W,-1,-1
M,W,-0.32521914991583545,-0.4631503437323373,MW,74,B,-1,-1
F,W,-4.561800438590317,-4.1300574296466275,FW,75,W,-1,-1
F,W,-1.6819347212399092,-2.211415017024908,FW,76,B,-1,-1
F,B,-3.3705973255109827,-3.153123334637058,FB,77,W,-1,-1
M,W,-0.3899588586670317,-0.36281066121848143,MW,78,W,-1,-1
F,W,-2.372892094116393,-2.3160922616600805,FW,79,W,-1,-1
M,W,-0.23818736598937504,-0.3177480470282895,MW,80,W,-1,-1
F,W,-3.01842704743074,-2.9723640680138432,FW,81,B,-1,-1
M,W,-0.626891995794857,-0.6797619342737891,MW,82,B,-1,-1
F,W,-3.5531323676486672,-3.179595214402959,FW,83,W,-1,-1
M,W,-0.5862175439083193,-0.528503434343046,MW,84,W,-1,-1
M,B,1.2809804267136582,1.1040509640772336,MB,85,W,-1,-1
