G,R,X,Y,GR,UID,TrueR,qw,qb
M,W,1.102463563935928,0.847552831562886,MW,1,W,-1,-1
M,B,1.1111388375886624,1.0349016708289724,MB,2,W,-1,-1
M,B,-0.7988367790302264,-0.4928023174658744,MB,3,W,-1,-1
M,B,-0.7232374398899971,-0.7379824168677365,MB,4,B,-1,-1
M,W,1.691035824042944,1.099625016605354,MW,5,B,-1,-1
F,W,-3.547219842074978,-3.567068690109741,FW,6,B,-1,-1
M,W,-0.5631640792470672,-0.8182796485827494,MW,7,B,-1,-1
M,W,-0.6783708138885988,-1.1379832546349895,MW,8,B,-1,-1
F,W,-4.33061269851439,-3.7122900388447824,FW,9,W,-1,-1
M,B,-0.2729504903920519,-0.2565332408812021,MB,10,W,-1,-1
F,W,-3.5222404790950543,-3.185756110832256,FW,11,W,-1,-1
F,W,-3.0534089103383133,-2.898041305269651,FW,12,W,-1,-1
M,W,0.59705129822748,0.45180998366124636,MW,13,W,-1,-1
M,W,0.45513758074060595,0.03587217084159805,MW,14,B,-1,-1
F,B,-4.869492546782671,-4.3347005842169,FB,15,W,-1,-1
M,B,0.34112316599055104,-0.06517695264915002,MB,16,B,-1,-1
F,B,-2.848970141517948,-2.891913638717109,FB,17,B,-1,-1
F,W,-2.9140766389893447,-2.8008812374274306,FW,18,B,-1,-1
M,B,-0.34894386143138195,-0.44294454470066547,MB,19,W,-1,-1
F,W,-3.1343908924621653,-2.895427951934965,FW,20,W,-1,-1
M,W,0.6924857720124903,0.2770135162968747,MW,21,B,-1,-1
M,W,0.449797136670688,0.19152203845057225,MW,22,B,-1,-1
M,W,-0.3352540963435452,-0.4375337903467227,MW,23,W,-1,-1
F,B,-4.0017426206365005,-3.515928951877053,FB,24,W,-1,-1
M,W,-0.6094430460963832,-0.6431620323682823,MW,25,W,-1,-1
M,W,-0.3904688046154819,-0.48262776273646146,MW,26,B,-1,-1
M,B,-0.38164089368625637,-0.6246133183203963,MB,27,B,-1,-1
M,W,0.05959311720097453,0.03588296110644738,MW,28,W,-1,-1
M,W,-0.7095164047108904,-0.5033651896859984,MW,29,W,-1,-1
F,W,-3.591871390012284,-3.358757536071414,FW,30,W,-1,-1
M,W,0.17893532651413624,-0.1024330934559676,MW,31,B,-1,-1
M,B,0.5075507593943491,0.5255854528168372,MB,32,W,-1,-1
M,W,-0.43125677288366876,-0.42508760412546076,MW,33,B,-1,-1
M,W,-0.7659079122953831,-0.6938997191631587,MW,34,W,-1,-1
M,W,-0.9713771749012136,-0.7588484715665098,MW,35,W,-1,-1
M,B,0.3552772261296975,0.35502929081870344,MB,36,W,-1,-1
M,W,0.031724199864385516,0.03815814889628407,MW,37,W,-1,-1
M,W,-0.7077889362066492,-0.8578412661488257,MW,38,B,-1,-1
F,W,-2.954214195785369,-2.2295458917398836,FW,39,W,-1,-1
F,W,-3.468937652820412,-2.9886308191325024,FW,40,W,-1,-1
M,W,0.7281694325773124,0.301004592975359,MW,41,B,-1,-1
F,W,-2.8533039006651437,-3.008410462425119,FW,42,B,-1,-1
F,B,-2.7455898310680418,-2.860793836211791,FB,43,B,-1,-1
F,B,-3.787864807754603,-3.9551585617013587,FB,44,B,-1,-1
M,W,-0.38324110071349105,-0.43969074908604855,MW,45,W,-1,-1
M,W,-0.153256263951188,-0.5381227204985779,MW,46,B,-1,-1
F,W,-3.6968866110157146,-3.572734729057153,FW,47,B,-1,-1
M,W,-0.09818319655218634,-0.06069671352402754,MW,48,W,-1,-1
M,B,0.6805517009483492,0.45735859119713385,MB,49,W,-1,-1
F,B,-1.9178427196607675,-1.9696910196153916,FB,50,W,-1,-1
M,W,-0.6599811951697597,-0.4992337580072226,MW,51,W,-1,-1
F,W,-3.104688053470655,-2.6640251552705556,FW,52,W,-1,-1
M,W,0.9526818401107587,0.9373207954782636,MW,53,W,-1,-1
M,B,0.7361662614515427,0.6223828348161516,MB,54,W,-1,-1
M,W,0.01992643584034342,-0.16064879110409788,MW,55,B,-1,-1
M,W,0.15733265633438584,0.2423089003688955,MW,56,W,-1,-1
M,B,-0.6900034251695434,-0.5748301347150968,MB,57,W,-1,-1
M,B,0.4045523716449419,0.2978636065173178,MB,58,W,-1,-1
M,W,-0.9880412992497435,-0.9445868065723735,MW,59,W,-1,-1
M,B,1.1833609425737956,0.7678069297162174,MB,60,B,-1,-1
F,B,-4.178542820127195,-3.7411301943616775,FB,61,W,-1,-1
