G,R,X,Y,GR,UID,TrueR,qw,qb
M,W,-0.12177544891079814,-0.3303067339760924,MW,1,B,-1,-1
F,B,-4.762075523506664,-4.0231692706699445,FB,2,W,-1,-1
M,B,0.13674547054500208,0.11374238722583561,MB,3,W,-1,-1
F,B,-1.8140340854308994,-1.7576955961225296,FB,4,W,-1,-1
M,B,-1.3625208969267053,-1.365063605375019,MB,5,B,-1,-1
M,W,-0.8484505154521828,-0.5036689282546003,MW,6,W,-1,-1
M,W,0.2342119815616766,-0.12268848666262858,MW,7,B,-1,-1
M,W,-0.7305701178189993,-0.5980656063998864,MW,8,W,-1,-1
F,W,-4.744100964245729,-3.993079721604904,FW,9,W,-1,-1
F,W,-1.7169452304537909,-1.4188354036945448,FW,10,W,-1,-1
F,W,-3.8360958445194138,-3.444538606872074,FW,11,W,-1,-1
M,W,0.04466573082030317,-0.2461843831941424,MW,12,B,-1,-1
F,W,-4.1707485227658,-3.706150623097643,FW,13,W,-1,-1
F,W,-3.0689721371122616,-3.2771225205936583,FW,14,B,-1,-1
M,W,-0.5196227751473197,-0.5440355556292704,MW,15,W,-1,-1
M,B,-0.1844799840457974,-0.17933925012280488,MB,16,W,-1,-1
F,B,-3.210184577005874,-3.077464593370698,FB,17,B,-1,-1
M,W,0.14267882521260264,-0.10557540417968984,MW,18,B,-1,-1
M,B,-0.9252019802312663,-0.9825881883711673,MB,19,B,-1,-1
F,B,-3.5494247335366045,-3.2516116923282703,FB,20,W,-1,-1
F,B,-1.9974191953172704,-1.7494423199809037,FB,21,W,-1,-1
M,W,0.7691558201842801,0.4804253599882049,MW,22,B,-1,-1
M,B,-0.44717306544005203,-0.5387145317396129,MB,23,B,-1,-1
F,W,-1.8439204489010956,-1.9808467330035064,FW,24,B,-1,-1
F,B,-2.9167289680148873,-2.8199247255562216,FB,25,B,-1,-1
M,B,0.3144283556413268,-0.02813301970871135,MB,26,B,-1,-1
M,W,-0.9089365484497571,-1.1972077320425512,MW,27,B,-1,-1
M,W,-1.0168355810080303,-0.8571632794294518,MW,28,W,-1,-1
M,B,0.5198760339485062,0.30899786894534254,MB,29,W,-1,-1
M,B,-0.9253315002893725,-1.1351402415080165,MB,30,B,-1,-1
M,W,0.22738025957358796,0.1959614140663121,MW,31,W,-1,-1
M,B,-0.853672578760947,-0.8186358882567069,MB,32,B,-1,-1
M,B,0.7072850089191987,0.3943956256675071,MB,33,B,-1,-1
F,W,-3.750338477626224,-3.27677980200537,FW,34,W,-1,-1
F,B,-2.90439128794673,-2.817370005352248,FB,35,B,-1,-1
F,W,-1.0763637668431576,-1.2865633091871516,FW,36,W,-1,-1
M,B,0.5271815544174541,-0.02518724057942523,MB,37,B,-1,-1
F,W,-2.7237438645691032,-2.7950727320347237,FW,38,B,-1,-1
F,B,-4.5601577763017245,-3.9464126538668034,FB,39,B,-1,-1
F,W,-3.9298397900212034,-3.4144284643965164,FW,40,W,-1,-1
F,B,-3.4390994168424402,-3.1165605549049396,FB,41,W,-1,-1
F,B,-3.2271242349440112,-3.164646401062811,FB,42,W,-1,-1
M,B,0.4693189006930547,-0.09634001669152292,MB,43,B,-1,-1
M,W,0.280853479909991,0.1398004788897817,MW,44,B,-1,-1
M,B,-0.38275771079001847,-0.2734646040930166,MB,45,W,-1,-1
M,W,0.4910380516944644,0.38968161308310295,MW,46,W,-1,-1
M,W,1.0401310864922628,0.52526518655634,MW,47,B,-1,-1
M,W,0.16756508541363563,0.04057067745531755,MW,48,W,-1,-1
M,B,0.2948328367195181,0.070804388798034,MB,49,W,-1,-1
M,W,-0.4269383582730728,-0.7678971576386394,MW,50,B,-1,-1
M,W,0.017423110271993312,-0.025429872232229277,MW,51,B,-1,-1
M,B,0.5240039003359008,0.3108779571150223,MB,52,W,-1,-1
F,W,-3.476035811312383,-3.152444376590224,FW,53,W,-1,-1
M,W,-0.33927406581668096,-0.17951327562974811,MW,54,W,-1,-1
M,W,0.9403017828980758,0.7578700853335981,MW,55,W,-1,-1
M,W,-0.06077641786354845,-0.15675094620241348,MW,56,W,-1,-1
M,W,0.39822124811020104,0.5530832757181818,MW,57,W,-1,-1
M,W,-0.9619019716286973,-0.7592982843650047,MW,58,W,-1,-1
M,B,0.643166245595531,0.512976319546806,MB,59,W,-1,-1
M,W,0.49866765800956514,0.41990707705901315,MW,60,W,-1,-1
F,B,-3.898385432870909,-3.8627567707304693,FB,61,B,-1,-1
M,B,0.8977077562746183,0.5499380157546541,MB,62,B,-1,-1
F,W,-3.731366303717749,-3.439950679889558,FW,63,W,-1,-1
M,W,0.30069534298935024,0.25861596940507803,MW,64,W,-1,-1
F,B,-2.676948846469871,-2.632132404155222,FB,65,W,-1,-1
M,W,0.09024362895198164,0.1651317150128631,MW,66,W,-1,-1
F,B,-1.566923448185485,-1.6996996911523066,FB,67,W,-1,-1
M,B,0.0927331904351021,0.11263713190480389,MB,68,W,-1,-1
M,W,-0.4440423404141717,-0.305273236830027,MW,69,W,-1,-1
M,B,-1.1011327282818182,-0.909640108568599,MB,70,W,-1,-1
M,W,-0.4738676231947647,-0.42285842269451507,MW,71,W,-1,-1
F,B,-3.922025084488227,-3.608771532068234,FB,72,B,-1,-1
F,W,-2.8356334992611525,-2.782762312320098,FW,73,W,-1,-1
M,W,-0.6455772609163818,-0.5328902373875348,MW,74,W,-1,-1
M,W,0.37631711895828773,0.14385734740452216,MW,75,W,-1,-1
M,B,-0.6616918780307322,-0.6342171675256726,MB,76,W,-1,-1
M,B,0.5902396835587634,0.3738983342019295,MB,77,W,-1,-1
F,B,-2.7784927185685113,-2.4799210599299446,FB,78,B,-1,-1
F,B,-1.6447657607142985,-1.4842382601193538,FB,79,W,-1,-1
M,W,0.6840937964864955,0.34594108154294045,MW,80,B,-1,-1
M,W,-0.0641974505583192,0.041638598019454034,MW,81,W,-1,-1
M,W,0.3597838296260188,0.397408949735749,MW,82,W,-1,-1
M,B,0.11357600932258202,-0.2545149681842554,MB,83,B,-1,-1
F,B,-1.9322992604805664,-1.9340253121171922,FB,84,W,-1,-1
M,W,0.42344245620682996,0.16134949669134047,MW,85,B,-1,-1
F,B,-3.6675608297025626,-3.1450294303459034,FB,86,W,-1,-1
F,W,-3.5157098549406696,-3.2729871844234055,FW,87,W,-1,-1
F,W,-2.4020898451130233,-2.594055611502684,FW,88,B,-1,-1
F,W,-2.1462848325838295,-2.1493107506254283,FW,89,W,-1,-1
F,B,-2.7087949401572495,-2.4606563142523803,FB,90,B,-1,-1
M,B,0.15572962850824207,-0.0717047644726652,MB,91,B,-1,-1
F,B,-2.293618041061814,-2.649775993282201,FB,92,B,-1,-1
M,B,0.11391610140683636,-0.18300726193534977,MB,93,B,-1,-1
F,W,-2.5220424886308073,-2.571920847990706,FW,94,B,-1,-1
F,W,-2.2038295410035444,-2.208144773666535,FW,95,W,-1,-1
M,W,-0.03617417164868372,0.004466797982061236,MW,96,W,-1,-1
M,B,0.6385904439634814,0.6241439836838656,MB,97,W,-1,-1
M,W,1.2702940584518378,1.0261025879489079,MW,98,W,-1,-1
F,W,-3.5065171639469863,-3.4467968894761105,FW,99,B,-1,-1
F,B,-2.2715593078991034,-1.9673822484058288,FB,100,W,-1,-1
F,B,-3.7965235345255834,-3.441470174598685,FB,101,W,-1,-1
M,W,-0.901294220807676,-0.9524220314150869,MW,102,B,-1,-1
M,B,-0.5436250961432687,-0.5250498372290572,MB,103,W,-1,-1
M,B,-0.4130266461263166,-0.5547437180211684,MB,104,B,-1,-1
F,W,-4.679849920258438,-4.17173193409631,FW,105,W,-1,-1
F,W,-2.3874676837794713,-2.1787732475766495,FW,106,W,-1,-1
M,W,-1.6616072195731826,-1.4082775878754705,MW,107,W,-1,-1
F,W,-2.818031349069414,-3.112807802779852,FW,108,B,-1,-1
F,B,-4.000527933567501,-3.4037581210192354,FB,109,W,-1,-1
M,B,0.028234348864909522,0.19231869672768326,MB,110,W,-1,-1
M,W,0.19276260558720132,0.0015435517081645866,MW,111,B,-1,-1
F,B,-2.487277656580967,-2.6427731790979574,FB,112,B,-1,-1
M,W,0.6223804097651835,0.30078345106970705,MW,113,W,-1,-1
M,W,-0.2871173615628593,-0.20215847050908625,MW,114,W,-1,-1
M,B,1.2115754966835417,1.0415183064938263,MB,115,W,-1,-1
F,W,-2.4725099400280266,-2.4827075275561286,FW,116,B,-1,-1
M,B,1.2790269843514768,0.7746027143090348,MB,117,B,-1,-1
M,B,-0.22517809698460256,-0.4609322948734367,MB,118,B,-1,-1
M,W,0.5515324703038306,0.3086716068931474,MW,119,B,-1,-1
M,W,0.13961754921673883,-0.050914522291829495,MW,120,W,-1,-1
F,B,-1.1696838608500473,-1.4596663869220894,FB,121,B,-1,-1
M,W,-0.2843955885058184,-0.1504937591739987,MW,122,W,-1,-1
M,B,0.2282880768992317,0.10619341825705955,MB,123,W,-1,-1
F,W,-1.2869701761419468,-1.333035777855752,FW,124,W,-1,-1
M,W,-0.0946616718824921,-0.08412583822425682,MW,125,W,-1,-1
F,W,-2.030327687638943,-1.9713614758320803,FW,126,W,-1,-1
M,W,-0.3618851532430526,-0.5671482158065968,MW,127,B,-1,-1
M,W,1.1169355202540494,0.773046203918609,MW,128,W,-1,-1
M,W,2.113604274260925,1.5239612201396846,MW,129,B,-1,-1
F,W,-2.634021785601494,-2.4181066343486655,FW,130,W,-1,-1
F,W,-3.5872621626468986,-3.598590345182616,FW,131,B,-1,-1
M,B,-0.4637734688367931,-0.24729923890546435,MB,132,W,-1,-1
M,B,-0.8484588538533655,-0.6265546683836255,MB,133,W,-1,-1
M,B,-0.7217951232808586,-0.934644690383271,MB,134,W,-1,-1
M,W,0.06563943524688697,0.02043698176961698,MW,135,W,-1,-1
M,B,0.20233415640637656,0.17982689930728962,MB,136,W,-1,-1
F,B,-2.8611045483722846,-2.7168603378115175,FB,137,W,-1,-1
M,B,-0.032421088687566414,-0.07961495373486997,MB,138,W,-1,-1
M,B,-0.05219950897543651,-0.22089060586096265,MB,139,W,-1,-1
F,W,-2.301588949709944,-2.2329931093316238,FW,140,W,-1,-1
M,B,0.18252664817027497,0.1704403896799068,MB,141,W,-1,-1
