G,R,X,Y,GR,UID,TrueR,qw,qb
F,B,-2.6980871946470257,-2.506668635273561,FB,1,B,-1,-1
M,B,0.08391502257409052,-0.19421045305456208,MB,2,W,-1,-1
M,B,1.1656885459138868,0.8664982792618946,MB,3,W,-1,-1
M,W,-0.02890509702442319,0.06383495223766773,MW,4,W,-1,-1
M,B,1.0234702006343805,0.7395947424176925,MB,5,W,-1,-1
M,W,0.09893110605376432,0.059935759621108586,MW,6,B,-1,-1
M,B,0.7327766273393191,0.57968419695029,MB,7,W,-1,-1
M,B,-0.45805738809664115,-0.4380153292266665,MB,8,B,-1,-1
M,W,0.9944628866621673,0.6423281040854961,MW,9,B,-1,-1
M,B,-1.010677593481465,-0.9253680688775557,MB,10,W,-1,-1
M,B,0.4973832969225192,0.44529247039339487,MB,11,W,-1,-1
F,B,-3.1227722112517,-2.86569922510482,FB,12,W,-1,-1
M,W,0.3585286661306434,0.38905511699321316,MW,13,W,-1,-1
M,B,0.5703029261138381,0.4065434456012662,MB,14,W,-1,-1
F,W,-2.7860601116957424,-2.6024083949394585,FW,15,W,-1,-1
F,B,-3.377953728786236,-3.0863488443713316,FB,16,B,-1,-1
F,B,-2.335344054592756,-2.0886126944931247,FB,17,W,-1,-1
M,B,-0.4315438849922369,-0.3613300295119599,MB,18,W,-1,-1
F,B,-0.2752398805555387,-0.7039440645293531,FB,19,B,-1,-1
M,B,-0.8977729312449142,-0.6777455031493268,MB,20,W,-1,-1
F,W,-4.650834380488319,-3.8747534802433794,FW,21,W,-1,-1
M,B,0.7498135933788128,0.1944231813815559,MB,22,B,-1,-1
M,W,-0.22878065878134293,-0.5756418810435593,MW,23,B,-1,-1
M,W,0.4909346888158782,0.09484226074939278,MW,24,B,-1,-1
M,W,-0.9467838513273642,-0.7043713807533761,MW,25,W,-1,-1
F,B,-3.6086194688806246,-3.3173468302938476,FB,26,B,-1,-1
M,W,-0.4731305526187154,-0.5388634785312958,MW,27,B,-1,-1
M,B,-0.9842550713717086,-0.8137722516003141,MB,28,W,-1,-1
F,B,-3.3116996981606492,-3.1943536455731887,FB,29,W,-1,-1
M,W,-0.019939590277797088,-0.032694755847239826,MW,30,W,-1,-1
M,W,-1.2643489093720313,-1.1257467245234654,MW,31,W,-1,-1
M,B,-1.51661486055337,-1.352634696215034,MB,32,W,-1,-1
M,B,-1.6753021464509688,-1.271157555392861,MB,33,W,-1,-1
M,B,-1.3984445736396764,-1.079416198893752,MB,34,W,-1,-1
M,W,1.2136482736366425,0.9878659193935184,MW,35,W,-1,-1
F,B,-2.99662674880244,-2.945628164746811,FB,36,B,-1,-1
M,W,0.6515886925264063,0.25673541869689565,MW,37,B,-1,-1
M,W,0.861024557884022,0.13444499399332088,MW,38,B,-1,-1
M,W,-1.1830038469175708,-0.9137343235572647,MW,39,W,-1,-1
M,B,-1.453014038301132,-1.3415766479978801,MB,40,B,-1,-1
F,B,-1.739983465856875,-2.0889153785649217,FB,41,B,-1,-1
F,B,-2.5063510035805616,-2.2839009878589485,FB,42,W,-1,-1
M,W,-0.40356102391403487,-0.45359764316832574,MW,43,B,-1,-1
M,B,0.32782283666688306,-0.06852745393859921,MB,44,B,-1,-1
M,B,-0.8352772831662003,-0.6970239760255554,MB,45,W,-1,-1
M,B,0.16569180120184054,0.16921106585593745,MB,46,W,-1,-1
F,W,-1.848712067132017,-1.994424883963839,FW,47,B,-1,-1
M,B,-0.8396449955062862,-0.3931523788942982,MB,48,W,-1,-1
F,B,-2.3924230682228265,-2.4322986248887353,FB,49,B,-1,-1
F,W,-3.5379351235741074,-3.35235853288321,FW,50,W,-1,-1
M,W,0.46946633397584236,0.37066898310370305,MW,51,W,-1,-1
F,B,-2.604586698261948,-2.9497362535756455,FB,52,B,-1,-1
M,B,0.3797968514278432,0.05852294296002092,MB,53,B,-1,-1
M,B,-0.12310320544458973,-0.26778335410169785,MB,54,B,-1,-1
M,B,-0.5679349209625264,-0.4563613331023714,MB,55,W,-1,-1
F,W,-2.6157589696230206,-2.373662877713035,FW,56,W,-1,-1
F,B,-3.1683109124789404,-3.1907435824477623,FB,57,B,-1,-1
M,B,-0.1898254854862445,-0.3303605662141057,MB,58,B,-1,-1
M,W,0.504074057970899,0.14252069207719908,MW,59,W,-1,-1
M,B,-0.3223677165827116,-0.13499631811876944,MB,60,W,-1,-1
M,W,0.00024590895821381854,-0.0939835136212722,MW,61,W,-1,-1
F,B,-3.3624017965893565,-3.279070410092088,FB,62,W,-1,-1
M,W,1.4615845157669873,1.2115755317922567,MW,63,W,-1,-1
M,W,-0.7586687436723533,-0.6997079387350033,MW,64,B,-1,-1
F,B,-3.7318641231518965,-3.3587850086339874,FB,65,W,-1,-1
F,W,-3.2444317754782017,-3.077284910617724,FW,66,W,-1,-1
M,W,1.195356336722056,0.8836148469966232,MW,67,W,-1,-1
F,W,-3.2553734385060618,-2.97589217133651,FW,68,W,-1,-1
F,B,-1.4960665255418704,-1.7130703757790933,FB,69,B,-1,-1
M,W,1.1327195751526684,0.7440798719486905,MW,70,W,-1,-1
F,W,-1.5593546081604652,-1.613745267153996,FW,71,W,-1,-1
M,B,0.44503916365630247,0.19575496680779322,MB,72,W,-1,-1
F,W,-1.9890169913932054,-1.7499197872056482,FW,73,W,-1,-1
F,W,-2.6635254540105207,-2.7951071145629496,FW,74,B,-1,-1
M,W,0.559222987734205,0.2615388798622008,MW,75,B,-1,-1
M,B,1.5166024801840727,1.024819131451927,MB,76,B,-1,-1
