G,R,X,Y,GR,UID,TrueR,qw,qb
M,W,-0.604152467443414,-0.4440540685708105,MW,1,W,-1,-1
F,W,-2.6371128321107102,-2.7208536735845796,FW,2,B,-1,-1
F,B,-2.1658375744605594,-1.7224500526389113,FB,3,W,-1,-1
F,W,-3.7774671063266476,-3.3697465360045156,FW,4,B,-1,-1
F,B,-2.419873246197003,-2.15265117175961,FB,5,W,-1,-1
M,W,-0.6863772056945798,-0.44826081649170335,MW,6,W,-1,-1
F,B,-1.6700912871586189,-1.6872675258457026,FB,7,W,-1,-1
F,B,-1.6365854818935324,-1.676408857114691,FB,8,W,-1,-1
M,B,-0.26572543257082526,-0.158775991023292,MB,9,B,-1,-1
M,W,1.5762365590551177,1.3522409289795239,MW,10,W,-1,-1
M,W,1.5210775640422756,1.0567661279346994,MW,11,W,-1,-1
M,B,0.44572663407633467,0.2271316906134651,MB,12,B,-1,-1
M,B,-0.7858500439028901,-0.8957559773995525,MB,13,B,-1,-1
F,B,-2.7794274440113775,-2.2598103283350204,FB,14,W,-1,-1
M,B,0.7980347404964504,0.32865952451482616,MB,15,B,-1,-1
F,B,-1.273825304009143,-1.3859882226014335,FB,16,W,-1,-1
F,B,-3.3224878778122813,-3.2273395609393987,FB,17,B,-1,-1
F,W,-0.9699416193995036,-1.4865243406317323,FW,18,B,-1,-1
M,W,-0.07580986931798064,-0.23684621439929393,MW,19,B,-1,-1
F,W,-2.349176764887255,-2.4291174788835006,FW,20,B,-1,-1
M,B,1.0370779755613049,0.9283476476661171,MB,21,W,-1,-1
M,B,0.7199985032618288,0.6668278079582932,MB,22,W,-1,-1
F,W,-2.6215558272652073,-2.5696755637741733,FW,23,W,-1,-1
F,B,-1.5430553460877112,-1.4730819828141088,FB,24,W,-1,-1
M,B,-1.3777860177042909,-1.180961387223303,MB,25,W,-1,-1
M,B,-1.3233175468894838,-1.1376148754296713,MB,26,W,-1,-1
F,B,-2.2976910485652398,-2.1092728792403213,FB,27,W,-1,-1
M,W,0.8134858486782703,0.6878649159514585,MW,28,W,-1,-1
F,B,-4.386783861459433,-4.1394159808610445,FB,29,B,-1,-1
M,W,0.16914352562844856,0.14279062437981824,MW,30,W,-1,-1
F,W,-3.7783774401691224,-3.4038822852721093,FW,31,W,-1,-1
F,B,-2.9216850718744176,-2.7662449168212064,FB,32,W,-1,-1
M,B,-0.22682590027497118,-0.45789619854018104,MB,33,B,-1,-1
M,W,-0.04929818366007876,-0.0350605951886491,MW,34,W,-1,-1
F,W,-2.6545807010735105,-2.7471436069031374,FW,35,B,-1,-1
M,W,0.09456789417967729,0.12219461794063075,MW,36,W,-1,-1
F,B,-2.525990014087145,-2.3820615672435794,FB,37,W,-1,-1
