G,R,X,Y,GR,UID,TrueR,qw,qb
F,B,-2.818268826391729,-2.5530982162639555,FB,1,W,-1,-1
M,W,-0.5779887776313352,-0.4852268262958697,MW,2,W,-1,-1
F,W,-4.874453242023199,-4.51786838929608,FW,3,B,-1,-1
F,B,-2.6841979032487244,-2.856654814894579,FB,4,B,-1,-1
M,W,0.5554750850357918,0.1750586264926916,MW,5,B,-1,-1
F,B,-4.182059963004213,-3.984949383644537,FB,6,W,-1,-1
F,W,-3.5862097781999385,-3.0302767153471035,FW,7,W,-1,-1
F,W,-3.7882179664516356,-3.8507461940269945,FW,8,B,-1,-1
M,W,0.43481883783114905,0.4247208115036052,MW,9,W,-1,-1
M,W,0.36820950256855073,-0.11062519387997521,MW,10,B,-1,-1
M,W,0.11079441245071489,-0.10011757823831816,MW,11,B,-1,-1
M,W,-0.7196486997237178,-0.6691430419352625,MW,12,W,-1,-1
M,W,-0.26357826735740836,-0.35685423936382465,MW,13,W,-1,-1
M,B,-0.11475332457051109,-0.10718557827373543,MB,14,W,-1,-1
F,B,-2.9704731294372246,-3.1719318338078577,FB,15,B,-1,-1
M,W,0.614852643916518,0.1322901260750779,MW,16,B,-1,-1
M,W,0.5573272188317747,0.31646008696839656,MW,17,W,-1,-1
M,B,1.011076298780411,0.7192930134618103,MB,18,W,-1,-1
M,W,0.47736802601076606,0.36656506949086837,MW,19,W,-1,-1
F,B,-2.445074986286709,-2.3695382540411645,FB,20,W,-1,-1
M,W,0.7344575460483027,0.467757680211514,MW,21,W,-1,-1
M,W,-0.2258943687013307,-0.2263476030865948,MW,22,B,-1,-1
M,W,0.25239376908251704,0.13985988148957224,MW,23,B,-1,-1
F,B,-2.026915027318707,-1.7028746949190274,FB,24,W,-1,-1
M,W,-0.8431649051204976,-0.9178257614652495,MW,25,B,-1,-1
M,B,0.5457409101457075,0.4306910556862838,MB,26,W,-1,-1
M,B,-0.6473442269149288,-0.5210039894304561,MB,27,W,-1,-1
M,B,0.7424075618635582,0.4304130958378878,MB,28,W,-1,-1
M,B,0.35088577622649364,0.39434376968823165,MB,29,W,-1,-1
F,W,-3.619235294297907,-3.6198788563351774,FW,30,B,-1,-1
M,B,-0.2571847239711643,-0.16538024821298905,MB,31,W,-1,-1
M,W,1.4245846261611927,1.214956943301466,MW,32,W,-1,-1
M,W,0.20904111317927493,-0.31999577605547,MW,33,B,-1,-1
M,W,0.7595456186581011,0.7150321132685461,MW,34,W,-1,-1
F,W,-3.5088740245767225,-3.33562792945012,FW,35,W,-1,-1
M,W,0.701977760420306,0.5424612680331001,MW,36,W,-1,-1
F,W,-4.402081496561485,-3.8663369046351796,FW,37,B,-1,-1
M,W,0.4081186495517671,0.4112202997551361,MW,38,W,-1,-1
F,W,-2.4877073029165095,-2.4051510938724765,FW,39,W,-1,-1
M,W,0.5198100068943938,0.40856891632800635,MW,40,W,-1,-1
F,B,-2.3816675442041424,-2.47968393610272,FB,41,B,-1,-1
M,B,-0.7953868269185114,-0.6244861062149027,MB,42,W,-1,-1
F,B,-2.894497416049251,-2.606341975917234,FB,43,W,-1,-1
F,B,-1.9832365132701815,-2.003971395829581,FB,44,B,-1,-1
M,W,0.1311838766878395,0.14868686896565386,MW,45,W,-1,-1
M,W,-1.512176434781409,-1.6008682177435234,MW,46,B,-1,-1
M,W,0.05391426527172135,0.07785827568636777,MW,47,W,-1,-1
M,B,-0.03182247391411559,-0.08325822307932303,MB,48,W,-1,-1
F,B,-4.518036576782293,-4.005593385139904,FB,49,W,-1,-1
M,W,0.7396692490039246,0.36539620049586674,MW,50,B,-1,-1
M,W,0.5015192423862034,0.256216832652673,MW,51,B,-1,-1
M,B,0.033824213504316455,-0.03483587952577908,MB,52,W,-1,-1
F,B,-2.868292894165094,-3.2277163841064054,FB,53,B,-1,-1
M,W,-0.562791024108719,-0.4537425144629132,MW,54,W,-1,-1
M,W,1.671139528688713,0.9307422893780668,MW,55,B,-1,-1
M,W,-0.971809330865025,-1.2432052632723454,MW,56,B,-1,-1
M,B,-0.5700191609568317,-0.3215039617605012,MB,57,W,-1,-1
F,W,-3.61840003304541,-3.207568280297515,FW,58,W,-1,-1
F,W,-3.3448623051223283,-2.9067964250512244,FW,59,W,-1,-1
F,W,-1.8483370920622006,-2.072861225579322,FW,60,B,-1,-1
M,W,-0.6140872890943676,-0.6119905654729062,MW,61,W,-1,-1
F,W,-3.2543966438589975,-3.1432139063061855,FW,62,W,-1,-1
F,B,-2.779063701063973,-2.8902897798763165,FB,63,B,-1,-1
F,B,-3.1800632408634626,-3.006933191167272,FB,64,B,-1,-1
M,W,0.5212714299900627,0.48675788624594907,MW,65,W,-1,-1
F,B,-2.185693211444538,-2.4906697478360726,FB,66,B,-1,-1
M,B,1.893495616937851,1.359657103908556,MB,67,B,-1,-1
F,W,-2.439970359182876,-2.4212388328970196,FW,68,W,-1,-1
F,B,-3.617417669374613,-3.0880057283208413,FB,69,W,-1,-1
M,B,0.6330414559107816,0.3885258483377034,MB,70,B,-1,-1
F,B,-2.562775001204077,-2.4953260840309746,FB,71,W,-1,-1
F,W,-2.1962378393588247,-2.1885822502829377,FW,72,W,-1,-1
F,B,-2.9942308454683846,-2.7261529878883284,FB,73,W,-1,-1
M,W,0.6920395683869268,0.6084561747281529,MW,74,W,-1,-1
M,W,0.3288524890889695,-0.0864683027127176,MW,75,B,-1,-1
M,B,-0.28036317024724067,-0.2799362919881474,MB,76,W,-1,-1
M,B,1.0720747222499614,0.889645998032635,MB,77,W,-1,-1
M,B,0.4273304927320154,0.27895015891734953,MB,78,W,-1,-1
M,B,-0.2698112323597153,-0.27457728411869875,MB,79,W,-1,-1
M,B,-0.09312189990377163,-0.2949994131359338,MB,80,B,-1,-1
M,W,0.011551585748188294,-0.07355970087919517,MW,81,B,-1,-1
M,W,0.241109140573514,0.09392183283341245,MW,82,B,-1,-1
M,B,0.823918287097301,0.873354818390628,MB,83,W,-1,-1
M,W,-1.1295950508348562,-1.1302205211121539,MW,84,B,-1,-1
F,B,-4.4610567951023405,-4.226358850398132,FB,85,B,-1,-1
M,W,0.9507245435896904,0.8207067500956685,MW,86,W,-1,-1
F,B,-1.8178224027473209,-2.2188185799466216,FB,87,B,-1,-1
M,B,-0.1397762729240552,-0.13590878888932412,MB,88,W,-1,-1
M,W,-0.41425419913490924,-0.5943781069896665,MW,89,B,-1,-1
F,W,-2.061752904350139,-2.097639019836433,FW,90,W,-1,-1
M,B,0.001331978164129772,-0.09508969845689857,MB,91,W,-1,-1
M,W,-0.6057950146916284,-0.7856271206559535,MW,92,B,-1,-1
F,B,-2.3949995307363823,-2.6427653346604045,FB,93,B,-1,-1
M,W,0.21416342271028735,-0.038958782407629566,MW,94,B,-1,-1
F,B,-2.839259134566,-2.5122137878918345,FB,95,W,-1,-1
M,B,-0.6475240692758694,-0.5212475070888953,MB,96,W,-1,-1
F,B,-2.934678327707433,-2.829592963029996,FB,97,B,-1,-1
M,W,0.48245792736783955,0.09545108211818526,MW,98,B,-1,-1
M,B,-0.1594670551591819,-0.08683816378432019,MB,99,W,-1,-1
M,W,-0.14363988393839122,-0.29444164241776827,MW,100,B,-1,-1
F,B,-3.3143973258378896,-3.022146224489439,FB,101,W,-1,-1
F,B,-2.623693146601503,-2.7455329638554873,FB,102,B,-1,-1
F,B,-3.4042190825626095,-2.817049728312617,FB,103,W,-1,-1
M,W,-1.6499565866203811,-1.253232976903402,MW,104,W,-1,-1
M,B,-1.2053104424102292,-1.0544105715690792,MB,105,W,-1,-1
M,W,-0.6181448571604127,-0.5920776524620533,MW,106,W,-1,-1
M,W,0.3863911140206353,0.09350195986063281,MW,107,B,-1,-1
M,W,-1.3542128499325115,-1.4204311384264932,MW,108,B,-1,-1
M,B,-0.6232888978280966,-0.663058006974012,MB,109,B,-1,-1
F,B,-1.993686733801723,-2.312412703129053,FB,110,B,-1,-1
M,B,-1.6389187407063226,-1.1477518575421093,MB,111,W,-1,-1
F,W,-2.5532749010265023,-2.8004260277509823,FW,112,B,-1,-1
M,W,0.10942498551809791,0.00896030971279213,MW,113,W,-1,-1
