G,R,X,Y,GR,UID
F,B,-1.9680512998061739,-2.1251403507770523,FB,1
M,W,0.9759233440818303,0.773803774079892,MW,2
F,W,-3.729757602348493,-3.186230333411117,FW,3
F,B,-3.1254698980746953,-3.2927663108495695,FB,4
M,W,-0.02085342821746585,0.033069060633870634,MW,5
F,B,-2.3695564976874253,-2.6402356767538935,FB,6
F,W,-2.3296545247333524,-2.132450908084484,FW,7
M,W,0.7823961932165252,0.5461720312118343,MW,8
M,B,1.184925837611204,0.634591262081574,MB,9
M,W,1.560753728565837,1.277906191123126,MW,10
F,W,-4.94594181546048,-4.493509980142213,FW,11
F,B,-1.9425039362123706,-2.0962684413067594,FB,12
M,B,-0.33177462561173726,-0.6175299917863701,MB,13
F,W,-2.472103099447212,-2.672557412001105,FW,14
F,B,-2.363651113394054,-2.3755503603145844,FB,15
F,B,-2.57872352228937,-2.410996147526239,FB,16
M,B,0.23365477147227234,0.07145740988392232,MB,17
M,W,0.03314503692763951,-0.005464035716206336,MW,18
F,W,-1.7433979368752048,-1.7309021671024107,FW,19
M,W,0.4985345997257245,0.41923842753486135,MW,20
F,B,-2.123058534049494,-2.4076249524700035,FB,21
F,W,-2.2281098869654885,-2.193843854698493,FW,22
M,W,-0.047444512975161404,0.025439456804741745,MW,23
M,W,0.5618064174835515,0.49235566799946057,MW,24
F,W,-3.1059357830213665,-2.7074522785800847,FW,25
F,B,-1.3812296969304445,-1.884774652162224,FB,26
M,B,-0.881423417976573,-0.8254562450806685,MB,27
F,W,-4.2459859400615185,-3.8566661111702816,FW,28
M,W,-0.2607165865083347,-0.2918685218836233,MW,29
M,W,0.6406003094744404,0.6247795173007004,MW,30
M,W,0.5540166393530958,0.4161160689506316,MW,31
M,W,-0.07731251693501456,0.056386558506377686,MW,32
F,W,-2.8790638079721567,-2.7942829721594666,FW,33
M,B,-0.7542468660351029,-1.0386153848922786,MB,34
M,W,-0.32164524226486835,-0.02730903099378973,MW,35
F,W,-3.016215080530815,-2.661607016869472,FW,36
M,W,0.5271260908588008,0.636079567384608,MW,37
F,W,-4.547459265192275,-3.8193544640985637,FW,38
M,W,-1.365809839232004,-1.0218807784190218,MW,39
M,W,-1.0360692983800375,-0.7592784848670364,MW,40
F,B,-4.36187549890138,-3.9859154513393364,FB,41
F,B,-0.8990171750122022,-1.392252882685861,FB,42
M,B,0.041736156396889205,-0.40879577254876936,MB,43
M,W,-1.0973917061244263,-0.921061136822445,MW,44
M,W,0.8069358174566373,0.5930292636705294,MW,45
M,B,-0.6482352778647971,-0.5363981309332627,MB,46
M,W,-0.5609729927455314,-0.39757557730669824,MW,47
M,W,-0.30009797765596175,-0.20193871202077066,MW,48
M,B,0.36464738592295387,0.14954131617669122,MB,49
M,W,0.5936079214560162,0.30764263318327034,MW,50
F,W,-2.7075104013663407,-2.5049452678116015,FW,51
M,B,0.008146954972844022,-0.27133494060075225,MB,52
F,B,-1.9425512598479444,-2.2116456051886146,FB,53
M,W,0.3529488659370332,0.22264247460284856,MW,54
M,B,1.0984284979098802,0.5415009799730157,MB,55
M,W,-0.04604034073498748,0.018209081544208035,MW,56
