G,R,X,Y,GR,UID,TrueR,qw,qb
M,W,1.247269615280859,0.8047878981346374,MW,1,B,-1,-1
M,B,-0.501325175686265,-0.3329045333561224,MB,2,W,-1,-1
M,W,0.5293700347853622,0.1350341811859352,MW,3,B,-1,-1
M,W,-0.550348955532939,-0.4416440130634982,MW,4,W,-1,-1
F,B,-1.6756297559470739,-1.8925230319754474,FB,5,B,-1,-1
M,B,0.5682313543290071,0.24016813617771654,MB,6,B,-1,-1
F,B,-3.185557228422149,-2.968048896860241,FB,7,W,-1,-1
M,W,-0.9046361388145628,-0.8674436185501845,MW,8,W,-1,-1
M,B,-0.36881632579874424,-0.25335792553508907,MB,9,W,-1,-1
F,B,-0.99620451189895,-0.8817143737510194,FB,10,W,-1,-1
F,W,-4.538066362278878,-4.153307587270054,FW,11,W,-1,-1
F,B,-2.9864015191016438,-2.560566735029195,FB,12,W,-1,-1
M,W,1.4843011763141343,1.3095554388047046,MW,13,W,-1,-1
F,B,-4.101109335536545,-3.507771623545602,FB,14,W,-1,-1
M,W,-0.07524121162890181,-0.05400595065593391,MW,15,W,-1,-1
M,W,-0.021025317762717845,-0.3961507411263709,MW,16,B,-1,-1
M,B,0.12643986879272706,0.2557112665873541,MB,17,W,-1,-1
F,W,-3.2859670759845754,-3.061164392473862,FW,18,W,-1,-1
M,B,-0.3909301322979402,-0.5119415015835442,MB,19,B,-1,-1
M,W,-1.2527630059188006,-1.3088428402416612,MW,20,B,-1,-1
M,W,0.21175096533052068,0.20524614504596084,MW,21,W,-1,-1
M,W,-0.42297227135930715,-0.574339027533008,MW,22,B,-1,-1
M,B,-0.24855472692769365,-0.6537398095034517,MB,23,B,-1,-1
M,B,-0.03121907493767444,0.06979316014665522,MB,24,W,-1,-1
M,B,-0.3961261493472211,-0.1837715560287609,MB,25,W,-1,-1
F,W,-4.98742843565844,-4.7402648955952085,FW,26,B,-1,-1
M,W,-0.3731696573931376,-0.3411225310206988,MW,27,W,-1,-1
M,B,-1.5752228396938335,-1.532333307316097,MB,28,B,-1,-1
F,W,-3.5915818223062708,-3.52832301982172,FW,29,B,-1,-1
F,W,-2.1992865566864572,-1.8904030129257658,FW,30,W,-1,-1
M,W,-0.539417901830753,-0.45547484226936297,MW,31,W,-1,-1
F,B,-2.493441490354365,-2.1404728196184832,FB,32,W,-1,-1
F,W,-0.4015341639598251,-1.0443697412133186,FW,33,B,-1,-1
M,B,-0.49199936470936995,-0.35193094364580624,MB,34,B,-1,-1
F,W,-3.311534827311953,-2.8908247160715526,FW,35,W,-1,-1
M,B,0.006254125016570621,0.03970069378445943,MB,36,W,-1,-1
M,W,-0.1012266202623948,-0.2466539660917597,MW,37,B,-1,-1
M,W,-0.40551552111569694,-0.3477008326965672,MW,38,W,-1,-1
M,W,-1.0501123275432138,-1.1338008892851155,MW,39,B,-1,-1
M,W,-1.2422796478720888,-1.1056580942614829,MW,40,B,-1,-1
M,W,-0.28210913540867527,-0.5202809786123928,MW,41,B,-1,-1
F,W,-2.8569808361016684,-2.7002996289411025,FW,42,W,-1,-1
M,W,-1.6652513963586841,-1.6150003117857616,MW,43,B,-1,-1
M,B,0.6152617085432547,0.39622563390156074,MB,44,W,-1,-1
F,W,-3.4072758058766954,-3.105618161054622,FW,45,W,-1,-1
M,W,-0.7432627744921949,-0.9549631044352027,MW,46,B,-1,-1
M,B,0.9370487252937977,0.3440854730615448,MB,47,B,-1,-1
M,W,0.08738303841720685,0.006377125920750612,MW,48,W,-1,-1
F,W,-5.386199895963159,-4.533463336994219,FW,49,W,-1,-1
F,B,-2.0269320593633435,-2.3914534571105266,FB,50,B,-1,-1
M,B,-0.5406681243468496,-0.2812399760814832,MB,51,W,-1,-1
M,B,-0.8873027805893977,-0.7287200262473548,MB,52,W,-1,-1
F,W,-1.9030431033434068,-2.226935983269259,FW,53,W,-1,-1
M,B,-0.5237477022701796,-0.6141547029295343,MB,54,B,-1,-1
M,W,-0.14574796485043495,-0.42299943866931844,MW,55,B,-1,-1
M,W,-0.09258674159635998,-0.12815940441054544,MW,56,W,-1,-1
M,B,-0.1869365239052144,-0.13125001130645791,MB,57,W,-1,-1
M,W,0.5513508045712301,0.20596233445089002,MW,58,B,-1,-1
M,W,0.939046029513959,0.6175272268578826,MW,59,B,-1,-1
M,B,0.4564349640062706,0.24376994446326902,MB,60,W,-1,-1
M,W,-0.7678745574014424,-0.6982966285344921,MW,61,W,-1,-1
F,B,-3.5904856898443347,-3.240886079218727,FB,62,W,-1,-1
M,B,-0.31408645897911286,-0.5178513862630045,MB,63,B,-1,-1
