G,R,X,Y,GR,UID
M,B,-0.1654190585179032,-0.5205546994518235,MB,1
M,W,0.5984949428537191,0.26408110930656614,MW,2
M,B,0.19589361420946852,-0.2663271417272501,MB,3
M,W,0.5055237889105517,0.3053844263000598,MW,4
M,B,-0.05667970276903025,-0.46765644079671054,MB,5
F,B,-3.8096971596791396,-3.4645515950589405,FB,6
F,B,-3.8048775902947267,-3.680119553872639,FB,7
M,W,1.2234691471977452,1.0213671404189406,MW,8
M,W,-0.2825635631907041,-0.23821224496490337,MW,9
M,B,-0.0741206301110189,-0.18670365351428767,MB,10
M,W,0.07903907286466051,0.026659514464688963,MW,11
M,W,0.5402866375914481,0.5443504032938791,MW,12
F,B,-4.464757758092633,-4.155088227202906,FB,13
F,W,-3.555887509484556,-3.3157191426891197,FW,14
M,B,0.002689338398487878,-0.18439712203123237,MB,15
M,W,0.1837650428629295,0.06182637944133505,MW,16
M,W,0.5609644586298829,0.34508418878007663,MW,17
M,W,-0.9435805442048756,-0.8628487657224981,MW,18
F,B,-2.498842247361801,-2.7781824643915414,FB,19
F,W,-3.846460639331577,-3.6706452912821335,FW,20
F,B,-3.0344227046740473,-3.1191552757511745,FB,21
M,B,-1.2121113786767843,-1.2851255216182493,MB,22
M,W,0.10577158627352887,0.02887063608122452,MW,23
F,W,-3.5718597076529646,-3.393427795429034,FW,24
M,W,1.2005237653995615,1.0096029388194794,MW,25
F,B,-4.223281926645378,-4.175938598263313,FB,26
M,W,0.23148403142515855,0.3568182236254793,MW,27
M,W,-1.5170683804627008,-0.9611751967980308,MW,28
M,B,-0.2147901143700227,-0.3354748218832746,MB,29
M,W,-0.3066631888245061,-0.12610494593651267,MW,30
M,W,-1.0515472817938496,-1.0256508275104073,MW,31
M,W,1.1913990312115217,0.854276893260107,MW,32
M,B,-1.6474818073725812,-1.649448074915635,MB,33
M,W,1.1203409578566268,0.8867355790550149,MW,34
M,B,0.29292602657157985,0.13107460500678442,MB,35
M,B,-0.7066231731026198,-0.7025900797804574,MB,36
F,B,-3.268233921909353,-3.3277714076090747,FB,37
M,W,0.8068163962705601,0.6227634583356992,MW,38
M,W,-0.008563491745214796,-0.07180964803577979,MW,39
F,B,-2.08857452245683,-2.3904692452855816,FB,40
M,B,0.3711987206753514,0.019124068585204712,MB,41
F,W,-2.758060386204328,-2.781584182541791,FW,42
M,W,-0.3472908931344805,-0.342596551727292,MW,43
M,W,0.3696215768664378,0.3394044721519627,MW,44
F,W,-4.1140027775113595,-3.921665364148324,FW,45
M,W,-0.745528003982376,-0.8137083625338476,MW,46
M,W,0.132984781263157,0.1975269100809501,MW,47
M,W,-0.13740533493797352,-0.18791057035921535,MW,48
M,B,-0.30679863640868726,-0.3837161854710565,MB,49
M,B,0.2036827667403961,-0.10089392838032066,MB,50
F,B,-3.517700879706043,-3.353063525697702,FB,51
M,W,0.058506921410399704,0.10092854958922981,MW,52
M,W,0.6132250674210906,0.4729412114667205,MW,53
M,B,-0.5597257933490701,-0.6065365835253134,MB,54
M,B,1.0471717029634446,0.5543235587959991,MB,55
M,W,-0.04556591854287671,-0.02334562888850078,MW,56
F,W,-4.444847898592956,-4.201097134487548,FW,57
M,B,-1.0145473645560348,-0.8578428702142511,MB,58
M,B,0.2853631810926385,-0.07567331806679126,MB,59
F,W,-1.3941385145776484,-1.4610142475217212,FW,60
M,W,0.057798329201655854,-0.15376994100581057,MW,61
M,W,0.5420613730096393,0.321174501859521,MW,62
