G,R,X,Y,GR,UID
M,B,-0.026964111144437326,-0.1020062211899419,MB,1
F,W,-0.9889870268276512,-0.9094699417595254,FW,2
M,B,-0.026671251664854866,-0.10209273682107918,MB,3
F,W,-1.053977755902278,-0.957862004002145,FW,4
M,B,-0.0568718540651617,-0.12594700522026692,MB,5
M,B,-0.005700829255261738,-0.08562719261001837,MB,6
M,W,-0.006215132111918593,-0.0029646567806693312,MW,7
F,W,-1.0668209032335743,-0.9688555385497608,FW,8
F,W,-1.0055502414943005,-0.9309597929155874,FW,9
M,B,0.012900687166797962,-0.05992511259876549,MB,10
M,W,-0.010823360156228989,-0.01045341370260274,MW,11
M,B,0.017523731880694497,-0.06370545502816664,MB,12
M,W,-0.008867578857399975,-0.008827716440867609,MW,13
F,W,-0.9929830971455519,-0.9127702931034486,FW,14
M,B,-0.04930923594106673,-0.11938441354816823,MB,15
F,W,-1.030396122248077,-0.9488199395378879,FW,16
M,B,0.059222712833077125,-0.03249113078519341,MB,17
F,B,-1.0164893380560616,-1.0124789501191243,FB,18
F,W,-0.969105188940972,-0.8956493514207549,FW,19
M,W,-0.01961292536901059,-0.014960667404107019,MW,20
F,B,-1.0123351370160638,-1.0050761060206859,FB,21
M,W,-0.04222812627215488,-0.04846941044650237,MW,22
M,W,-0.014954356695011913,-0.015371733418804122,MW,23
M,W,-0.03376744860583827,-0.03383137620900809,MW,24
M,W,-0.028226107509382675,-0.021617514365336092,MW,25
M,W,0.0033576097017558094,0.009234895229190894,MW,26
M,B,-0.029598964349122646,-0.10866577186628294,MB,27
M,W,0.003627806765472341,-0.000518959730765961,MW,28
F,B,-0.9609300776555992,-0.9721479412252666,FB,29
M,W,-0.003971100409352499,-0.0030979155425933064,MW,30
M,B,0.056080109706751785,-0.036192903594589695,MB,31
M,B,0.03577345597951604,-0.04298153728718278,MB,32
F,B,-1.0105906949270407,-1.0074371853477226,FB,33
M,B,0.06003526311956013,-0.028358082758363212,MB,34
M,B,0.013812756711532294,-0.06361437755864291,MB,35
M,B,-0.00768710293878565,-0.08559964938747949,MB,36
F,B,-1.0466414470349885,-1.0392819956092365,FB,37
M,W,-0.00863541495979283,-0.0019162991598326408,MW,38
M,W,0.021018610394981308,0.006103457924855534,MW,39
M,W,-0.036594257514285564,-0.030166021837125526,MW,40
F,B,-0.9933724924004111,-0.9892109737009804,FB,41
F,W,-1.0700331635225173,-0.9737238345373807,FW,42
F,B,-0.951593461132712,-0.9569162800366202,FB,43
F,W,-0.9782385144903283,-0.9068676478988887,FW,44
F,W,-1.0159553429143668,-0.940487547402051,FW,45
F,W,-0.9555723111388723,-0.8752153220315944,FW,46
F,W,-0.985433188234205,-0.9138203148462827,FW,47
M,W,0.038572367542762845,0.02644234824487858,MW,48
M,W,0.03228047741575581,0.02795931169699251,MW,49
M,B,-0.02512275440155654,-0.10650111347241904,MB,50
F,W,-1.0013595681968164,-0.9227499587627002,FW,51
M,B,0.07216810096689387,-0.019673988827714615,MB,52
F,B,-0.9905849719364133,-1.0037845288123362,FB,53
M,W,-0.035372353092917835,-0.025492745779463637,MW,54
M,W,0.036826872232296685,0.029119951154374206,MW,55
F,W,-0.9825755798389123,-0.9056501551682179,FW,56
M,B,-0.036276043302721876,-0.10810551191158098,MB,57
M,W,-0.013330887319419317,-0.005368304594417251,MW,58
M,W,-0.0015111120555130102,-0.012431329952971056,MW,59
M,B,-0.052398565231555234,-0.11854781310883801,MB,60
F,W,-0.9938779969082031,-0.915499785248152,FW,61
F,B,-1.053564573543574,-1.0417907073648576,FB,62
M,W,-0.06096345698393299,-0.04695239540443049,MW,63
F,W,-0.9971861969600025,-0.9252673621192922,FW,64
M,B,0.008858046899725717,-0.07509422312581429,MB,65
M,W,-0.014881188904008184,-0.012021473240494652,MW,66
F,W,-0.991809764233854,-0.9174970413774008,FW,67
F,W,-0.9576330749944583,-0.8903736569833608,FW,68
M,W,0.0021826158106651775,0.0023164168735858104,MW,69
M,W,0.039059719700091027,0.03777832606583097,MW,70
F,W,-1.0135430159754963,-0.9292309511804822,FW,71
F,W,-1.0267924439984843,-0.9389937736836957,FW,72
M,B,-0.03095693252365473,-0.10496635215042427,MB,73
M,W,-0.015210294820465233,-0.011020131625938288,MW,74
F,W,-0.9282488321710104,-0.8556148875992033,FW,75
M,W,-0.026433550440361164,-0.019119261127374325,MW,76
F,W,-1.0395977857135312,-0.9555599546815466,FW,77
F,W,-0.9990529083813804,-0.9202233361237763,FW,78
F,W,-0.9623175932113602,-0.884284012844116,FW,79
M,W,-0.039072681304680924,-0.03254021322080484,MW,80
M,B,0.03479502568641554,-0.04646302511143577,MB,81
F,W,-0.9883097332919198,-0.9134872795071781,FW,82
M,W,0.055904836305685525,0.051067173160912846,MW,83
M,B,0.09203363841763865,-0.005713394051953008,MB,84
M,B,0.00906730979309657,-0.06446450284575811,MB,85
M,B,0.004388951430936943,-0.07782693667559958,MB,86
M,W,-0.013561819499248241,-0.01014581796466481,MW,87
M,W,0.021618482378870152,0.008739639826430183,MW,88
M,B,0.041821349697823716,-0.04624433172968565,MB,89
M,W,-0.0016179294693874204,-0.0020126906352979984,MW,90
M,W,-0.010794366448634126,-0.01248900071734527,MW,91
F,W,-1.0364700830550988,-0.9496683986766755,FW,92
M,B,-0.026007530730053324,-0.10185786908269015,MB,93
M,W,-0.0016469231663761945,0.00541522148251884,MW,94
M,B,0.04691680824941336,-0.04732268454864675,MB,95
M,B,-0.005743076598048634,-0.08837764059598326,MB,96
F,W,-0.9802221550457928,-0.9050317226576623,FW,97
F,B,-0.9613927380625884,-0.96748080974378,FB,98
M,B,-0.013877378816098209,-0.0988595617595522,MB,99
F,W,-0.9507969937311833,-0.8865293293608247,FW,100
M,B,-0.05217429887784908,-0.12138818051132633,MB,101
F,W,-1.0537981269832926,-0.969716748915203,FW,102
M,B,0.02905441743598661,-0.06256054184895511,MB,103
M,W,-0.04615584988122877,-0.03074551468828424,MW,104
M,B,0.054434480399285334,-0.02927724241187512,MB,105
M,B,0.020027182038592228,-0.06755149687354403,MB,106
M,B,-0.03165428264468519,-0.11278316581294187,MB,107
F,W,-0.9580712708063293,-0.887362134261723,FW,108
M,B,0.009303221511616798,-0.07078767919043409,MB,109
F,B,-1.0128177130308846,-1.0128636907884583,FB,110
M,W,-0.05402067607711668,-0.03529669621055971,MW,111
M,B,0.022805567150539902,-0.06125029946151737,MB,112
M,B,0.010593675735233192,-0.07591797297877247,MB,113
M,B,0.04893831418840138,-0.0393272055914756,MB,114
F,W,-1.0385839872331182,-0.9499474922915011,FW,115
M,W,-0.018543230943364363,-0.011452639661145432,MW,116
M,W,-0.06662137819002661,-0.05923374809752224,MW,117
M,B,-0.02026221024442466,-0.10180860427272656,MB,118
M,W,-0.05529757810557292,-0.04205150154627717,MW,119
F,W,-0.9831264209358058,-0.9011374538814912,FW,120
M,B,-0.0016808579771342726,-0.08661013822812064,MB,121
M,W,-0.004323582959144511,-0.005662545792490239,MW,122
