G,R,X,Y,GR,UID
M,W,-0.0066304153704734164,-0.003717967487908515,MW,1
F,W,-1.018226520013974,-0.9260880032884886,FW,2
M,W,0.015260649105319747,0.005964144762677795,MW,3
M,B,-0.010770500954757935,-0.08352847272982666,MB,4
M,B,-0.034212685662475914,-0.11494773738840793,MB,5
F,W,-1.0108534465382235,-0.9305489119164119,FW,6
F,W,-1.01855412665078,-0.9330122963284356,FW,7
M,W,-0.029850593138869414,-0.01964753439431901,MW,8
M,W,0.0033826770630713742,-0.001769806926585195,MW,9
F,W,-0.9717981272472507,-0.9013626099863733,FW,10
F,W,-0.9952753161046489,-0.9148104475313751,FW,11
M,B,-0.0241937094532449,-0.1018723542912369,MB,12
F,B,-1.0562515686406737,-1.0466397712461801,FB,13
F,W,-1.046937820842865,-0.9506405159324234,FW,14
M,B,0.019023602798540047,-0.0647953853721489,MB,15
F,B,-0.9721606941061296,-0.9807494222028852,FB,16
F,W,-0.9810237635218978,-0.9100823121524618,FW,17
F,W,-0.9665296588211222,-0.8856996417987206,FW,18
M,B,0.06250353081456905,-0.030176031182642546,MB,19
M,W,-0.012573715120630699,-0.01753328015018638,MW,20
M,B,-0.024698410445456457,-0.10422593799531914,MB,21
M,W,-0.00972549078381051,-0.008241963422175798,MW,22
F,B,-1.0146115514653622,-1.0011821313023224,FB,23
F,B,-1.0100749453734026,-1.0082937154680287,FB,24
F,B,-0.9141622757831601,-0.9353296629731414,FB,25
M,B,-0.01450659748705992,-0.08204019492933493,MB,26
F,W,-0.9691252430065054,-0.8981919841403624,FW,27
F,W,-0.9920642614973577,-0.9134747312755089,FW,28
M,W,-0.004277425782860704,-0.010789513999334185,MW,29
M,W,-0.015583486106092975,-0.00930110116952051,MW,30
M,W,0.025351227653518535,0.021720055629238882,MW,31
F,W,-0.9602851086911233,-0.8920404349214457,FW,32
M,B,0.019066122823884164,-0.06882021402052625,MB,33
F,B,-1.0113086596542191,-1.0066220550108405,FB,34
M,B,0.08559229983644036,-0.01452769673632276,MB,35
M,B,-0.003127364460277644,-0.08217207682683468,MB,36
M,B,-0.01576052759172946,-0.09239546583444573,MB,37
M,W,-0.022862724962774205,-0.021078625533917,MW,38
M,W,-0.019206005054333765,-0.012954010741028841,MW,39
F,W,-0.9998362349813089,-0.9208475314678184,FW,40
F,W,-1.0011673561606407,-0.9197752661966119,FW,41
M,W,0.011561504442592229,0.01153253954998772,MW,42
M,W,-0.04489480037242346,-0.03136726778214513,MW,43
F,W,-1.0233192545847611,-0.9384252770580431,FW,44
F,W,-1.0070593073306493,-0.9188988132930165,FW,45
M,W,-0.0064408604266951355,-0.004912251418655132,MW,46
M,B,-0.030878090723533105,-0.09740671313214978,MB,47
M,W,-0.045480767436409685,-0.038634328155903785,MW,48
F,B,-1.0279526615767438,-1.0200567637770992,FB,49
M,W,0.0301272792144104,0.0173622707500882,MW,50
M,W,-0.06369614776847435,-0.05261238618375452,MW,51
M,B,0.04359690539678121,-0.04409789747078968,MB,52
M,B,0.06199726985786153,-0.02494096916298784,MB,53
F,W,-0.9711339537868473,-0.8962846245993625,FW,54
F,W,-1.0101623517408025,-0.9323200654112871,FW,55
M,B,0.05354274781804726,-0.04100264283861434,MB,56
M,W,-0.0849929570945577,-0.06650305457650275,MW,57
M,B,-0.03225375748313953,-0.10898487751116018,MB,58
M,B,0.03044174196286955,-0.05571684580000898,MB,59
M,W,0.004915603074129177,0.009285485375602979,MW,60
F,W,-0.976422051431748,-0.9057698330777845,FW,61
M,W,-0.04650829943744697,-0.041414608344586434,MW,62
M,W,-0.07584195431017118,-0.0521152177605862,MW,63
F,B,-1.02150484859848,-1.02396527868239,FB,64
M,W,0.013176810129667876,0.008200324921646011,MW,65
M,B,-0.03067441558243705,-0.10930155522071655,MB,66
M,W,0.04640581473023184,0.03158052863015827,MW,67
M,W,-0.009677860135480896,-0.008541015372601145,MW,68
M,W,-0.013165851027810071,-0.005773845887820598,MW,69
F,B,-1.0092496180203285,-1.0112652322051905,FB,70
F,W,-1.0028246542278394,-0.9340054587072127,FW,71
F,W,-1.0200519829696664,-0.9366711605481416,FW,72
M,W,-0.015074658039763824,-0.022430064522854704,MW,73
M,B,0.03912618137099348,-0.04953976539264374,MB,74
M,W,-0.05168100788399001,-0.043537967884426286,MW,75
M,B,0.03758209152623664,-0.054096162570919315,MB,76
M,W,-0.0035605153588891205,-0.0011986623958725475,MW,77
F,W,-0.9591414860307371,-0.8844112729066435,FW,78
M,W,-0.02131918160630171,-0.01880913759062448,MW,79
M,B,0.00020684680230999189,-0.07865341810302948,MB,80
M,W,-0.0018587571110083626,0.0020818947310538623,MW,81
M,W,-0.002690885714346645,0.0005573277493640628,MW,82
M,B,-0.0348020743852466,-0.10634698173197137,MB,83
M,B,0.021563530152589588,-0.06638209568460485,MB,84
M,W,0.027447753851203103,0.022465623237810366,MW,85
F,B,-0.9510144747115314,-0.9567157400245366,FB,86
M,B,0.010658312280065155,-0.06914420313462773,MB,87
M,W,0.02802598003287467,0.013085895912570077,MW,88
M,B,-0.022105910490865622,-0.10680335275625055,MB,89
M,W,-0.011918139290550531,-0.014133268100623955,MW,90
F,W,-0.9797963586346005,-0.9072305236925197,FW,91
M,W,0.008677381177525265,0.0068514248168603095,MW,92
M,B,-0.02628185054594859,-0.11252564103100575,MB,93
M,B,-0.007773055024803734,-0.08836689636824907,MB,94
M,W,0.020994906538309984,0.010998364858923153,MW,95
M,W,0.020666509993614496,0.01518843926574237,MW,96
M,W,-0.0038157231955007775,0.0003936935834163136,MW,97
M,W,0.002331469614047946,0.007554251266415199,MW,98
M,W,-0.036785990300279195,-0.03037005265892031,MW,99
M,B,-0.020800024275746513,-0.09658983944523875,MB,100
F,W,-1.0454942787332036,-0.9621116365925919,FW,101
F,B,-1.0305929450613687,-1.0338682015451373,FB,102
M,B,0.013353485553650938,-0.06755034759984091,MB,103
M,W,-0.007746677648016265,0.0034316424639101025,MW,104
M,W,-0.014785587403515247,-0.005627910815203601,MW,105
M,B,0.06385531141823073,-0.030786809167205005,MB,106
F,W,-1.0011607035053718,-0.9171171026553335,FW,107
M,B,0.006163557108992456,-0.07426304955980831,MB,108
F,B,-0.9906233945349453,-0.9885989454002402,FB,109
M,W,0.005205023901357351,0.007741925351336979,MW,110
F,B,-1.0087448204519176,-1.0044776983405173,FB,111
F,B,-0.9985276858791736,-1.0031457089453895,FB,112
M,W,-0.04397747737064091,-0.028146877473511796,MW,113
M,W,0.0037813326535372917,0.0017716115299249717,MW,114
F,W,-1.0445871831630973,-0.9558835607241812,FW,115
F,W,-0.9987700337413328,-0.9083051361940608,FW,116
M,W,-0.0025498349430233065,-0.0023509782707860066,MW,117
F,B,-0.9452019455559275,-0.9564504533760896,FB,118
F,W,-1.0744521179574593,-0.9846382124747662,FW,119
M,W,-0.0012470473944679685,-0.007573375326363514,MW,120
M,W,-0.006831593158963974,-0.0028639984115598595,MW,121
F,W,-0.9529201080921901,-0.8898284439485635,FW,122
F,W,-1.0142958294199378,-0.9258816525784498,FW,123
M,W,0.025704291570530148,0.030013058980385685,MW,124
F,B,-0.9551880294371363,-0.9668302125321041,FB,125
F,B,-1.0468328592897211,-1.0324920360393617,FB,126
M,B,-0.03915432865493767,-0.11151764804314568,MB,127
M,W,0.04547948328404468,0.04017022862618832,MW,128
M,B,-0.034308850367662715,-0.10783084507425933,MB,129
M,B,0.029450605850971073,-0.060999784727327505,MB,130
M,B,-0.053937651608674295,-0.12612560886371957,MB,131
M,W,-0.007362327137560418,-0.006259250742571639,MW,132
M,W,0.03233909494269895,0.02171285867534273,MW,133
M,W,0.04201636097503517,0.03658461435267471,MW,134
M,W,-0.011332784752254025,-0.008386301322617177,MW,135
M,W,-0.007140507220688054,0.0011726974285187694,MW,136
M,B,-0.023623705193825062,-0.09333496048098383,MB,137
F,W,-1.0007124034731056,-0.9179771593545599,FW,138
M,W,-0.03129382814443158,-0.027555237429647904,MW,139
F,W,-0.9713155180416646,-0.8915575299054673,FW,140
F,W,-1.0115013349067012,-0.9224436338863969,FW,141
M,W,0.013828198098807715,0.007752030862080998,MW,142
M,W,-0.019287894705198504,-0.02137480671872912,MW,143
F,W,-0.9802463869345103,-0.9028950270413878,FW,144
M,W,-0.01881385960442669,-0.018265685367808426,MW,145
M,W,0.007246028095872192,0.009529751401271592,MW,146
M,W,0.029762203769137217,0.02325195044197801,MW,147
M,B,-0.021392276752431542,-0.09892157027757179,MB,148
M,W,-0.052801770903667396,-0.04319539170502201,MW,149
M,W,0.04807738089206277,0.03677682501295244,MW,150
M,B,-0.0049616083065559735,-0.07643550086294089,MB,151
M,W,-0.009778960791093345,-0.0028816506957735173,MW,152
F,B,-1.0046884446603166,-1.0021084946027068,FB,153
M,B,-0.028752986774228752,-0.10645797125474896,MB,154
M,W,0.053477882148468756,0.05191504316705947,MW,155
M,B,-0.003717090367791965,-0.07946091127190483,MB,156
M,B,0.007314570434231137,-0.07054756938796336,MB,157
M,W,0.007882656086048283,-0.003240545034303817,MW,158
M,B,-0.021280344280419226,-0.09487036423528734,MB,159
F,W,-0.9593829772116923,-0.8925350745726836,FW,160
F,W,-0.991768579835381,-0.918848784210105,FW,161
M,W,0.000447545316986275,-0.0017324419812149473,MW,162
F,W,-0.9875526504481998,-0.9109069776890346,FW,163
M,W,0.016316942677481086,0.009549890213616272,MW,164
M,B,-0.009813355932091032,-0.09446349679550302,MB,165
M,W,0.007561812057577773,0.010322138802590471,MW,166
M,B,0.0030484102254967602,-0.08082488295159455,MB,167
F,W,-1.015477592766028,-0.9206602961890911,FW,168
M,W,-0.017800192017485575,-0.02233245220320439,MW,169
M,W,-0.07383140175875418,-0.05670677886047166,MW,170
F,B,-1.000118735487294,-1.0058161613994994,FB,171
M,B,-0.10514694882840192,-0.16828290509180968,MB,172
M,W,0.023069827981259144,0.015758381694753208,MW,173
