G,R,X,Y,GR,UID,TR,qw,qb
F,W,-1.0209988465057094,-0.9248975134181538,FW,1,W,0,0
F,B,-0.9812075556707246,-0.9873539602003137,FB,2,B,0,1
M,B,-0.028359300267940063,-0.10070091970706725,MB,3,B,0,1
M,B,-0.006309612628085781,-0.08557413835254837,MB,4,B,0,1
M,W,-0.009522878374077951,-0.010768986163341047,MW,5,W,0,0
M,B,-0.00604775428515467,-0.08760815388969993,MB,6,B,0,1
M,B,0.023409662536924194,-0.068543787032348,MB,7,B,0,1
F,W,-1.0022272618842152,-0.9257643982579816,FW,8,W,0,0
M,W,-0.0009604293962476018,0.008677059594426563,MW,9,W,0,0
F,B,-1.0030680868820716,-1.007763392620706,FB,10,B,0,1
M,W,0.008471303643238792,0.0022225938223361646,MW,11,W,0,0
F,B,-1.028076082893648,-1.021519134164372,FB,12,B,0,1
F,W,-0.9393426935124833,-0.8725517326789626,FW,13,W,0,0
F,W,-1.0084120169164061,-0.9273517610713911,FW,14,W,0,0
M,W,-0.03655362494583404,-0.029825690330279153,MW,15,W,0,0
M,W,-0.02409008337767929,-0.022757183165075467,MW,16,W,0,0
M,W,-0.034156978002092206,-0.030019464560371092,MW,17,W,0,0
M,B,-0.004912620455175085,-0.08863791751002299,MB,18,B,0,1
M,W,-0.017337486131767305,-0.013944255374896531,MW,19,W,0,0
M,B,-0.038325441115726604,-0.11657504306574387,MB,20,B,0,1
M,B,0.03189460045943228,-0.058797723524205106,MB,21,B,0,1
F,W,-0.985305617433958,-0.9072800959581266,FW,22,W,0,0
M,W,0.01676272313752558,0.01374500401410072,MW,23,W,0,0
M,B,0.017166775357387132,-0.05622451425029319,MB,24,B,0,1
M,W,-0.007323081911803041,-0.011503000139160004,MW,25,W,0,0
F,W,-1.0075089860665647,-0.9318364854425906,FW,26,W,0,0
M,B,-0.004558680924241812,-0.08572755629861169,MB,27,B,0,1
F,W,-0.9999984864600249,-0.9188319012845968,FW,28,W,0,0
M,W,-0.025222079453591416,-0.014927557509708717,MW,29,W,0,0
M,B,0.010338734137351804,-0.07461066709061821,MB,30,B,0,1
F,W,-0.9151202756881833,-0.8511756586736111,FW,31,W,0,0
F,B,-0.9999336727500413,-0.9929689451151067,FB,32,B,0,1
M,W,0.039116972752061614,0.021260063721153515,MW,33,W,0,0
M,B,-0.05459991297279323,-0.12118156820213206,MB,34,B,0,1
M,W,-0.045949940053353705,-0.0337621175927312,MW,35,W,0,0
F,W,-0.9540561127879759,-0.8807027623654122,FW,36,W,0,0
M,W,0.10346476256573121,0.07372800837715224,MW,37,W,0,0
M,W,-0.02540444221395875,-0.009918771533739573,MW,38,W,0,0
M,W,-0.037017382663340544,-0.030975828868616825,MW,39,W,0,0
M,B,0.03625636491750206,-0.04759536540683411,MB,40,B,0,1
F,W,-0.9627361417553572,-0.8816357367388085,FW,41,W,0,0
F,W,-0.9939800527345077,-0.9139507432710895,FW,42,W,0,0
M,W,-0.020313955073631738,-0.015598310136640038,MW,43,W,0,0
F,B,-0.9633147602076755,-0.9703533551144707,FB,44,B,0,1
F,W,-0.9978702418569017,-0.9131890116749705,FW,45,W,0,0
F,B,-1.0229915571718473,-1.0204182662693677,FB,46,B,0,1
F,B,-0.9898104840348018,-1.0015145769491174,FB,47,B,0,1
M,B,0.042931740423262525,-0.03908024910527818,MB,48,B,0,1
M,W,0.04388001793896774,0.02294966154245147,MW,49,W,0,0
M,B,0.01046726988294903,-0.07350644171370951,MB,50,B,0,1
F,B,-0.9958731339139221,-1.00283788796246,FB,51,B,0,1
M,B,-0.009851385754593453,-0.08613119983255425,MB,52,B,0,1
M,B,-0.04133131879984836,-0.11313432401659329,MB,53,B,0,1
F,B,-1.0502332401532164,-1.0392571655723704,FB,54,B,0,1
F,W,-1.0190507629415357,-0.9333358795729411,FW,55,W,0,0
M,W,-0.01788979637756383,-0.01968475020150327,MW,56,W,0,0
F,W,-1.017816772781068,-0.933923318645962,FW,57,W,0,0
F,W,-1.0018716105187246,-0.9156924871709761,FW,58,W,0,0
F,B,-1.0068801664635496,-1.010150861982181,FB,59,B,0,1
M,W,0.002492553817970502,-4.9062914510506275e-05,MW,60,W,0,0
M,W,-0.020691183403453252,-0.018082937447078513,MW,61,W,0,0
F,W,-0.9933431955947715,-0.9095666514554472,FW,62,W,0,0
M,B,0.07782510602202022,-0.0031103917598042582,MB,63,B,0,1
F,B,-1.002990444515394,-0.9951253705847226,FB,64,B,0,1
F,W,-1.0151090374584433,-0.9299200717807288,FW,65,W,0,0
F,B,-0.9910707008209055,-0.997145767832135,FB,66,B,0,1
M,W,0.006082688354029939,0.012351532346344084,MW,67,W,0,0
M,B,-0.025645760853900454,-0.0974725419015921,MB,68,B,0,1
M,W,0.04098876709079349,0.03860235684325194,MW,69,W,0,0
M,W,-0.06284771625854974,-0.04840048830130589,MW,70,W,0,0
M,W,0.012139638988507449,0.005459316765410527,MW,71,W,0,0
F,B,-1.0408354323261118,-1.0261584880546444,FB,72,B,0,1
F,W,-0.9812371449170078,-0.9074665805708013,FW,73,W,0,0
F,W,-0.9724340138344658,-0.8959238293079937,FW,74,W,0,0
F,W,-0.9744289246074743,-0.8930513817816459,FW,75,W,0,0
M,W,-0.025034627430483503,-0.02140490234654014,MW,76,W,0,0
M,B,0.040604281048521915,-0.056818879289818235,MB,77,B,0,1
M,B,0.003147557887210891,-0.0745158193704963,MB,78,B,0,1
M,W,0.022361993252492808,0.012671669835030163,MW,79,W,0,0
M,B,0.00279371825434273,-0.07479677179302885,MB,80,B,0,1
F,B,-0.9897423586660999,-0.9898509209661077,FB,81,B,0,1
M,W,0.01512383557636008,0.01510365325414941,MW,82,W,0,0
M,B,-0.01344648131314313,-0.08702431399230118,MB,83,B,0,1
F,W,-0.9629404293039591,-0.8931914658052738,FW,84,W,0,0
F,B,-1.018360562097453,-1.0098483786716872,FB,85,B,0,1
F,B,-1.0028983652882688,-1.0036945390823664,FB,86,B,0,1
M,W,0.004845549793287526,-0.004430353502167801,MW,87,W,0,0
M,W,-0.03152219114808968,-0.030734346055088152,MW,88,W,0,0
F,W,-1.0744746330358435,-0.9712174080804481,FW,89,W,0,0
M,W,0.04397921988818661,0.03525248494018859,MW,90,W,0,0
F,W,-1.0336512183953026,-0.9436430154155103,FW,91,W,0,0
