G,R,X,Y,GR,UID,TR,qw,qb
M,W,-0.008084726570212858,-0.00041215260638074753,MW,1,W,0,0
M,B,-0.016585398495668355,-0.08718753632433478,MB,2,B,0,1
M,B,-0.015982688307151507,-0.0888270592254558,MB,3,B,0,1
F,W,-1.036158288461854,-0.9482968427759982,FW,4,W,0,0
F,W,-1.0662714134924975,-0.9731944548952611,FW,5,W,0,0
M,B,0.015055150332723526,-0.06493380078959318,MB,6,B,0,1
F,W,-0.9946736410314241,-0.9110410023230759,FW,7,W,0,0
M,B,0.007108439417203429,-0.07198193298595722,MB,8,B,0,1
M,W,0.018193605571511978,0.01412383984045551,MW,9,W,0,0
M,W,0.015218882993808441,0.010885133732050854,MW,10,W,0,0
M,B,0.006125273025274495,-0.08462148978625494,MB,11,B,0,1
M,W,-0.009368593921258715,-0.0029680961642918925,MW,12,W,0,0
F,B,-0.9040760019137419,-0.9201680192515613,FB,13,B,0,1
M,W,-0.014616938197524168,-0.002921588474616696,MW,14,W,0,0
M,W,-0.019281535427801907,-0.016123992652712377,MW,15,W,0,0
M,W,0.021431592066914796,0.019670356601077844,MW,16,W,0,0
M,B,-0.005991225946638819,-0.08659261821145517,MB,17,B,0,1
M,W,0.031550123701943135,0.02259862630590608,MW,18,W,0,0
M,W,-0.029554193028780953,-0.020328351535327624,MW,19,W,0,0
M,B,-0.04661652746299569,-0.11791039782131574,MB,20,B,0,1
M,W,-0.03318587568814116,-0.028431999539294463,MW,21,W,0,0
F,W,-1.0361013711211258,-0.9541540281590941,FW,22,W,0,0
M,W,-0.018717212930387934,-0.014505910911041493,MW,23,W,0,0
M,B,-0.024194471767750754,-0.09802374318956354,MB,24,B,0,1
M,B,-0.03155773900762767,-0.11131528995359376,MB,25,B,0,1
F,B,-0.9566533500080587,-0.9596157770568184,FB,26,B,0,1
F,W,-0.98741809551343,-0.9051805502340984,FW,27,W,0,0
M,B,-0.016971029713698006,-0.0997463058754253,MB,28,B,0,1
F,W,-0.9901502131556404,-0.9097091204367099,FW,29,W,0,0
M,W,0.017484040251578195,0.011731831821060173,MW,30,W,0,0
F,W,-1.0591407525011494,-0.9699604074192381,FW,31,W,0,0
M,W,0.02948665336039989,0.024594897774822624,MW,32,W,0,0
M,B,-0.02208678138958763,-0.09926566899572671,MB,33,B,0,1
F,W,-0.9762371667320492,-0.904370080821602,FW,34,W,0,0
F,B,-1.010248941068401,-1.0072065368057412,FB,35,B,0,1
M,W,0.026131416067448735,0.02322084881904314,MW,36,W,0,0
F,W,-0.9675661296081352,-0.8880822173211371,FW,37,W,0,0
F,W,-1.0518752616728022,-0.9578924137383575,FW,38,W,0,0
F,B,-1.0762885755856562,-1.0556334884839498,FB,39,B,0,1
M,B,0.03791017882076038,-0.05607687729600175,MB,40,B,0,1
F,W,-0.9732332588610456,-0.8945391603855808,FW,41,W,0,0
F,B,-0.9776023390029851,-0.9924516420650117,FB,42,B,0,1
M,B,0.0272555852056693,-0.05279605079274136,MB,43,B,0,1
M,B,0.04425849733332631,-0.04578482490276044,MB,44,B,0,1
M,W,0.006328607723861335,0.004217901715039209,MW,45,W,0,0
M,W,0.04363074881630829,0.03480184023209198,MW,46,W,0,0
F,B,-1.0053807477404773,-1.0005782030723218,FB,47,B,0,1
M,W,0.014812261316104152,0.00757835162425504,MW,48,W,0,0
M,W,-0.005399602206064671,-0.007782337401130666,MW,49,W,0,0
F,W,-0.9997179335532574,-0.9083307611801374,FW,50,W,0,0
F,B,-1.0409772781457256,-1.0304402763876532,FB,51,B,0,1
M,B,0.02604940887822625,-0.05646721536480443,MB,52,B,0,1
F,B,-1.0058825632586135,-1.0051841155539345,FB,53,B,0,1
F,W,-0.9734296100087307,-0.8952289124961472,FW,54,W,0,0
M,W,0.014994616519629541,0.0077060900570877925,MW,55,W,0,0
F,W,-0.9772724080498119,-0.900178016945703,FW,56,W,0,0
M,W,0.05152452070782383,0.04474407006247791,MW,57,W,0,0
F,W,-0.9759222635098364,-0.902090984751381,FW,58,W,0,0
F,W,-1.0272225234123782,-0.9451474636043704,FW,59,W,0,0
F,B,-0.9653099963302222,-0.9721769381342626,FB,60,B,0,1
M,B,-0.0059579726725173246,-0.07550078849861762,MB,61,B,0,1
M,B,0.009649101740046701,-0.07336247994629959,MB,62,B,0,1
M,W,-0.06230257949322641,-0.04890648891600488,MW,63,W,0,0
F,W,-0.9791563907763663,-0.90167793032066,FW,64,W,0,0
M,W,0.07325564588206863,0.059969417174992976,MW,65,W,0,0
F,W,-0.9883014673145454,-0.9171557528062441,FW,66,W,0,0
F,W,-1.0508026062925704,-0.9616068707851851,FW,67,W,0,0
M,W,-0.039324019640915045,-0.03397243827449497,MW,68,W,0,0
