G,R,X,Y,GR,UID,TR,qw,qb
M,W,0.018127683047728584,0.01514965513687791,MW,1,W,0,0
F,B,-0.9936649167882862,-0.9908745346293867,FB,2,B,0,1
F,B,-0.9550371597837999,-0.9675612265735316,FB,3,B,0,1
M,B,-3.4147986044983115e-05,-0.08151231708884757,MB,4,B,0,1
M,W,0.008184627903451607,0.005307361000810608,MW,5,W,0,0
M,W,0.01666194973956268,0.007350548070853847,MW,6,W,0,0
M,B,-0.0044307402209899,-0.08329654067477513,MB,7,B,0,1
F,W,-0.9916869881318461,-0.9151375382048991,FW,8,W,0,0
F,W,-1.0090902034286993,-0.9298186315865102,FW,9,W,0,0
F,W,-0.9839381322284743,-0.909786864912489,FW,10,W,0,0
F,W,-1.020880057689309,-0.935810785403445,FW,11,W,0,0
M,W,-0.04561532293802778,-0.037115092275043574,MW,12,W,0,0
F,B,-0.9897619261580607,-0.9867949282524683,FB,13,B,0,1
M,B,-0.028550112130976874,-0.10838517126669436,MB,14,B,0,1
M,W,0.038299003129786104,0.029213584905267563,MW,15,W,0,0
M,W,-0.027838501190034812,-0.02221224079594163,MW,16,W,0,0
M,W,0.025869241937546274,0.014849858066073585,MW,17,W,0,0
F,B,-0.9949153646929789,-0.9971370258082266,FB,18,B,0,1
M,B,-0.03360825307380512,-0.11045813044405323,MB,19,B,0,1
M,B,-0.01340318010405994,-0.09517900978646013,MB,20,B,0,1
F,W,-0.9676645245969159,-0.8907645498471,FW,21,W,0,0
F,B,-1.0196127295009576,-1.0190041626029185,FB,22,B,0,1
F,B,-1.0222172848993836,-1.0177317132813322,FB,23,B,0,1
M,W,0.014095021354048337,0.01147053222011117,MW,24,W,0,0
M,W,-0.004923537567816961,-0.009649925603693748,MW,25,W,0,0
F,W,-1.0061065990949325,-0.9250284846086785,FW,26,W,0,0
M,W,-0.01542464935226048,-0.00932799781231668,MW,27,W,0,0
M,W,0.024792623832357776,0.012533088422894464,MW,28,W,0,0
M,W,0.002640746191842335,0.006777422666953428,MW,29,W,0,0
M,W,0.004445890468278532,0.00675273994261117,MW,30,W,0,0
F,B,-1.0240619674582652,-1.0190811244603069,FB,31,B,0,1
F,B,-1.0233568480026622,-1.0118640634057985,FB,32,B,0,1
M,B,-0.030625538319455057,-0.10449299457161157,MB,33,B,0,1
M,W,-0.027793979644601275,-0.026723591558056575,MW,34,W,0,0
M,B,0.01609024691145979,-0.061972059123459204,MB,35,B,0,1
M,W,-0.0012634267862713974,-0.0030974978188894747,MW,36,W,0,0
F,B,-0.9920625895011977,-0.9996798302066352,FB,37,B,0,1
M,W,0.039970557218337595,0.02831853843028232,MW,38,W,0,0
M,W,-0.015213712970450812,-0.016896208531471106,MW,39,W,0,0
F,W,-0.9673894047612958,-0.8995484879049832,FW,40,W,0,0
M,B,-0.0074606249226335224,-0.07899847957970188,MB,41,B,0,1
F,B,-0.9792440816973011,-0.9814647714476151,FB,42,B,0,1
M,W,0.0062649669071593184,0.010557011188099473,MW,43,W,0,0
M,B,0.02709355307118123,-0.06380859631151718,MB,44,B,0,1
F,W,-1.0062343167839796,-0.926370939845475,FW,45,W,0,0
M,W,0.05146586562874693,0.04400266962494323,MW,46,W,0,0
F,W,-1.0077544287123525,-0.9230204373441773,FW,47,W,0,0
M,B,-0.05499584584810866,-0.12658534165650293,MB,48,B,0,1
F,W,-1.044401295463509,-0.9581248364682421,FW,49,W,0,0
F,B,-0.9622078616725969,-0.968898874975411,FB,50,B,0,1
M,B,0.00752514363557333,-0.06917014268616248,MB,51,B,0,1
F,B,-0.9795922751402254,-0.9883532372264326,FB,52,B,0,1
F,W,-0.9881918095878858,-0.9102366214526793,FW,53,W,0,0
M,W,-0.011534792123773513,-0.009810950432587335,MW,54,W,0,0
M,W,-0.07124679189079482,-0.061720860762444575,MW,55,W,0,0
M,B,0.04159218262922797,-0.04954765237450253,MB,56,B,0,1
M,W,0.020479094395135893,0.013004437029383786,MW,57,W,0,0
M,W,-0.05114182348240612,-0.041888104567830174,MW,58,W,0,0
M,W,-0.058069083518676255,-0.04618828674816683,MW,59,W,0,0
M,W,-0.05113813998315207,-0.03378025300909409,MW,60,W,0,0
M,W,-0.013195181554002695,-0.014819743997099288,MW,61,W,0,0
M,B,-0.009585451208616794,-0.08694441242861524,MB,62,B,0,1
M,W,0.014702227022197829,0.01580933515568249,MW,63,W,0,0
F,W,-0.9611284003833511,-0.8910723912654672,FW,64,W,0,0
M,B,0.010700149706908703,-0.05159332844014046,MB,65,B,0,1
F,W,-1.0258754729635633,-0.9401935150775604,FW,66,W,0,0
F,W,-1.0049467027166983,-0.9266645701515007,FW,67,W,0,0
M,B,0.00786739243501243,-0.07475144380793501,MB,68,B,0,1
M,W,-0.03434441891646047,-0.02875517192549881,MW,69,W,0,0
M,B,-0.01893537959342575,-0.09048161635953535,MB,70,B,0,1
F,W,-1.0305334027965776,-0.9467903291037552,FW,71,W,0,0
M,B,-0.04490238426063866,-0.1176838429033118,MB,72,B,0,1
M,W,0.03536318540002928,0.027917921939361635,MW,73,W,0,0
F,W,-1.0033744242286144,-0.9186526096143309,FW,74,W,0,0
M,W,-0.0060866231584173775,-0.004765366533356025,MW,75,W,0,0
F,W,-0.959617261281609,-0.8869692569966049,FW,76,W,0,0
F,W,-0.9907119159759256,-0.9218948283111468,FW,77,W,0,0
M,W,0.04341233959353395,0.02547156960910124,MW,78,W,0,0
M,W,-0.0188164022705108,-0.010332576539282885,MW,79,W,0,0
M,W,0.051783184562727916,0.03534841414232805,MW,80,W,0,0
F,B,-1.002735583078476,-1.0025897801389407,FB,81,B,0,1
F,W,-1.0082977042269134,-0.9220347810654956,FW,82,W,0,0
M,B,-0.001650887985106899,-0.08600602389317112,MB,83,B,0,1
M,W,0.00218976574163948,0.0015968461711137808,MW,84,W,0,0
M,B,0.0360007382052124,-0.03997041431979277,MB,85,B,0,1
M,B,0.06370355718644723,-0.030834609788401482,MB,86,B,0,1
M,B,0.018158720723819435,-0.06542314081610548,MB,87,B,0,1
M,W,-0.016734670463868246,-0.01603294008674046,MW,88,W,0,0
M,B,-0.004260643888871035,-0.07837164964650796,MB,89,B,0,1
M,W,0.06540805710575591,0.04647067171894737,MW,90,W,0,0
M,W,-0.03997202881499899,-0.033995240391586724,MW,91,W,0,0
M,W,0.030527661226274927,0.027948788472060046,MW,92,W,0,0
M,W,0.023068485161159273,0.013625055699879207,MW,93,W,0,0
M,B,-0.025316798970621942,-0.09805523936948288,MB,94,B,0,1
F,W,-1.0125484227258579,-0.9258840930600839,FW,95,W,0,0
M,W,0.042363324385710756,0.03320951252432893,MW,96,W,0,0
M,B,-0.024686233897436436,-0.1107676000240246,MB,97,B,0,1
F,W,-0.9778785969954703,-0.9061413608672673,FW,98,W,0,0
F,B,-1.0082737335843905,-1.0028704429147408,FB,99,B,0,1
M,W,-0.011604198167567206,-0.010925772388799913,MW,100,W,0,0
M,W,-0.0250453048116791,-0.020809818637585967,MW,101,W,0,0
F,W,-1.03349187335077,-0.9492743261643621,FW,102,W,0,0
F,B,-0.9981122535630402,-0.9945030902580259,FB,103,B,0,1
M,W,0.02100088328609132,0.02238003840223006,MW,104,W,0,0
F,B,-1.0113649905926507,-1.010227125045438,FB,105,B,0,1
F,W,-1.008575610323099,-0.926252819451174,FW,106,W,0,0
M,W,-0.03730076815424704,-0.02406323597478338,MW,107,W,0,0
M,W,0.038254688011327344,0.03650635173076101,MW,108,W,0,0
F,B,-1.0407752422479106,-1.0357331692329668,FB,109,B,0,1
M,W,-0.008535515156834587,-0.004183208261441392,MW,110,W,0,0
M,W,-0.033056638713115406,-0.02780431821254851,MW,111,W,0,0
F,W,-1.0138369960856555,-0.9315755074530847,FW,112,W,0,0
M,B,-0.002223929808316046,-0.0860041189844426,MB,113,B,0,1
F,W,-0.9579703655441524,-0.8846363615204064,FW,114,W,0,0
M,W,-0.01267235748487105,-0.016311093928357775,MW,115,W,0,0
M,W,0.041872020346631796,0.03794887187939225,MW,116,W,0,0
M,W,-0.0215179405445481,-0.018441260778101185,MW,117,W,0,0
M,W,0.03883894296449133,0.0304170384135896,MW,118,W,0,0
M,W,0.0014858894573809974,-0.0050189581242597306,MW,119,W,0,0
M,W,-0.05306975139837523,-0.04070270997643409,MW,120,W,0,0
M,B,0.017196866108632126,-0.07120651204210288,MB,121,B,0,1
M,B,0.0001471488033230501,-0.08165993030574474,MB,122,B,0,1
M,W,0.059780035405487146,0.04983920413477308,MW,123,W,0,0
M,B,-0.045312584751623794,-0.11679511910245512,MB,124,B,0,1
F,B,-1.047881298976661,-1.0314935659406808,FB,125,B,0,1
M,B,-0.04479862385521272,-0.12277793011901211,MB,126,B,0,1
M,B,-0.009880445899264954,-0.09248600202371583,MB,127,B,0,1
F,W,-1.0003869396074982,-0.9201669128789676,FW,128,W,0,0
M,B,-0.03969660094347468,-0.11377528041197588,MB,129,B,0,1
M,W,-0.0061141123545466695,-0.0001359341548472703,MW,130,W,0,0
M,W,0.007165592413433075,0.00554040916281633,MW,131,W,0,0
M,B,0.07709179673091471,-0.014275226526102358,MB,132,B,0,1
M,W,-0.022697172844137897,-0.019641086924079832,MW,133,W,0,0
M,W,-0.023315849757429858,-0.01488240632322357,MW,134,W,0,0
F,W,-1.0447523829327554,-0.9522807471368694,FW,135,W,0,0
M,W,-0.002721562846830856,-0.006721259779048741,MW,136,W,0,0
F,B,-1.0264367891427577,-1.0246077091299672,FB,137,B,0,1
