G,R,X,Y,GR,UID,TR,qw,qb
M,W,-0.05209779597321852,-0.04542777941750423,MW,1,W,0,0
M,W,-0.016547654120147116,-0.010875813188620121,MW,2,W,0,0
M,W,0.011694812152080906,-0.001961125429815927,MW,3,W,0,0
F,W,-1.0330181944468024,-0.9441242629740982,FW,4,W,0,0
F,B,-1.0403210692859461,-1.0315062159549013,FB,5,B,0,1
F,W,-0.9865376278477502,-0.9103533519663599,FW,6,W,0,0
M,W,0.0057608057002322575,0.0018802374725159342,MW,7,W,0,0
F,W,-1.0477323183918916,-0.9603861105755979,FW,8,W,0,0
F,W,-1.0095875181949159,-0.9325215339628778,FW,9,W,0,0
F,W,-1.0082821630070449,-0.9249592038220399,FW,10,W,0,0
F,B,-1.0269823068350283,-1.0236685783003698,FB,11,B,0,1
F,B,-0.9808694314716404,-0.9824858951254525,FB,12,B,0,1
M,B,-0.005261925442176193,-0.09205182794952119,MB,13,B,0,1
M,B,0.01790488032311322,-0.06718765555316095,MB,14,B,0,1
M,W,-0.005729607888430665,-0.009631090854117999,MW,15,W,0,0
F,W,-0.9849733974495041,-0.910711440510506,FW,16,W,0,0
M,W,0.058876201575968165,0.04075487842483224,MW,17,W,0,0
F,W,-0.9552398351856936,-0.8846697901928938,FW,18,W,0,0
M,B,0.007250898490510889,-0.07980097843079997,MB,19,B,0,1
M,W,0.049434640752425846,0.03888764024094678,MW,20,W,0,0
F,W,-1.06848710464602,-0.9663073437203953,FW,21,W,0,0
M,W,0.02450077659288955,0.01580940091829621,MW,22,W,0,0
F,W,-0.9794534996805169,-0.9030116658745165,FW,23,W,0,0
M,W,0.032394191714782056,0.02389031906368421,MW,24,W,0,0
M,W,0.02023161882966401,0.02274587699630764,MW,25,W,0,0
M,B,-0.005455123969954295,-0.08720126098223642,MB,26,B,0,1
F,B,-1.035959605951304,-1.0269082596119066,FB,27,B,0,1
F,B,-0.9789051114144486,-0.9859306337287868,FB,28,B,0,1
M,W,0.012484062197851703,0.014673267211470747,MW,29,W,0,0
M,B,-0.02454442260315148,-0.1006546238925306,MB,30,B,0,1
F,B,-0.9803292943011328,-0.9851829043218675,FB,31,B,0,1
F,B,-0.9934037530028376,-0.9895139336266565,FB,32,B,0,1
F,B,-1.0000550290091836,-0.9918901245209819,FB,33,B,0,1
M,B,0.01260902862439655,-0.07066478657874284,MB,34,B,0,1
F,B,-1.03656559414574,-1.028363146050272,FB,35,B,0,1
F,B,-1.031245693613258,-1.0218136186451041,FB,36,B,0,1
M,W,-0.003754384868319807,-0.009685384240803816,MW,37,W,0,0
F,W,-0.9458211600805215,-0.8740523055399136,FW,38,W,0,0
M,W,-0.022067738259812376,-0.025065552529376842,MW,39,W,0,0
M,W,-0.01107586972778302,-0.004949885168781327,MW,40,W,0,0
F,W,-0.9864754041202785,-0.9038288042456568,FW,41,W,0,0
F,W,-1.063145972192961,-0.9660669337958916,FW,42,W,0,0
F,W,-1.0065572318115759,-0.9286092145983718,FW,43,W,0,0
F,W,-0.985014701398711,-0.9047345632363551,FW,44,W,0,0
F,W,-0.9910185698776316,-0.9083481239766108,FW,45,W,0,0
M,W,0.05867648284758915,0.041349414157598866,MW,46,W,0,0
F,W,-0.9676033252450935,-0.8932103294899013,FW,47,W,0,0
F,W,-1.007840629732367,-0.9280676775478692,FW,48,W,0,0
F,W,-1.0245933922029868,-0.9422042660878927,FW,49,W,0,0
M,B,0.06816065646665638,-0.01685943685167785,MB,50,B,0,1
M,W,0.02108362495899579,0.01681959336253321,MW,51,W,0,0
M,W,-0.027487256851967134,-0.024943439618814598,MW,52,W,0,0
M,B,-0.007579339559609482,-0.08588706602807747,MB,53,B,0,1
M,W,-0.013149109114545645,-0.010079856803735437,MW,54,W,0,0
F,W,-0.9896398765697153,-0.9118697176712961,FW,55,W,0,0
M,B,0.048927537616663117,-0.04259742014019494,MB,56,B,0,1
F,W,-0.9595769394874666,-0.8906012720238454,FW,57,W,0,0
M,B,0.025210632523237093,-0.06429114312322906,MB,58,B,0,1
F,W,-1.0029643787162348,-0.9158698594768423,FW,59,W,0,0
M,B,-0.05103144686625388,-0.1275030874988746,MB,60,B,0,1
M,B,-0.019561307646293224,-0.08511136994394852,MB,61,B,0,1
F,W,-0.9798727969526468,-0.9132673182611231,FW,62,W,0,0
M,W,-0.021200745622342455,-0.014694407438562668,MW,63,W,0,0
M,B,-0.025061856552371194,-0.10074417184721554,MB,64,B,0,1
M,W,-0.0177971608104879,-0.014491282186487889,MW,65,W,0,0
M,B,0.009385045268179638,-0.0739173362864623,MB,66,B,0,1
F,W,-0.9988046013803556,-0.922963241865363,FW,67,W,0,0
M,W,0.0008643327215046313,-0.001271092789610039,MW,68,W,0,0
F,B,-0.9726451069902776,-0.9719077908588264,FB,69,B,0,1
M,W,0.01998545369024148,0.014705106566777879,MW,70,W,0,0
M,W,0.03266547062202638,0.02665744374504835,MW,71,W,0,0
M,W,-0.009981727576966075,-0.005002191321077506,MW,72,W,0,0
M,W,0.03662131987826185,0.03046923390401415,MW,73,W,0,0
M,W,0.055006786134351345,0.04053685722011915,MW,74,W,0,0
M,B,0.021850024143977704,-0.06135071928512024,MB,75,B,0,1
M,B,-0.06304054113764626,-0.13274639691750095,MB,76,B,0,1
M,W,-0.002543970721898082,-0.0009555192176463683,MW,77,W,0,0
F,B,-1.0131325660742778,-1.008753515282153,FB,78,B,0,1
M,W,0.001964145385820588,0.00277120795703954,MW,79,W,0,0
M,B,-0.05038608289305434,-0.11661577975070533,MB,80,B,0,1
M,W,0.001513035280089373,0.0007163612672730907,MW,81,W,0,0
F,B,-1.0406388029047402,-1.029251096934084,FB,82,B,0,1
F,W,-0.9513807509557496,-0.8819185786846119,FW,83,W,0,0
F,W,-1.006188578123103,-0.9238814948482589,FW,84,W,0,0
M,B,-0.034691681484839566,-0.097647705031743,MB,85,B,0,1
F,B,-1.0247773437485868,-1.0229477053666665,FB,86,B,0,1
M,B,-0.006656423256430212,-0.07832583949976993,MB,87,B,0,1
F,B,-1.0663213879771014,-1.05812502866792,FB,88,B,0,1
M,W,0.031201494558731044,0.01887312822178228,MW,89,W,0,0
F,W,-0.9592939918859349,-0.886911810979435,FW,90,W,0,0
M,W,0.008155238362386475,0.002359610023189477,MW,91,W,0,0
M,W,0.014311993220097411,0.01063607380030213,MW,92,W,0,0
F,W,-0.9809345558772289,-0.9059450718875752,FW,93,W,0,0
M,B,0.010288499464369683,-0.06983319236353167,MB,94,B,0,1
M,W,0.048170433659972096,0.03090130030969784,MW,95,W,0,0
M,W,-0.03625163836380836,-0.022187868740163624,MW,96,W,0,0
M,W,-0.005311884503091614,-0.009611398754093843,MW,97,W,0,0
F,W,-1.069329356253857,-0.9708887980946657,FW,98,W,0,0
F,W,-0.9954913685615298,-0.918742255411649,FW,99,W,0,0
M,W,-0.011674220709168648,-0.009828716970538822,MW,100,W,0,0
F,B,-1.0280866758140903,-1.0227406046450793,FB,101,B,0,1
