G,R,X,Y,GR,UID
M,W,0.0027205907568443616,0.003803568555485315,MW,1
F,W,-1.00873727587258,-0.927983163113423,FW,2
F,W,-1.0646823974459525,-0.9699387041671855,FW,3
F,B,-1.0801614876779135,-1.067439878526133,FB,4
M,B,-0.03073858739434898,-0.11028226174031727,MB,5
F,W,-1.0167573962956975,-0.9387985024217191,FW,6
M,W,-0.0354944315964654,-0.025488286650926083,MW,7
M,B,0.046829391592311406,-0.04392161575869018,MB,8
M,B,0.04409277958533041,-0.048103286419579325,MB,9
M,W,0.03425589285876533,0.0340391748238749,MW,10
F,W,-1.0403405916973802,-0.9546066759970394,FW,11
M,W,-0.04950551698030588,-0.042947614498648735,MW,12
M,B,0.05074590753890624,-0.03648741867665878,MB,13
F,W,-0.973494041368865,-0.9003661904253317,FW,14
F,B,-1.005002228360609,-1.0162990347884175,FB,15
M,W,0.09665036297991982,0.08027974422659936,MW,16
F,W,-0.9972928218177908,-0.9161265517486952,FW,17
M,W,-0.007960924437786558,-0.010230584304693025,MW,18
M,W,0.04768935583457765,0.04227964561816338,MW,19
F,B,-0.9828738813806754,-0.9951917804987539,FB,20
M,B,-0.01646240394804699,-0.0922843976195118,MB,21
M,W,0.050893229502468953,0.042680781036159764,MW,22
M,B,-3.912087681384645e-05,-0.07758384095324573,MB,23
F,W,-0.9949136448613356,-0.9195597081556698,FW,24
F,W,-1.0098746290883998,-0.9288545189557268,FW,25
M,W,0.018195111263352912,0.0208766456995182,MW,26
F,B,-1.0150375399021934,-1.010515290822556,FB,27
M,B,0.003796850644883088,-0.08085744008780608,MB,28
M,W,-0.0019186233361187482,-0.0064390388524733205,MW,29
F,W,-1.0129568962627762,-0.9228908197658583,FW,30
F,B,-0.9746391187793394,-0.978638021009512,FB,31
F,W,-1.0021280550221077,-0.919527828104585,FW,32
M,B,-0.055323919070586584,-0.11939614071082306,MB,33
M,B,0.007853228337236819,-0.08104853189440744,MB,34
F,B,-0.969967400886226,-0.9776503459581691,FB,35
F,W,-1.0337814071952318,-0.947747895926998,FW,36
M,B,-0.02929696222449595,-0.11218960448324095,MB,37
F,W,-0.9906807518252249,-0.9092438175180778,FW,38
M,W,-0.02798762111383046,-0.027799273030073825,MW,39
M,W,-0.06291481632648313,-0.043368593574171506,MW,40
F,B,-0.9607007435250761,-0.9723919213534874,FB,41
M,W,-0.007784526217073658,-0.002385317693294804,MW,42
F,B,-0.9726835850832551,-0.9689808476985432,FB,43
M,W,0.0042973975109857985,-0.0010051921136194717,MW,44
F,W,-0.9518736549883143,-0.8902454575935054,FW,45
M,W,-0.08617151901011409,-0.06972738984990928,MW,46
F,B,-0.9747354310812254,-0.9811889212221261,FB,47
F,W,-0.9527343203733992,-0.8878975249563366,FW,48
M,B,-0.06238663930171009,-0.1291160667843547,MB,49
M,W,0.013489706202102894,0.013462151823814213,MW,50
F,W,-1.0257868831493964,-0.9367251939028369,FW,51
M,W,-0.04838684319775201,-0.038774878566211646,MW,52
M,B,0.007685150209953948,-0.06984911867994643,MB,53
M,W,-0.0006676639966779148,-0.008430369065528878,MW,54
F,W,-1.035968228909996,-0.9450514302679898,FW,55
M,B,-0.06718660388709269,-0.13609824968498552,MB,56
M,B,-0.0022924889170905572,-0.07663311657838172,MB,57
M,B,-0.003402976716429672,-0.07636883696045409,MB,58
M,W,-0.03156852297532318,-0.020825011772528226,MW,59
M,W,0.008654335269711887,0.0075354997629634895,MW,60
F,W,-0.9940873373471529,-0.9241279300337841,FW,61
F,B,-1.036394924959216,-1.02695156910963,FB,62
F,W,-1.0195769651174618,-0.926992984689288,FW,63
M,W,0.011966986636080961,0.005730052326389649,MW,64
M,B,0.011887194747634921,-0.07291023368234374,MB,65
M,W,-0.002830485770929473,0.0012689120937638201,MW,66
M,B,-0.017147671909945414,-0.0891181513907052,MB,67
M,W,0.010714907905232092,0.012766210485958232,MW,68
M,B,-0.0029314052709552047,-0.0838779918106378,MB,69
M,W,-0.013458949461858433,-0.006403823840334692,MW,70
F,W,-0.994594247874613,-0.9180147550918435,FW,71
F,W,-1.005585120325872,-0.9306366096672343,FW,72
F,B,-0.9871637308236564,-0.990005327685175,FB,73
M,W,-0.023448643484841797,-0.019870867476293037,MW,74
M,W,0.06758863999630461,0.0486445444480393,MW,75
M,W,-0.0035397185656766725,-0.004411972083288106,MW,76
F,W,-0.9887336676271514,-0.9100084693113417,FW,77
F,B,-1.0182548318131013,-1.0212070310166477,FB,78
F,W,-0.9710852036344095,-0.8944570091855232,FW,79
M,W,0.0053877934928578605,0.0006240344878375016,MW,80
F,B,-0.987143178200053,-0.9880406106406063,FB,81
M,B,0.048808165234918675,-0.03761033695971146,MB,82
M,W,0.005195406409919438,0.003620171413685514,MW,83
M,W,-0.010273149229212918,-0.010625010975051807,MW,84
F,W,-0.9803027404208968,-0.900156690367915,FW,85
M,B,0.007959520628974053,-0.07354496785799215,MB,86
M,B,0.033578832516745004,-0.04284521406342625,MB,87
F,W,-0.9980560878770401,-0.9215518528678633,FW,88
M,B,-0.04264293245687167,-0.11022907018142447,MB,89
M,B,0.008709928880799989,-0.07082800655194885,MB,90
F,B,-0.9857267322697572,-0.9892599174104661,FB,91
M,B,0.005522935367230767,-0.07351973244713285,MB,92
F,W,-1.0094239544444787,-0.9252913274748151,FW,93
F,W,-1.066912747766332,-0.9723573929742694,FW,94
M,W,-0.02385427046599251,-0.024045547302838997,MW,95
M,W,-0.004125426667341812,0.000975609734665448,MW,96
M,W,-0.03236637792279328,-0.028640439158808612,MW,97
M,W,0.03909197311773918,0.02677422977007808,MW,98
M,W,0.017488824775026685,0.013655132567715613,MW,99
M,W,-0.0007924708852268006,0.003361008847219425,MW,100
F,W,-0.9438549754295612,-0.8746928924278441,FW,101
F,W,-0.9448399794644582,-0.8736383974067626,FW,102
M,W,0.0241287438912028,0.0241199990667588,MW,103
M,W,0.01683378201804348,0.01454388844557949,MW,104
F,W,-1.0323672532465171,-0.9423614930306785,FW,105
F,B,-0.9733886844413031,-0.978762729735382,FB,106
F,W,-1.0143212910358808,-0.9301441619769579,FW,107
M,W,0.03362011834047267,0.017936081546728495,MW,108
F,B,-1.0253091074357377,-1.02293838189411,FB,109
M,B,0.027763084505972608,-0.05351750589174724,MB,110
F,W,-0.9454111603802595,-0.876393492738278,FW,111
F,W,-1.0419661709246808,-0.9548284817792068,FW,112
M,W,-0.014266863321460621,-0.022856274798280403,MW,113
F,W,-1.0001354238106355,-0.9283122600471818,FW,114
F,B,-1.0616200236567774,-1.04911115774678,FB,115
M,B,-0.047888753531606425,-0.1270216881353832,MB,116
M,W,-0.008542129046269074,-0.007661603921952559,MW,117
F,W,-0.9742215953850298,-0.8967124158558079,FW,118
M,B,-0.015634043138248812,-0.09405165426753086,MB,119
M,B,0.03132361967361705,-0.053921616197336805,MB,120
M,B,-0.02443470300859814,-0.10838568044848051,MB,121
F,W,-0.9741140452125423,-0.8945131122410802,FW,122
F,B,-0.9608883553146098,-0.9697005898345916,FB,123
F,B,-1.0098056256160122,-1.0052328621691893,FB,124
M,B,-0.051607622627822064,-0.12071520708774663,MB,125
M,B,-0.014958532744929028,-0.09423796480843558,MB,126
M,B,0.0002247046809001613,-0.07859240902112227,MB,127
M,W,0.02550179651841788,0.01724331046237554,MW,128
M,B,0.024652768283863535,-0.057543155527027726,MB,129
M,W,-0.02519794814654669,-0.01710821575128373,MW,130
M,B,0.0487897754493849,-0.04067331802499663,MB,131
F,B,-1.0269118038547647,-1.0234730723752947,FB,132
M,B,0.013088217006060979,-0.0700429289320909,MB,133
F,W,-0.9975853729274228,-0.9113360181854919,FW,134
M,W,-0.08005166975565076,-0.06866811671353394,MW,135
F,B,-0.9822511850675951,-0.9810353682672088,FB,136
F,B,-0.9998394750751931,-0.9959683952593705,FB,137
M,W,0.027167031927255062,0.01499814960742479,MW,138
M,B,-0.0024072082391471913,-0.07755044403956603,MB,139
M,B,0.004268349849994041,-0.08014835162634197,MB,140
M,W,-0.010155416664287514,-0.011507880298418309,MW,141
M,B,-0.030534380080300356,-0.10141813913112668,MB,142
M,B,-0.03296572540949422,-0.11106150488696376,MB,143
F,W,-1.0372378895568946,-0.9544078494342837,FW,144
M,W,0.016632766569619307,0.005502815276867758,MW,145
M,W,-0.017310961180186078,-0.009818058424261089,MW,146
M,W,0.06957323073739012,0.056513597406167314,MW,147
F,W,-0.9856756433116123,-0.9048069817761001,FW,148
M,W,0.0512476676090026,0.04345884574417785,MW,149
M,B,0.03794114369245499,-0.04304789759790932,MB,150
M,W,0.01990523049894829,0.010546704318360458,MW,151
F,W,-1.036392218901843,-0.9485412121806326,FW,152
M,B,0.004426163067227528,-0.07902150271642132,MB,153
F,W,-0.9890443583487645,-0.9110896927477514,FW,154
M,B,0.015905479608074497,-0.06880490019900141,MB,155
M,B,0.01791032233214446,-0.059580707449941345,MB,156
M,W,-0.008684856827289415,-0.011750337000675477,MW,157
M,W,-0.0028124252436888984,-0.0012570891157318795,MW,158
M,W,-0.018298892875284314,-0.011410484223278039,MW,159
M,B,-0.044708924303378104,-0.11287065152708575,MB,160
M,B,0.020503081461860716,-0.06440299187441126,MB,161
M,B,0.05046216214738554,-0.03889509704513271,MB,162
M,W,-0.0248570185104067,-0.026067440770335685,MW,163
M,W,0.05396617609741265,0.04687932507218911,MW,164
F,W,-0.9764811166270788,-0.9065077708062266,FW,165
