G,R,X,Y,GR,UID,TR,qw,qb
F,W,-0.990932295815039,-0.9167805656615624,FW,1,W,0,0
F,W,-1.0140082187546942,-0.9272329448460747,FW,2,W,0,0
F,B,-0.9672450470456873,-0.973290206719031,FB,3,B,0,1
M,W,-0.06520961174802396,-0.053933788203217974,MW,4,W,0,0
M,W,0.038540756011992236,0.032032613248117014,MW,5,W,0,0
M,B,0.008832149993307408,-0.06253737144942034,MB,6,B,0,1
M,B,-0.033009703629390444,-0.1072604172297969,MB,7,B,0,1
M,B,0.00812520894828006,-0.06993220355371789,MB,8,B,0,1
M,B,0.00251921968888512,-0.08127571391912243,MB,9,B,0,1
M,W,0.02564295449569534,0.02047088726007028,MW,10,W,0,0
M,W,0.010921927653348968,0.008313817568734979,MW,11,W,0,0
F,W,-0.9910706267048378,-0.9129809436851013,FW,12,W,0,0
F,B,-1.0266693007722527,-1.0171268217609453,FB,13,B,0,1
M,W,0.041780982863568794,0.03184747718963879,MW,14,W,0,0
M,B,0.047637672090668194,-0.04930945037539128,MB,15,B,0,1
M,B,0.052433225966836944,-0.03957666054139688,MB,16,B,0,1
M,W,-0.04016957314916996,-0.03161946581130776,MW,17,W,0,0
M,W,0.021267014733901288,0.021142814291364748,MW,18,W,0,0
M,B,-0.03465243295088831,-0.11382709104146058,MB,19,B,0,1
M,W,-0.04047433880931433,-0.03499646932109489,MW,20,W,0,0
M,B,0.05277500417338983,-0.03821262992950217,MB,21,B,0,1
M,W,-0.02529655250638337,-0.01593616894642817,MW,22,W,0,0
F,B,-0.9707402431739425,-0.9760523425340317,FB,23,B,0,1
M,B,-0.02093806926268702,-0.09581260397100082,MB,24,B,0,1
F,B,-0.9606671920495066,-0.9736051435403938,FB,25,B,0,1
F,W,-1.0396203156132733,-0.9478027582900869,FW,26,W,0,0
M,B,-0.01060911837593185,-0.0814547183549655,MB,27,B,0,1
M,W,-0.023465262435323795,-0.01417000858801094,MW,28,W,0,0
F,B,-0.9709740259424717,-0.9765029877470716,FB,29,B,0,1
M,W,-0.032485883039768015,-0.020967029868600426,MW,30,W,0,0
M,W,-0.029723279877023914,-0.028231196828918507,MW,31,W,0,0
M,W,0.04399301829162681,0.02411765738550272,MW,32,W,0,0
M,B,0.03496232275965871,-0.05379662324450663,MB,33,B,0,1
F,W,-0.9892839998168539,-0.9126293346056142,FW,34,W,0,0
M,B,-0.00543314335034136,-0.0843209945789704,MB,35,B,0,1
F,W,-0.9976671997033525,-0.9119030461775535,FW,36,W,0,0
F,W,-0.9579734624518031,-0.8881061328334845,FW,37,W,0,0
F,W,-1.0235711995524797,-0.9370602080729753,FW,38,W,0,0
F,W,-1.0080664718727514,-0.9260034022920894,FW,39,W,0,0
F,B,-0.9655287455256845,-0.9763262663430032,FB,40,B,0,1
M,B,-0.004065620247902994,-0.08126031231966557,MB,41,B,0,1
M,W,0.027073061500426578,0.031397868009008165,MW,42,W,0,0
F,B,-1.0125614410680928,-1.0068841978995586,FB,43,B,0,1
M,B,0.04015039152155863,-0.04657093439675863,MB,44,B,0,1
F,W,-1.035042021501662,-0.9510811020432712,FW,45,W,0,0
M,B,-0.0021560137342437886,-0.07722016618668406,MB,46,B,0,1
M,B,-0.049295653388910704,-0.11775760864579266,MB,47,B,0,1
M,W,-0.0037294209730170565,0.0014538885399742124,MW,48,W,0,0
M,W,0.044363018205913596,0.036036612689210455,MW,49,W,0,0
M,W,-0.025861112459182344,-0.014650371838242332,MW,50,W,0,0
M,W,-0.029276931658503747,-0.01816851777892652,MW,51,W,0,0
M,B,-0.04511694895070861,-0.1188791721414623,MB,52,B,0,1
M,W,0.014316205865527815,0.00844181325592386,MW,53,W,0,0
M,B,-0.012016225073458182,-0.09212510122973572,MB,54,B,0,1
M,W,-0.010303643239923709,-0.007097085304593716,MW,55,W,0,0
F,W,-0.9921396859884103,-0.9113694605459943,FW,56,W,0,0
M,B,0.031765735561187,-0.048321684273752774,MB,57,B,0,1
M,W,0.00579244865215649,-0.0017677798307090898,MW,58,W,0,0
M,W,0.03702156199827094,0.02410387513609593,MW,59,W,0,0
M,B,0.03882513635211893,-0.04653781301915849,MB,60,B,0,1
F,W,-1.0079609107949918,-0.9241081355392305,FW,61,W,0,0
F,B,-0.9655230963818953,-0.9728622644984595,FB,62,B,0,1
M,W,-0.01692148187116054,-0.0210409589671179,MW,63,W,0,0
F,B,-0.9484915192981617,-0.9537508383800698,FB,64,B,0,1
M,B,0.008963326610950855,-0.07544673445886296,MB,65,B,0,1
F,B,-0.9750137646350047,-0.9806456817329228,FB,66,B,0,1
M,W,-0.001379459776335984,0.0038698833495659788,MW,67,W,0,0
M,W,0.04620403312684726,0.038062585113716976,MW,68,W,0,0
M,B,0.034575075257394464,-0.05359007799411754,MB,69,B,0,1
F,W,-1.0166326714317926,-0.9354743864231088,FW,70,W,0,0
M,W,0.03927357059614222,0.03593179444203749,MW,71,W,0,0
M,B,-0.012443195789168951,-0.09750056278236263,MB,72,B,0,1
M,W,0.04302005206714977,0.028145035201650462,MW,73,W,0,0
M,W,-0.00688214790024868,-0.007491030837863781,MW,74,W,0,0
M,W,0.003797575413175425,0.012192662497529719,MW,75,W,0,0
M,W,0.02799444564752618,0.01880143061296993,MW,76,W,0,0
F,W,-0.9874233705725971,-0.9109837717434015,FW,77,W,0,0
F,W,-1.0288801173097448,-0.9359321139807124,FW,78,W,0,0
F,B,-0.954458062862503,-0.9543900669173097,FB,79,B,0,1
M,B,-0.00966996427012368,-0.0890946488589538,MB,80,B,0,1
F,B,-1.0168181608123459,-1.0036295167559983,FB,81,B,0,1
M,W,-0.0007007701075450421,-0.0068820874695845365,MW,82,W,0,0
M,W,-0.015587799790767848,-0.017752071005348417,MW,83,W,0,0
M,B,0.03372544009855424,-0.05081643763912559,MB,84,B,0,1
M,B,0.06535943583852262,-0.03220794907806748,MB,85,B,0,1
M,W,-0.0614551651717106,-0.04468344844628848,MW,86,W,0,0
M,B,-0.041498671577474805,-0.10905384036878563,MB,87,B,0,1
M,W,-0.011669777656814893,-0.011357070976494793,MW,88,W,0,0
M,B,0.008444621416577812,-0.06884796876728272,MB,89,B,0,1
F,B,-1.0382483221338332,-1.0329092114794465,FB,90,B,0,1
M,W,0.06129777900161775,0.04417855519184456,MW,91,W,0,0
M,B,0.058335154130881806,-0.034220631378695174,MB,92,B,0,1
M,W,0.0616789519813114,0.05273600622465788,MW,93,W,0,0
F,W,-0.9090289688773222,-0.8441591016033528,FW,94,W,0,0
M,W,-0.008337857674999203,-0.009785485140629966,MW,95,W,0,0
F,B,-1.0094957310498813,-1.0075371608786459,FB,96,B,0,1
F,W,-1.0134888802520816,-0.9352700106019892,FW,97,W,0,0
F,W,-1.025447196487064,-0.9367883880810564,FW,98,W,0,0
M,W,0.06391941917915792,0.04870789205861291,MW,99,W,0,0
M,W,0.024493448149493707,0.02408278210676756,MW,100,W,0,0
F,B,-0.9545081891404193,-0.9636657284031542,FB,101,B,0,1
M,W,-0.007744307035810588,-0.005935876538070088,MW,102,W,0,0
M,W,0.03920421868339042,0.03252320329657754,MW,103,W,0,0
M,W,0.051856111251033954,0.03794602698906557,MW,104,W,0,0
M,B,0.010239555084193955,-0.07569950138163618,MB,105,B,0,1
M,B,0.015623906287879425,-0.06800754544805421,MB,106,B,0,1
F,B,-1.040212971176261,-1.0368692428384074,FB,107,B,0,1
M,W,-0.009438098825936832,-0.01161759957177734,MW,108,W,0,0
M,W,0.009523620238917377,0.009701163696585033,MW,109,W,0,0
F,B,-1.0194408945015538,-1.0237199678484532,FB,110,B,0,1
F,B,-0.9462823419951244,-0.9558559945721979,FB,111,B,0,1
M,B,0.05034420168207934,-0.04162836914537324,MB,112,B,0,1
M,W,-0.017503571874038146,-0.018945686923401126,MW,113,W,0,0
F,W,-0.9742539317438587,-0.8991604924538243,FW,114,W,0,0
M,B,-0.017021046226661927,-0.09094329842510762,MB,115,B,0,1
M,B,-0.084859884737671,-0.14852851922748955,MB,116,B,0,1
M,W,0.010141923394871811,0.0003460344673312391,MW,117,W,0,0
M,B,-0.049243133129251035,-0.12242377168676676,MB,118,B,0,1
F,W,-1.0063290323172174,-0.9251746755896314,FW,119,W,0,0
M,W,-0.013424923192582521,-0.011946602601442508,MW,120,W,0,0
F,B,-0.9547393773855691,-0.9544574430467908,FB,121,B,0,1
M,W,0.008312021750786075,0.006782692107321144,MW,122,W,0,0
M,W,-0.02000841417313528,-0.005683362810415258,MW,123,W,0,0
F,W,-1.0152591158836688,-0.9327439333703145,FW,124,W,0,0
M,W,0.041370213009998234,0.04245352497807747,MW,125,W,0,0
F,W,-0.9994006289812343,-0.9206182983061474,FW,126,W,0,0
M,B,4.191381497531267e-05,-0.08196764486709995,MB,127,B,0,1
F,W,-0.98097432017935,-0.9076354678284612,FW,128,W,0,0
M,W,-0.0034393889762429036,-0.004884385769851004,MW,129,W,0,0
M,W,0.016683922469120024,0.01988191410709217,MW,130,W,0,0
M,W,-0.030422554913168313,-0.029879355792405977,MW,131,W,0,0
F,W,-1.0083788857720315,-0.9313870666273042,FW,132,W,0,0
M,B,-0.022090500860208095,-0.09880279927426883,MB,133,B,0,1
F,W,-1.0144138174241442,-0.9281982873221515,FW,134,W,0,0
M,W,0.020088886900467666,0.011559819519192972,MW,135,W,0,0
M,W,-0.015381790834313494,-0.015910176826112774,MW,136,W,0,0
M,W,0.003653213543233346,0.006952211227372859,MW,137,W,0,0
M,W,0.053538330991099926,0.04907579714015016,MW,138,W,0,0
M,W,-0.02934955617612202,-0.027599673165078057,MW,139,W,0,0
M,W,-0.010337831938415365,-0.0030238914390710607,MW,140,W,0,0
M,W,-0.0676565433252149,-0.05339528454466031,MW,141,W,0,0
F,W,-1.0144757499664616,-0.9288268481804742,FW,142,W,0,0
F,W,-1.0364806596141427,-0.9480661704377807,FW,143,W,0,0
F,W,-0.9899212606804142,-0.9015050216757389,FW,144,W,0,0
F,B,-0.9832498870090332,-0.9883956571769957,FB,145,B,0,1
M,W,0.046967258050356286,0.04224822944972437,MW,146,W,0,0
M,W,-0.023046744540084412,-0.013510484803777546,MW,147,W,0,0
F,W,-0.9094161289417552,-0.8510012583819113,FW,148,W,0,0
M,W,-0.0055625324538277595,-0.010393165420570933,MW,149,W,0,0
F,W,-1.0451152176359924,-0.9568746928418429,FW,150,W,0,0
M,B,0.02425510107606678,-0.055705902382877065,MB,151,B,0,1
F,W,-1.0306499893854233,-0.9525036986266425,FW,152,W,0,0
M,W,0.03487108446312496,0.026477039981539878,MW,153,W,0,0
M,B,-0.008476381939230185,-0.08663255991617398,MB,154,B,0,1
M,W,0.016093539430818808,0.011086149087060265,MW,155,W,0,0
F,B,-1.0012889147404278,-1.0006280239505219,FB,156,B,0,1
M,W,0.012680364190518932,0.013649368263127376,MW,157,W,0,0
F,W,-0.9580881481441319,-0.891076863086634,FW,158,W,0,0
M,B,-0.01405500763424615,-0.085869085827819,MB,159,B,0,1
F,W,-1.0079508251105074,-0.9197505078474142,FW,160,W,0,0
F,W,-1.0068471131758803,-0.9184681255877656,FW,161,W,0,0
M,W,-0.0042577922982826415,-0.003549951719955429,MW,162,W,0,0
M,B,-0.012780981345575903,-0.08796844234821981,MB,163,B,0,1
M,W,0.009095945624102006,0.013210499892868672,MW,164,W,0,0
M,W,0.02084810558181109,0.01067326430019851,MW,165,W,0,0
F,B,-1.013609338612656,-1.0034440358910004,FB,166,B,0,1
M,B,0.008305805624079069,-0.07633566535320692,MB,167,B,0,1
M,B,0.006896893358544324,-0.081969153589174,MB,168,B,0,1
M,B,-0.022430510320087638,-0.09218426098495891,MB,169,B,0,1
F,W,-1.0759944955449765,-0.9772818584605009,FW,170,W,0,0
F,W,-0.9915542962801882,-0.924385122522267,FW,171,W,0,0
M,B,0.027283852374868505,-0.05785068260822833,MB,172,B,0,1
F,B,-1.0002807959519295,-0.9941322523242225,FB,173,B,0,1
M,W,-0.013731773874303554,-0.008848528370624036,MW,174,W,0,0
M,B,0.06475779622729601,-0.03096857104997411,MB,175,B,0,1
M,W,0.017142813272500244,0.009543923298773991,MW,176,W,0,0
F,B,-0.9796410264612149,-0.9848485899563773,FB,177,B,0,1
F,W,-1.051967651499348,-0.9632847712622281,FW,178,W,0,0
F,W,-0.9880038993132896,-0.9132772847148065,FW,179,W,0,0
M,W,-0.05288021476579907,-0.04622596757621043,MW,180,W,0,0
M,B,0.012130278739680362,-0.06616910687517594,MB,181,B,0,1
F,B,-0.9588608050904002,-0.9696098148233492,FB,182,B,0,1
M,W,0.0001815694145824693,-0.0029590289649495984,MW,183,W,0,0
M,W,-0.01853081311931889,-0.016409262510417872,MW,184,W,0,0
M,B,0.02699508361727442,-0.05394364241316144,MB,185,B,0,1
F,W,-0.9555418355755759,-0.8813070361224593,FW,186,W,0,0
M,W,-0.005873317948965656,-0.0042772645172189094,MW,187,W,0,0
M,W,-0.026228200500850757,-0.009777307648256529,MW,188,W,0,0
F,W,-0.9677724718212418,-0.8974372165678199,FW,189,W,0,0
M,B,0.022343326554601486,-0.06251149131504187,MB,190,B,0,1
F,W,-1.0063793651780906,-0.9192677307999435,FW,191,W,0,0
M,W,-0.018094891557213243,-0.009445560667068736,MW,192,W,0,0
M,B,-0.03868296524139375,-0.10897686076678062,MB,193,B,0,1
M,W,0.02326572138652009,0.015227443726328293,MW,194,W,0,0
F,B,-1.0010317937282853,-1.0026724555156956,FB,195,B,0,1
M,B,0.013801111041339293,-0.07079553777874928,MB,196,B,0,1
M,W,-0.009686191712599327,-0.009640507155444332,MW,197,W,0,0
F,W,-1.0033033411994945,-0.9333474961658146,FW,198,W,0,0
F,B,-0.995258987369023,-0.9926972957360092,FB,199,B,0,1
M,W,-0.05494371613168636,-0.04612173734081952,MW,200,W,0,0
F,B,-1.0046799370818622,-1.00431141154751,FB,201,B,0,1
M,W,0.0018519544748919021,0.00267490891039029,MW,202,W,0,0
