G,R,X,Y,GR,UID,TR,qw,qb
M,W,-0.054591358123748,-0.04826519020324327,MW,1,W,0,0
M,W,0.013493526181769131,0.008015559689016773,MW,2,W,0,0
M,B,-0.027216045033874064,-0.10396229811146435,MB,3,B,0,1
M,B,0.04014703499633086,-0.04257132588355636,MB,4,B,0,1
M,W,0.0453173110905526,0.035911869515222204,MW,5,W,0,0
F,W,-0.9956283007378126,-0.9248004646713551,FW,6,W,0,0
F,W,-0.9886433403823199,-0.9144722019187175,FW,7,W,0,0
M,W,0.04500451211381427,0.03437646515088117,MW,8,W,0,0
F,B,-1.0812575825909907,-1.0610065325033229,FB,9,B,0,1
M,W,-0.027847030484735125,-0.02724755482904527,MW,10,W,0,0
M,W,-0.05221226795803936,-0.046204163603694885,MW,11,W,0,0
M,W,0.022000135539517678,0.023094500648756996,MW,12,W,0,0
M,W,-0.009474694682304819,-0.01892073325204206,MW,13,W,0,0
M,B,-0.024681934241536394,-0.11033030479879116,MB,14,B,0,1
M,B,0.06145070379236714,-0.03652908986617312,MB,15,B,0,1
M,B,-0.03137819561891533,-0.10956534726565692,MB,16,B,0,1
M,W,-0.00390862079100744,-0.0013981744112320095,MW,17,W,0,0
F,W,-0.9934667211211226,-0.918815001969029,FW,18,W,0,0
M,W,0.07563391388535066,0.0665702156782431,MW,19,W,0,0
M,B,-0.02403276928599617,-0.09401540725449026,MB,20,B,0,1
M,B,0.030799458733349463,-0.05838219843205497,MB,21,B,0,1
M,W,0.008070099333828216,0.006334347824497573,MW,22,W,0,0
F,W,-0.9958731114121928,-0.9177286824520898,FW,23,W,0,0
F,B,-0.9497614332734069,-0.9598337343585803,FB,24,B,0,1
M,W,0.004588611133381423,-0.0038144169673388507,MW,25,W,0,0
M,B,-0.07963476955119746,-0.13901868558951833,MB,26,B,0,1
M,W,-0.05136585821361729,-0.03674823749680719,MW,27,W,0,0
M,B,-0.013102362269521052,-0.08919762482934174,MB,28,B,0,1
M,B,0.017755133849543515,-0.0619774007520506,MB,29,B,0,1
M,W,0.062453967192800844,0.04503317423766688,MW,30,W,0,0
