G,R,X,Y,GR,UID,TR,qw,qb
M,W,0.03049798083737057,0.020995105421679754,MW,1,W,0,0
F,W,-0.9952480108291547,-0.9184986289530486,FW,2,W,0,0
M,W,0.02898945298828799,0.02859059459518719,MW,3,W,0,0
M,W,-0.007059377647910507,-0.0019327965081520375,MW,4,W,0,0
M,B,0.014404088018714786,-0.06339984525401832,MB,5,B,0,1
M,B,-0.007861647658678828,-0.08084235964940406,MB,6,B,0,1
F,W,-0.989922552344967,-0.9134383722223973,FW,7,W,0,0
M,B,-0.011156409458318818,-0.08858464991938395,MB,8,B,0,1
M,W,-0.0001617419823798226,0.00853702437126114,MW,9,W,0,0
F,W,-1.0293346156484788,-0.9447233279698437,FW,10,W,0,0
M,B,-0.0071747400976858765,-0.09229206534817731,MB,11,B,0,1
M,B,-0.008740723554449742,-0.09217383169326665,MB,12,B,0,1
M,B,0.00696867074603691,-0.08292549846142976,MB,13,B,0,1
M,B,0.04383357207036037,-0.04579272177775726,MB,14,B,0,1
M,B,0.016629861346877918,-0.07013851421031837,MB,15,B,0,1
M,B,0.01737898434806758,-0.0720056449435722,MB,16,B,0,1
M,W,0.0026543391500595728,0.007711089785602497,MW,17,W,0,0
F,W,-0.9920134308544161,-0.9116890704568037,FW,18,W,0,0
M,B,-0.05843387108247213,-0.12927054818463074,MB,19,B,0,1
F,B,-1.023115288537423,-1.017101993894024,FB,20,B,0,1
M,W,-0.004503720811027211,-0.0016211160038762176,MW,21,W,0,0
F,W,-0.9823608616426517,-0.9048488284838215,FW,22,W,0,0
F,W,-0.9844802833186448,-0.9168843856206857,FW,23,W,0,0
F,W,-0.996893943489746,-0.921136861224831,FW,24,W,0,0
F,W,-1.0155973250332517,-0.9251579964655579,FW,25,W,0,0
M,W,-0.013232281135995769,-0.010551665156211072,MW,26,W,0,0
M,W,0.014456515049354095,0.012858729542476981,MW,27,W,0,0
F,W,-0.9890576320949416,-0.9046964166712889,FW,28,W,0,0
M,W,-0.01194652948242636,-0.013986006482093898,MW,29,W,0,0
M,W,0.02125609946140422,0.02010238737008649,MW,30,W,0,0
M,B,0.03218180409812197,-0.05790850720984633,MB,31,B,0,1
M,B,0.01255450372875628,-0.07502039832570173,MB,32,B,0,1
M,W,-0.02391449174185846,-0.008939124388407783,MW,33,W,0,0
M,B,0.02569179707614766,-0.06040992439919199,MB,34,B,0,1
F,W,-0.9963023072737216,-0.9269196953674647,FW,35,W,0,0
F,W,-1.0078766958575847,-0.9269584816599878,FW,36,W,0,0
F,B,-0.9536435989203064,-0.9691533824072811,FB,37,B,0,1
M,B,0.009219851800811005,-0.06584918122125526,MB,38,B,0,1
F,W,-1.0051347501214412,-0.9268717904351034,FW,39,W,0,0
M,B,0.019406653275331382,-0.057286048813756825,MB,40,B,0,1
M,W,0.044695960740822265,0.035960995703710065,MW,41,W,0,0
M,W,-0.006236654733670742,-0.006782134248935182,MW,42,W,0,0
M,W,-0.006420322658247341,-0.008716012999918653,MW,43,W,0,0
F,B,-1.0062805076023857,-1.0066369953807506,FB,44,B,0,1
F,W,-1.066954382082947,-0.9697560392523182,FW,45,W,0,0
F,B,-0.9927780997100858,-0.9914369166378487,FB,46,B,0,1
M,W,-0.020107180138436747,-0.014015134780544024,MW,47,W,0,0
M,W,0.05111185190999214,0.03899465962552805,MW,48,W,0,0
M,B,-0.056046808411096875,-0.12270453695504689,MB,49,B,0,1
M,B,0.0013281129601621195,-0.07199928515560994,MB,50,B,0,1
F,B,-0.9873667411179131,-0.9982768277218695,FB,51,B,0,1
M,W,-0.012684409335632647,-0.003388664171481549,MW,52,W,0,0
M,B,-0.0015604550165940687,-0.082196289372338,MB,53,B,0,1
F,B,-1.0117340381300497,-1.0086506592222064,FB,54,B,0,1
M,B,0.03299111138319138,-0.05125230947693707,MB,55,B,0,1
F,W,-1.0009278230263579,-0.9158032809998682,FW,56,W,0,0
F,W,-1.0281219252831246,-0.937248547895473,FW,57,W,0,0
F,W,-1.0419100287077812,-0.9548394289317831,FW,58,W,0,0
M,B,0.020066379673042506,-0.06901302247123765,MB,59,B,0,1
F,W,-1.0127552219214873,-0.9313971224492565,FW,60,W,0,0
M,W,-0.024987800604198272,-0.024807646908095678,MW,61,W,0,0
M,B,-0.057380576257629226,-0.11777654243422886,MB,62,B,0,1
F,B,-0.9691287770004666,-0.9745033406347289,FB,63,B,0,1
M,B,0.007315417233737312,-0.06792961987232896,MB,64,B,0,1
M,W,0.018585806950970205,0.007919273704204005,MW,65,W,0,0
F,W,-1.025182252775685,-0.9401466399502192,FW,66,W,0,0
F,W,-0.99336761712377,-0.9137779461151228,FW,67,W,0,0
M,W,0.008209976662177768,0.002941001504700797,MW,68,W,0,0
M,B,0.0015031316467943158,-0.07955908201480447,MB,69,B,0,1
M,W,0.03701597839408423,0.026449832539864212,MW,70,W,0,0
M,W,0.010312958747520239,0.01240853832848108,MW,71,W,0,0
F,B,-1.0134603825892985,-1.007689202394105,FB,72,B,0,1
M,W,-0.0013306300475704866,-0.008020533271931446,MW,73,W,0,0
F,W,-0.9698765105486296,-0.8933555959922284,FW,74,W,0,0
M,B,0.010431084544048763,-0.08066124540826809,MB,75,B,0,1
F,W,-1.0465766693008836,-0.9457201668762992,FW,76,W,0,0
M,B,0.0010065730838127694,-0.07797182043506479,MB,77,B,0,1
M,W,-0.04583323693866065,-0.025111430452546206,MW,78,W,0,0
M,B,-0.008568634725176005,-0.07863496696240828,MB,79,B,0,1
M,W,0.031017861702320952,0.02392086162819203,MW,80,W,0,0
M,W,-0.002774895363650406,-0.011927482461714801,MW,81,W,0,0
F,W,-1.0336417411065453,-0.9427303775632401,FW,82,W,0,0
F,B,-0.9384119322667981,-0.9533212378326074,FB,83,B,0,1
M,W,-0.053654197438704636,-0.04696272891559346,MW,84,W,0,0
F,W,-1.0207839124467595,-0.9377751869097881,FW,85,W,0,0
F,W,-1.015406276831731,-0.9365681203255621,FW,86,W,0,0
F,B,-0.9767801747637804,-0.9817247482776463,FB,87,B,0,1
M,W,0.01586200544144176,0.010015601155302542,MW,88,W,0,0
M,W,0.02012642372520608,0.015897863910378906,MW,89,W,0,0
M,W,-0.009887629571778656,-0.012000505069471437,MW,90,W,0,0
M,W,-0.02276579549669637,-0.02102678122440757,MW,91,W,0,0
M,B,-0.0020179631832052598,-0.08619103480274298,MB,92,B,0,1
F,W,-0.9976372436169125,-0.9160545056139159,FW,93,W,0,0
M,W,0.001321412227997854,0.008407407256641252,MW,94,W,0,0
M,W,0.04940854364488875,0.03869960598296087,MW,95,W,0,0
F,W,-0.9636784722980979,-0.879221355126709,FW,96,W,0,0
M,B,0.013427699905316549,-0.06756319254719483,MB,97,B,0,1
F,W,-0.9786930940634025,-0.9084983238881038,FW,98,W,0,0
M,W,0.01583750293850617,0.010465979562030171,MW,99,W,0,0
M,W,-0.02780704032678769,-0.027604402159477223,MW,100,W,0,0
M,B,0.011910972908400876,-0.06852147311099277,MB,101,B,0,1
M,W,0.01038010757481525,0.010586752569554023,MW,102,W,0,0
F,W,-1.016618399353662,-0.9375959223507545,FW,103,W,0,0
M,B,-0.047067827781525164,-0.11836172776023443,MB,104,B,0,1
F,W,-1.0126427829100915,-0.9328080364712776,FW,105,W,0,0
F,B,-1.0141822834856191,-1.012808932605088,FB,106,B,0,1
F,W,-1.0189457650460523,-0.9405032421296562,FW,107,W,0,0
F,W,-1.0366476797792474,-0.9504155085983222,FW,108,W,0,0
F,W,-0.9843088718267925,-0.9067550164490921,FW,109,W,0,0
M,B,0.043686854193559416,-0.05144788643895052,MB,110,B,0,1
M,B,-0.015730152749967953,-0.10103679932546901,MB,111,B,0,1
M,W,0.026758563058200888,0.02567663851156925,MW,112,W,0,0
M,W,0.0007115280932850773,-0.007285244378722343,MW,113,W,0,0
F,W,-1.0320162052151975,-0.945482294010987,FW,114,W,0,0
F,W,-1.0343627306363363,-0.9455954603881491,FW,115,W,0,0
M,W,0.012872096690525426,0.0045891811982202175,MW,116,W,0,0
M,W,-0.021663474615461052,-0.014865606732157723,MW,117,W,0,0
M,W,-0.0367545427098585,-0.02526445090215793,MW,118,W,0,0
M,W,0.014223274433461788,0.007855966596727732,MW,119,W,0,0
M,W,0.005014474359355194,0.007928490368047752,MW,120,W,0,0
F,W,-1.0054409734600342,-0.9236975747522758,FW,121,W,0,0
M,W,0.035454290415613855,0.029055293274521936,MW,122,W,0,0
F,B,-0.9923047422575817,-0.9911390291259,FB,123,B,0,1
M,B,0.0012822204640713132,-0.07652245149572573,MB,124,B,0,1
M,B,-0.005427832439982569,-0.08485851158715671,MB,125,B,0,1
M,W,-0.004730921033725057,0.004210874671113399,MW,126,W,0,0
M,B,-0.04252494460634468,-0.11658422664207846,MB,127,B,0,1
M,W,-0.0008664049796376732,-0.0007740365422791171,MW,128,W,0,0
M,B,0.055378483339864136,-0.033472026892401995,MB,129,B,0,1
M,W,-0.03004122013313166,-0.01975337935361872,MW,130,W,0,0
F,B,-1.0146072211227082,-1.0167819409261023,FB,131,B,0,1
M,B,-0.029929329633595132,-0.10324028495820488,MB,132,B,0,1
M,B,0.010459804986159189,-0.06899569978546014,MB,133,B,0,1
M,W,-0.035132798224320215,-0.02096914304675343,MW,134,W,0,0
M,W,-0.01356695055008272,-0.008426072730102901,MW,135,W,0,0
M,W,-0.006755012971558283,4.922027390296367e-05,MW,136,W,0,0
M,B,0.029578774037332934,-0.05371069135722769,MB,137,B,0,1
M,B,-0.0448122065596345,-0.11324719797260666,MB,138,B,0,1
M,W,0.0037266094235322146,0.004975180443887747,MW,139,W,0,0
M,W,-0.002809808703875045,-0.004862211093321332,MW,140,W,0,0
M,B,0.024763074598669655,-0.05947683165304467,MB,141,B,0,1
M,B,-0.0047580465646044215,-0.08652852501787738,MB,142,B,0,1
F,B,-1.0043642723456043,-0.9988377649839779,FB,143,B,0,1
F,B,-0.9566183175097434,-0.968496683015073,FB,144,B,0,1
M,B,0.02857985421481427,-0.049666831011637644,MB,145,B,0,1
M,W,-0.03402618869429141,-0.02579837700914362,MW,146,W,0,0
M,W,0.061506677524722525,0.049545828315839056,MW,147,W,0,0
M,W,-0.011119147637138725,-0.0023882409420228033,MW,148,W,0,0
M,B,0.030154574621723933,-0.05128811595758073,MB,149,B,0,1
F,B,-0.9830313637434644,-0.9899030748028563,FB,150,B,0,1
M,W,-0.0873440369890939,-0.06926275329587546,MW,151,W,0,0
M,W,-0.0047646651099197525,-0.006073329548175963,MW,152,W,0,0
F,W,-0.9964725211740372,-0.9181808737201311,FW,153,W,0,0
