G,R,X,Y,GR,UID,TR,qw,qb
F,W,-0.9840272231226398,-0.9047191102758219,FW,1,W,0,0
F,B,-0.9920883060899963,-0.990231914906365,FB,2,B,0,1
M,B,-0.03247211340303571,-0.10344052514551029,MB,3,B,0,1
M,B,0.04378054255622042,-0.04826200615022972,MB,4,B,0,1
F,W,-0.9742909342717366,-0.901016939351668,FW,5,W,0,0
M,B,-0.0441243634206998,-0.12403749528713517,MB,6,B,0,1
M,W,0.0020298412454703447,0.009159378559323656,MW,7,W,0,0
F,W,-1.0116311917138243,-0.936157175440202,FW,8,W,0,0
F,B,-0.9298415958070754,-0.9434647823002804,FB,9,B,0,1
M,W,-0.0006678924495849978,-0.0019575154057144056,MW,10,W,0,0
M,B,-0.02050601400533379,-0.09504463024832333,MB,11,B,0,1
M,W,0.02546478434402351,0.02992959789688262,MW,12,W,0,0
M,B,-0.0015239282254583696,-0.07502492019592416,MB,13,B,0,1
M,B,-0.023984086865791867,-0.09493339534575472,MB,14,B,0,1
M,B,-0.043553910200024054,-0.11789343707126926,MB,15,B,0,1
M,W,-0.008394914252137115,0.003280681346421492,MW,16,W,0,0
F,B,-1.0448182792359457,-1.029653742364575,FB,17,B,0,1
F,W,-0.9885788678250078,-0.9055642883202396,FW,18,W,0,0
M,W,0.028858578014907016,0.02049160051476476,MW,19,W,0,0
F,W,-1.0207517400370854,-0.933610590974888,FW,20,W,0,0
M,W,0.043023431416005245,0.03406214784169974,MW,21,W,0,0
M,W,0.042124178106405626,0.03109024591901881,MW,22,W,0,0
F,W,-0.9847515294566347,-0.908005201850701,FW,23,W,0,0
M,W,-0.005043975621401557,-0.001673996431576666,MW,24,W,0,0
M,W,0.05328272314336836,0.04518786399116089,MW,25,W,0,0
M,B,0.02199521174000012,-0.060326546572337644,MB,26,B,0,1
M,W,0.05390846239773674,0.04867352366711059,MW,27,W,0,0
F,B,-1.0161467955233157,-1.013640601835018,FB,28,B,0,1
M,B,0.059311915996565025,-0.03013699358061376,MB,29,B,0,1
F,B,-0.9970969367970133,-0.9987807270295869,FB,30,B,0,1
M,B,0.029983734938366757,-0.061898478147734075,MB,31,B,0,1
M,B,-0.022868884845373947,-0.10086828966491601,MB,32,B,0,1
M,B,0.07153697998531895,-0.022625178845975667,MB,33,B,0,1
M,W,-0.036894332921512424,-0.03298280020357221,MW,34,W,0,0
M,W,-0.03389247497413193,-0.03511100349592515,MW,35,W,0,0
M,W,-0.024624256847065727,-0.014508079946349624,MW,36,W,0,0
M,B,0.034196269034074876,-0.05891913372960188,MB,37,B,0,1
M,B,0.042218470033750156,-0.05106105526987154,MB,38,B,0,1
M,B,0.023734374966405535,-0.0653742229704185,MB,39,B,0,1
F,B,-0.9932407939690275,-0.9928148052599716,FB,40,B,0,1
M,W,-0.033695505571882875,-0.03134553742828027,MW,41,W,0,0
M,W,-0.02114292595302219,-0.018695001299100032,MW,42,W,0,0
M,W,0.006716124966252606,0.004800699576130856,MW,43,W,0,0
M,B,0.014361595062244758,-0.07139536011510597,MB,44,B,0,1
M,B,0.01732181620761223,-0.07089858075598904,MB,45,B,0,1
M,W,-0.01689560504233504,-0.018338175084886672,MW,46,W,0,0
F,W,-0.9748038624477194,-0.9036337230290706,FW,47,W,0,0
M,W,0.034629969927328974,0.03571404414764179,MW,48,W,0,0
M,W,0.013368233319255681,0.004100925608383563,MW,49,W,0,0
M,W,0.03966990120840789,0.03600068055595019,MW,50,W,0,0
M,B,0.0621427624763814,-0.02790916652810646,MB,51,B,0,1
M,W,-0.01860380481402545,-0.01717811926277576,MW,52,W,0,0
M,W,0.038336003590307276,0.0343692218862999,MW,53,W,0,0
M,B,0.005013652092826267,-0.07532170437502048,MB,54,B,0,1
M,B,-0.0011405060797285637,-0.07762971100088967,MB,55,B,0,1
F,W,-0.9766008091302534,-0.9012452237203301,FW,56,W,0,0
F,B,-0.9637543943976163,-0.973955492772131,FB,57,B,0,1
M,W,0.006386584845931644,0.0016865986878037472,MW,58,W,0,0
F,W,-1.0212332598148923,-0.9472843537576932,FW,59,W,0,0
M,W,-0.00408205699267198,-0.004230380269812872,MW,60,W,0,0
M,B,0.03542954621472254,-0.04992309026226773,MB,61,B,0,1
F,W,-1.0142604291517974,-0.9245451064117356,FW,62,W,0,0
M,W,-0.052173435807012135,-0.03773255149975463,MW,63,W,0,0
M,B,-0.0049257848612510174,-0.08565905562471995,MB,64,B,0,1
M,W,0.038681039240739123,0.03680977902931894,MW,65,W,0,0
F,B,-0.9797355735548872,-0.9813861185756521,FB,66,B,0,1
M,B,0.025815407672505647,-0.05830516005659353,MB,67,B,0,1
F,W,-0.9964256491891847,-0.9141329342662295,FW,68,W,0,0
M,W,-0.015461472929894913,-0.018977757740613724,MW,69,W,0,0
M,W,0.0016199601122546287,0.0007360315144947951,MW,70,W,0,0
F,W,-1.021912892605253,-0.9243291383825376,FW,71,W,0,0
M,B,-0.03797819895056116,-0.10683314657865725,MB,72,B,0,1
F,W,-1.0190173496647923,-0.9401835779544837,FW,73,W,0,0
M,W,-0.040721140894926934,-0.037448058306545025,MW,74,W,0,0
F,W,-1.0079704896835961,-0.9281766996860711,FW,75,W,0,0
M,W,-0.0200410856855317,-0.013732939411672767,MW,76,W,0,0
M,W,-0.020860253791332165,-0.025123304388921443,MW,77,W,0,0
F,B,-1.0092002017277535,-1.0070721969618368,FB,78,B,0,1
M,W,-0.020082391080508098,-0.022834657175943865,MW,79,W,0,0
M,B,-0.009020297555209762,-0.09452266870637899,MB,80,B,0,1
F,W,-1.0000238995864765,-0.9229158971181929,FW,81,W,0,0
M,B,-0.017375127314278146,-0.0905867278783484,MB,82,B,0,1
M,W,0.03774678121355066,0.02912078260203209,MW,83,W,0,0
M,W,-0.07116385430769452,-0.058189569926935844,MW,84,W,0,0
F,B,-0.9967786263241146,-0.9952787580645155,FB,85,B,0,1
F,B,-1.0327026819278398,-1.0230519042465134,FB,86,B,0,1
F,B,-0.988597827633427,-0.996729100034382,FB,87,B,0,1
M,B,0.03817459821924168,-0.05135219082726249,MB,88,B,0,1
M,B,0.03297530444484075,-0.05822516383100163,MB,89,B,0,1
M,W,0.040993273932397524,0.03379827465152345,MW,90,W,0,0
F,B,-0.9953555985258765,-0.9954191414735369,FB,91,B,0,1
M,B,-0.0492866581064763,-0.126394866996794,MB,92,B,0,1
M,W,-0.023255190881825483,-0.015521930014956104,MW,93,W,0,0
F,W,-0.9788065590676467,-0.9003472864624178,FW,94,W,0,0
M,W,0.008378628804863024,-0.00014313295206338974,MW,95,W,0,0
M,B,0.0037431761245638358,-0.08405358591493223,MB,96,B,0,1
F,W,-1.0513421258593705,-0.960772792268918,FW,97,W,0,0
M,W,0.04324711009678427,0.0401578899681931,MW,98,W,0,0
M,W,0.02755753569111576,0.024516617745910425,MW,99,W,0,0
M,B,-0.06780393840993466,-0.13766889782289446,MB,100,B,0,1
F,B,-1.0210058070366415,-1.016645882437405,FB,101,B,0,1
M,B,-0.015841072227744248,-0.10226295642416884,MB,102,B,0,1
F,W,-0.9991653956659589,-0.9189124322684341,FW,103,W,0,0
M,W,0.024332759609616193,0.03031450864751058,MW,104,W,0,0
F,B,-1.0276897187416132,-1.0224943125256285,FB,105,B,0,1
F,W,-0.9534180080018775,-0.8791964096754059,FW,106,W,0,0
M,B,-0.022894200027914414,-0.09969030938295276,MB,107,B,0,1
M,W,-0.031299858955621415,-0.028993682081777127,MW,108,W,0,0
F,W,-0.9812130304188345,-0.8996973800148925,FW,109,W,0,0
F,B,-1.0078107989757683,-1.0082692658915358,FB,110,B,0,1
F,B,-1.0447493576731308,-1.0319349533105548,FB,111,B,0,1
M,W,0.024784601673821165,0.02166444576195769,MW,112,W,0,0
M,B,-0.05843871352173144,-0.12555118381931699,MB,113,B,0,1
