G,R,X,Y,GR,UID
M,W,0.004905273947874346,0.0029720461116204792,MW,1
M,W,0.10779653395333916,0.09062438792940089,MW,2
F,B,-1.0254941570198661,-1.0202133139273988,FB,3
M,W,0.04896515274128859,0.03348827028941888,MW,4
F,W,-1.028769001070093,-0.9416704026434346,FW,5
M,W,0.00939682579438632,0.008983594983889167,MW,6
M,W,-0.03876211773260283,-0.028340954294955197,MW,7
M,W,-0.027803894585904126,-0.018107001817014627,MW,8
M,W,-0.02581466367830048,-0.020151137036092663,MW,9
M,B,-0.06322206944281852,-0.13469233673776443,MB,10
F,W,-1.0031341855555618,-0.923136405521548,FW,11
F,W,-0.9349165199786339,-0.8676353361294276,FW,12
M,W,-0.028132096458743615,-0.021097653705270437,MW,13
M,W,0.014781183559314485,0.014855561645388003,MW,14
F,W,-0.9723538672866389,-0.9014925272007148,FW,15
F,B,-1.0270454895140757,-1.0264087122696255,FB,16
M,B,-0.02501760727715319,-0.09947823543606855,MB,17
M,B,-0.03331811386770753,-0.11085332252038273,MB,18
F,B,-1.0464274161789346,-1.0392651603868295,FB,19
F,W,-0.9954721697435566,-0.9198731380106587,FW,20
F,W,-0.9829464254661149,-0.9070928799804263,FW,21
M,W,0.02510796399627198,0.02212919185282837,MW,22
M,B,-0.027031414875951197,-0.10867022124171155,MB,23
F,W,-1.0046747730149985,-0.9228380162898335,FW,24
M,W,0.054111776474711416,0.028225257964290287,MW,25
M,W,0.01947296071682808,0.02157628366714161,MW,26
F,W,-1.007609397160927,-0.9242878388549294,FW,27
M,B,-0.011914751888536352,-0.08387566333532738,MB,28
M,B,4.9996831775668924e-05,-0.08399919672774328,MB,29
M,B,0.044297646670821395,-0.040103255342570275,MB,30
F,B,-1.010097157602896,-1.0087408879186845,FB,31
M,W,0.005768333160319749,-0.0018728751672569231,MW,32
M,W,-0.042481023290503066,-0.03465503089643155,MW,33
M,B,-0.008822195129687547,-0.08331041917491754,MB,34
M,W,0.05507673514579505,0.044428463022646754,MW,35
F,W,-1.0656852279140205,-0.977889553792513,FW,36
M,W,0.0012465252086094696,0.011235191045834108,MW,37
F,W,-1.0177420049708763,-0.936911905290066,FW,38
M,W,-0.01963866972139866,-0.0053150956568079576,MW,39
M,B,0.006571710500897476,-0.07823312754346906,MB,40
F,W,-1.0004247326431048,-0.9123014099801612,FW,41
M,W,-0.001169303258737315,-0.008029766768481786,MW,42
M,B,-0.033701848235877546,-0.11254591194319066,MB,43
M,B,0.021399410860734762,-0.061647440597886224,MB,44
F,B,-1.0157548779603436,-1.0139484684869933,FB,45
M,B,0.03608102530392453,-0.045760228165321715,MB,46
M,W,0.021867259585793275,0.019346171249955933,MW,47
M,W,0.0006813369732201176,0.0006873369437334492,MW,48
M,B,0.0029695086403536907,-0.08696372160442103,MB,49
M,W,0.03730923477975285,0.025774051974113876,MW,50
M,W,-0.03454408299847372,-0.03115911381378564,MW,51
F,W,-0.9901910276006529,-0.9103588702717265,FW,52
F,W,-0.9915399908488763,-0.907452652647472,FW,53
F,W,-1.0042107477625206,-0.9289872562371435,FW,54
M,W,0.044319797403338836,0.027115068013342486,MW,55
M,B,-0.01123488572869029,-0.08764534097374434,MB,56
M,B,-0.024957759996565496,-0.10401633563714241,MB,57
F,W,-0.9888428301891142,-0.9118862648589561,FW,58
F,B,-1.0022933110512677,-1.0010869306008716,FB,59
F,B,-1.0391681921320515,-1.0271122138478528,FB,60
M,B,-0.03614147445374157,-0.11497887699801472,MB,61
M,W,-0.052138772857605445,-0.03572996214681316,MW,62
F,W,-0.9725324695283846,-0.8964759342655559,FW,63
M,W,0.0250064023578519,0.026553005323002903,MW,64
F,W,-0.9985234953930088,-0.9236350030457019,FW,65
M,W,-0.010660863181293598,-0.013115844685909366,MW,66
M,B,0.0568348859250133,-0.035729608952092304,MB,67
M,B,0.022250868967210305,-0.061822367058986985,MB,68
M,W,0.01689882237121233,0.014202371168951067,MW,69
M,W,0.007085569844980027,0.005068888713395703,MW,70
M,W,-0.04044414433080149,-0.03189819701614132,MW,71
M,B,0.041823408799975086,-0.039377741064571675,MB,72
F,B,-0.994156680205815,-0.9917517649265624,FB,73
F,W,-0.9591637212265236,-0.8789949843386532,FW,74
F,W,-1.0147008244368438,-0.9356181457938619,FW,75
M,W,0.013163897098936415,0.015274300387067032,MW,76
F,W,-1.014572977025089,-0.932615716038645,FW,77
M,W,-0.02036220557139478,-0.024381138685958405,MW,78
M,W,-0.00796093347734481,-0.005113729255659782,MW,79
M,W,0.016043966435819405,0.011406239350432395,MW,80
F,W,-1.0048042171769864,-0.9189006348258891,FW,81
F,W,-1.014996920614606,-0.9375134090276503,FW,82
M,W,0.007704119824670983,0.015033209825171635,MW,83
F,B,-1.0254331074321177,-1.0204982054013447,FB,84
M,B,0.07592076721830777,-0.0181077319185902,MB,85
M,W,0.031120006762751767,0.02560489632649308,MW,86
F,B,-0.9730164811807243,-0.9894692827098104,FB,87
M,B,-0.0009194248805958145,-0.08009309550213732,MB,88
M,W,0.04080195621148546,0.03625628750134169,MW,89
M,W,-0.018179235515285077,-0.012973824654206614,MW,90
M,W,0.02005326827866285,0.012367203498030851,MW,91
F,B,-0.9827420809908104,-0.9867931835418601,FB,92
M,B,0.03263730838300257,-0.051344729757570415,MB,93
M,B,0.04038123512934681,-0.04887534526753647,MB,94
M,W,0.03986391424473841,0.03630523324027937,MW,95
M,B,0.02693278151013649,-0.05421666110032733,MB,96
M,W,-0.0531588381077029,-0.04205219595360871,MW,97
F,B,-1.0325642730838809,-1.0239891378070585,FB,98
M,W,-0.003009716978579632,-0.009497290514726834,MW,99
M,B,0.0027901243868465563,-0.07655271218143332,MB,100
F,B,-1.0307562234422702,-1.0214608388203192,FB,101
F,W,-1.0132914341811612,-0.9339591999281976,FW,102
F,W,-0.9688686292550047,-0.900448880840105,FW,103
M,W,0.0344425049360012,0.02636311334610976,MW,104
M,W,-0.04035045303026367,-0.039930366212237306,MW,105
F,B,-0.9870372108928784,-0.983535510166058,FB,106
M,B,-0.0005431930717714085,-0.08246749732557777,MB,107
F,B,-0.9751434883790839,-0.9775276358135692,FB,108
M,B,-0.012125681644661225,-0.08373159127027191,MB,109
F,B,-1.0046333925276663,-1.0064735810940393,FB,110
M,B,-0.01744137286244168,-0.09927999640460618,MB,111
F,B,-0.9787079200418037,-0.9840545534797762,FB,112
M,W,-0.026920815043822703,-0.02455756663418737,MW,113
M,W,-0.02226592208632054,-0.0190914332650032,MW,114
F,W,-0.9771127680612349,-0.9016056392475335,FW,115
F,W,-0.9868164089301232,-0.9034411349848249,FW,116
M,W,-0.03168771062041343,-0.02042609168360871,MW,117
F,B,-1.0082258599306952,-0.998009119895966,FB,118
M,B,0.02692048219448276,-0.05466463496292845,MB,119
F,W,-1.0075104900620382,-0.9328919608753863,FW,120
M,W,-0.04223424011237188,-0.02360055624988374,MW,121
M,W,0.04718177293599032,0.037622789330403125,MW,122
F,B,-0.9734636775210341,-0.9854489063091437,FB,123
M,W,-0.05228240231248249,-0.04530944570466984,MW,124
M,W,0.018652227568947674,0.008303364202801457,MW,125
F,B,-0.9936932156155278,-0.9982343596336645,FB,126
M,W,-0.036788428189842966,-0.030775567413204013,MW,127
F,B,-0.9850696830484833,-0.9917170996040773,FB,128
M,W,-0.015473368721608613,-0.011877211641771364,MW,129
M,W,0.027320891433922335,0.026639956123457757,MW,130
F,W,-0.9558136558167161,-0.8790792725486416,FW,131
M,W,-0.007695749664587159,-0.006399435942821255,MW,132
M,W,-0.006468614266798551,-0.000955255561789113,MW,133
M,B,0.009771837987362449,-0.07450922885269136,MB,134
M,W,0.021695161369003964,0.01432789815760038,MW,135
M,W,-0.022422552025537952,-0.012045968060030852,MW,136
M,W,-0.03846870202866573,-0.020976826887500695,MW,137
M,B,0.045500525378088484,-0.051579816204646384,MB,138
M,B,0.008053777590039486,-0.07252012939265609,MB,139
M,W,0.0013635374989471657,0.009509730042383724,MW,140
F,W,-0.9508591039508197,-0.8769150247622501,FW,141
F,W,-0.9575074967693354,-0.8909612833571345,FW,142
F,W,-0.9841906191525319,-0.9012269049977284,FW,143
M,W,0.008364108755774776,0.005769066383230831,MW,144
F,B,-1.0060450886550525,-1.0064400117113936,FB,145
F,B,-0.9626436485438674,-0.9692122799694856,FB,146
M,B,0.021857917496753313,-0.06887554993607224,MB,147
M,W,0.05617034363171149,0.0498711339541121,MW,148
M,W,-0.010509514803006898,-0.011530314234695855,MW,149
F,W,-1.0300305623159787,-0.9488899656973456,FW,150
M,B,-0.03782533499302566,-0.11183038575947755,MB,151
F,B,-1.0131515238034414,-1.0048604841870379,FB,152
M,W,0.0076299874788982236,0.010843496522647666,MW,153
F,B,-0.9995179276841355,-0.9968689407969586,FB,154
M,W,-0.007386484715591081,0.005296615030868869,MW,155
F,B,-1.0326111032421168,-1.0219616802878506,FB,156
M,W,-0.0030576523955122468,0.0021899766837464784,MW,157
F,W,-0.9874718903963784,-0.915199405382457,FW,158
F,W,-1.003374146158445,-0.9223840955585034,FW,159
F,W,-1.0093985502861322,-0.9278839285445217,FW,160
F,W,-1.0168909693046144,-0.9361101182503758,FW,161
F,W,-0.984395143506259,-0.9069936630987351,FW,162
M,B,0.031466513255488056,-0.05391809286689184,MB,163
F,B,-0.9832274631435445,-0.9833937209674987,FB,164
M,W,0.01392851546497213,0.010323115476875783,MW,165
M,B,0.01925766298318397,-0.07096756637109955,MB,166
M,B,0.007825141131154227,-0.08076852158524758,MB,167
M,W,-0.013080158859480134,-0.014369750629654222,MW,168
F,W,-1.0129923673958288,-0.9287450320197088,FW,169
