G,R,X,Y,GR,UID,TR,qw,qb
M,W,-0.010513310278833062,-0.004449678095286084,MW,1,W,0,0
M,W,0.02881959059331089,0.02739614192330657,MW,2,W,0,0
F,B,-0.9930434919007207,-0.9951362947719032,FB,3,B,0,1
F,B,-1.0622524939275915,-1.039734314290346,FB,4,B,0,1
M,W,0.06118686091709008,0.056452348138410026,MW,5,W,0,0
M,B,0.021439990987424277,-0.06716589117895752,MB,6,B,0,1
M,B,-0.04910843799069787,-0.12016597621428429,MB,7,B,0,1
F,W,-1.0359924782184422,-0.9483395364886369,FW,8,W,0,0
M,W,-0.008728043320626953,-0.010237134077224673,MW,9,W,0,0
M,W,0.002132263482146273,0.0009621551643466198,MW,10,W,0,0
M,B,-0.011628980425130652,-0.09490679638989567,MB,11,B,0,1
F,W,-1.0218864497354143,-0.9337224432180213,FW,12,W,0,0
M,W,0.021074311475968593,0.015875494284312737,MW,13,W,0,0
F,W,-1.0567676924939284,-0.9573912543029938,FW,14,W,0,0
M,W,0.04936627424518085,0.03352906412074121,MW,15,W,0,0
M,W,0.0028146051670712565,0.0018122301955053495,MW,16,W,0,0
M,W,-0.0013632049457576638,-0.003764956048052084,MW,17,W,0,0
M,W,-0.012540568086469975,-0.007789148829510716,MW,18,W,0,0
F,B,-1.0080195608333034,-1.002890496603606,FB,19,B,0,1
F,B,-1.0240527547538067,-1.0156597689859612,FB,20,B,0,1
F,W,-0.9888451105650886,-0.9118445644063717,FW,21,W,0,0
M,W,0.003981580958305532,-0.006236373058017753,MW,22,W,0,0
F,B,-1.0682512447042032,-1.0581717274269016,FB,23,B,0,1
F,B,-1.03190752016616,-1.0180494811178444,FB,24,B,0,1
M,B,0.0373939202178188,-0.05375589733270731,MB,25,B,0,1
M,B,-0.0009180204308820901,-0.07000641432497845,MB,26,B,0,1
M,W,-0.002463435579054982,-0.00622529011162924,MW,27,W,0,0
M,B,0.03306115842099993,-0.05175289656618503,MB,28,B,0,1
M,B,-0.01685504068533863,-0.09528908873014057,MB,29,B,0,1
M,W,0.012721619464923986,0.013354175320613736,MW,30,W,0,0
M,B,-0.006709267492189658,-0.08976722478946382,MB,31,B,0,1
F,W,-1.0180093084055544,-0.9343196093671756,FW,32,W,0,0
F,B,-0.9862437534558379,-0.9960540670750027,FB,33,B,0,1
M,W,-0.027903470413746755,-0.024328299959452727,MW,34,W,0,0
M,W,-0.021563078540352224,-0.018512406517403462,MW,35,W,0,0
M,W,0.011415716865447456,0.0025173089066931192,MW,36,W,0,0
M,W,-0.02875768933525447,-0.021092434135370382,MW,37,W,0,0
F,W,-1.0009994589411304,-0.9128161348788447,FW,38,W,0,0
M,W,0.017892206469100027,0.0010799437533972368,MW,39,W,0,0
F,W,-0.9895314126430327,-0.914217491748812,FW,40,W,0,0
M,W,0.027606768984158106,0.023564137500190693,MW,41,W,0,0
