G,R,X,Y,GR,UID
M,B,0.05938803220242577,-0.03616966001922507,MB,1
F,W,-0.97634474196099,-0.9004428415079592,FW,2
M,W,-0.043584452292403354,-0.03043857360727744,MW,3
M,W,0.01799512008901249,0.013569948129962078,MW,4
F,W,-0.9741750070094446,-0.9069219497162048,FW,5
F,W,-1.0177848982037168,-0.9348160357011304,FW,6
M,W,0.026322862213676138,0.018430909118444912,MW,7
F,W,-1.0300919954280339,-0.9491195617523871,FW,8
F,B,-0.9946138162787416,-1.0018823569941966,FB,9
F,W,-0.970136028823483,-0.8965538616283605,FW,10
M,B,-0.05432935549793577,-0.12065888345764364,MB,11
M,B,0.06298284427653983,-0.02251608532165343,MB,12
M,W,-0.011970164714100312,-0.013520323094121408,MW,13
M,W,0.01121651665437062,0.011079619834161922,MW,14
M,W,-0.00021395904110007696,-0.003860144941990612,MW,15
M,W,-0.021445877098725315,-0.0065794739122772145,MW,16
M,W,-0.004912931069647388,0.005598414238796518,MW,17
M,B,0.03018055240507764,-0.060283167218287644,MB,18
M,W,0.03311702753234631,0.02720952140953925,MW,19
M,W,-0.01520976428076019,-0.009074662393814397,MW,20
F,B,-1.0372203511208269,-1.038083809529479,FB,21
M,W,0.0634216483457321,0.05505793357128988,MW,22
M,B,0.0014160710773150039,-0.07338989444586778,MB,23
M,W,-0.017898671755465057,-0.014478751411682396,MW,24
M,W,0.018237049343289288,0.012912332239723795,MW,25
M,W,0.030022505713090984,0.028768814235562167,MW,26
F,B,-1.014556345103579,-1.0079510776410365,FB,27
F,B,-1.011378461342875,-1.00554420346367,FB,28
M,B,-0.01919835518161675,-0.09326586322478003,MB,29
M,W,-0.022087272221513594,-0.01010505508182118,MW,30
M,W,-0.06103827824183175,-0.04899991913037026,MW,31
F,W,-1.0643442877775218,-0.9653484462425517,FW,32
M,W,0.019034452605147734,0.014264952905455226,MW,33
M,W,-0.0085239598094055,-0.01083223178799575,MW,34
M,W,0.017960430133385247,0.019655236753460762,MW,35
M,B,-0.00098878606822349,-0.08658033324118078,MB,36
F,W,-0.9916294161914868,-0.9042249329418214,FW,37
F,W,-1.0338157215340076,-0.9516404781995587,FW,38
F,B,-0.9452070782950259,-0.9571668216110909,FB,39
M,W,0.0003072037947784989,0.00287038101008767,MW,40
M,W,-0.014921778689584565,-0.012130665057127735,MW,41
F,W,-1.0046728002261394,-0.9219619164050523,FW,42
F,B,-0.961415599261815,-0.963002639727002,FB,43
M,B,-0.007285569148163235,-0.08747837689797965,MB,44
M,W,-0.004655061542886636,-0.004349614928911386,MW,45
M,W,-0.0017024435675878555,-0.003212716319556843,MW,46
F,W,-0.9434019485459099,-0.877988120404109,FW,47
M,W,0.06830563183410414,0.05361018883652183,MW,48
F,W,-0.9519515040017265,-0.8799354186795895,FW,49
M,B,-1.5245920551767325e-05,-0.08575823738468472,MB,50
F,W,-0.978971135992621,-0.8953049599537662,FW,51
M,W,0.01671215513760979,0.005239016526432029,MW,52
M,W,-0.009602918716174108,-0.007980330003600393,MW,53
F,B,-1.067540628749968,-1.0482899724641395,FB,54
F,B,-1.0276247143324426,-1.0294947170001256,FB,55
M,B,-0.030096083655183098,-0.09915437966823346,MB,56
M,W,-0.005270158968320702,-0.0017360197370630062,MW,57
M,W,0.019483471021769897,0.02025350035843266,MW,58
M,W,-0.012407432333957273,0.001888767741935797,MW,59
F,B,-1.0101824360039215,-1.0109068904415908,FB,60
M,W,0.020952427861881992,0.01886295055804907,MW,61
M,W,0.01647035465156262,0.011727317377120799,MW,62
M,W,-0.030618109321293732,-0.029530485293502533,MW,63
M,W,0.025379780560285167,0.02305348286347844,MW,64
M,W,-0.0022682370299089484,-0.0046454758934919745,MW,65
F,B,-1.012770162991095,-1.011327651123023,FB,66
F,W,-1.0057135264289938,-0.9263999375826049,FW,67
F,W,-1.0544565311782863,-0.9644845757223495,FW,68
M,B,-0.002704426593182093,-0.08059559742269436,MB,69
M,W,-0.005608099976022202,-0.009496270769601169,MW,70
M,W,0.005145989505728082,0.004199543067079819,MW,71
F,B,-0.9520259723831339,-0.9620186739492509,FB,72
M,B,-0.010782365758041876,-0.0910278741901062,MB,73
F,B,-1.036889735970262,-1.0276758542092377,FB,74
M,B,-0.0014061699949666846,-0.08633270314964277,MB,75
F,W,-0.997322015363539,-0.9242659974428876,FW,76
F,W,-0.9963044238056272,-0.9150887290602837,FW,77
M,W,0.030221547202650592,0.024823751660951063,MW,78
M,B,0.05988424318755477,-0.03414580288385551,MB,79
F,W,-1.0318485160465873,-0.9362299619354453,FW,80
F,W,-0.9557200452979261,-0.8881714160493628,FW,81
M,W,-0.04025301108706123,-0.04038677558204144,MW,82
M,W,-0.027266061282854526,-0.020250861196693355,MW,83
M,W,0.028531588766415206,0.015135748466558076,MW,84
F,W,-0.9715021014575991,-0.897079630187705,FW,85
F,W,-0.9867035874920427,-0.9053897501038416,FW,86
F,B,-0.998621453394845,-0.9958425286170481,FB,87
F,B,-0.9859352671116781,-0.9901199519412274,FB,88
F,W,-0.994209061395389,-0.9151623065514989,FW,89
M,B,-0.057555968264174626,-0.11857185029514208,MB,90
F,W,-1.0264709087121233,-0.9391315764690771,FW,91
M,W,0.04395915181933289,0.03522728607361258,MW,92
F,W,-0.9897233268764183,-0.9145139524760856,FW,93
F,W,-0.9900551696776632,-0.9177308372409554,FW,94
M,W,0.009711765262971144,0.008828031789535071,MW,95
F,W,-0.9835503451056637,-0.9073278231814782,FW,96
M,B,-0.01558251238706883,-0.0940087597999935,MB,97
M,W,-0.002415282222688619,-0.0038656209800480086,MW,98
F,W,-1.0038940198648014,-0.9290678268377981,FW,99
F,W,-1.067836676161229,-0.9796201086264142,FW,100
M,W,-0.007848497602788268,-0.004560703555684888,MW,101
M,B,0.03186152478807581,-0.05886417621738735,MB,102
M,W,0.005699186634879545,0.007244086887410263,MW,103
F,W,-0.9970356989930512,-0.9108252181494231,FW,104
M,B,0.020472669475253218,-0.06468921631835739,MB,105
M,W,-0.005606481111060865,-0.006125186490810214,MW,106
M,W,-0.007933570393082344,-0.009962174380507078,MW,107
M,B,-0.04869600478441884,-0.11730134287574094,MB,108
F,W,-0.9724908048647358,-0.9051303357043521,FW,109
M,B,0.004545453748960679,-0.08218894060254064,MB,110
F,W,-0.9950195978904098,-0.9178578731194682,FW,111
F,W,-1.0702286074343128,-0.9800783573710946,FW,112
F,B,-1.0021364873944936,-0.9996771052480604,FB,113
M,W,-0.029808572735103962,-0.020503260127587818,MW,114
F,B,-1.0335301709695555,-1.026676386208834,FB,115
M,W,-0.01529461215356617,-0.016458705904994615,MW,116
M,W,-0.03969237842701201,-0.023264859972664406,MW,117
F,W,-0.9743713322813274,-0.9017791556108893,FW,118
M,W,0.042448301297771905,0.02750593531877829,MW,119
M,B,0.025617728216452907,-0.057931098631370415,MB,120
F,B,-0.9835335437419296,-0.985204732826411,FB,121
F,W,-0.974671804967556,-0.9012647789404542,FW,122
F,W,-0.976559253685902,-0.9050313605600251,FW,123
M,B,-0.04636249576579666,-0.11581526476059847,MB,124
F,B,-0.9969267283306492,-0.9992532208906291,FB,125
F,W,-1.019687640821739,-0.9312604706252325,FW,126
M,W,0.06122071641162799,0.04419429275616766,MW,127
F,B,-1.0157121406605323,-1.0226272861027874,FB,128
M,W,0.03795315691774555,0.028756899811791546,MW,129
M,B,0.04929973497668067,-0.04610174836941566,MB,130
F,B,-1.0251948350840066,-1.0259451253735898,FB,131
M,W,0.023147198862692203,0.01508326973292028,MW,132
F,B,-0.9760592861886441,-0.9810369517405957,FB,133
F,B,-0.9981208211851951,-1.0006859957897243,FB,134
M,W,0.012481853113929622,0.004717405636026687,MW,135
M,B,0.009308004747708924,-0.0722273881394775,MB,136
M,B,0.05847585730854717,-0.03694857178968208,MB,137
F,W,-1.0545517246954046,-0.9669530843848684,FW,138
M,W,-0.01854458730084295,-0.007268323709023001,MW,139
F,B,-1.0169387579003224,-1.014402038938174,FB,140
M,B,0.035920063145497505,-0.045250129886470425,MB,141
M,W,-0.012714742313684474,-0.010504771839687578,MW,142
M,W,0.005232995247956023,0.004049706202746774,MW,143
M,B,-0.01754925216513064,-0.10627683852440367,MB,144
M,B,-0.008911913484920115,-0.08914167426589044,MB,145
M,B,-0.022262281051256407,-0.10215262945134032,MB,146
M,W,-0.04026891238367974,-0.032327012475782374,MW,147
M,B,-0.008589234349955623,-0.09290945104019951,MB,148
M,W,-0.024832450264142547,-0.028306889276679112,MW,149
F,B,-0.9972481067596854,-0.9917146396617116,FB,150
F,W,-1.0151964858810583,-0.9320790565776337,FW,151
M,B,-0.01093737056354447,-0.09393419506960318,MB,152
F,W,-0.998695441138343,-0.9225391279641214,FW,153
F,W,-1.0332139586568958,-0.9426829217255799,FW,154
F,W,-1.0013254519168635,-0.9120360489565348,FW,155
F,B,-1.0012201153764106,-1.005099673860374,FB,156
M,W,0.016283167621829783,0.014439921031765916,MW,157
F,W,-0.9692331179450955,-0.8917161075283772,FW,158
F,W,-0.9271609168701357,-0.8583098055520186,FW,159
M,B,-0.0369507308646356,-0.10989424006275979,MB,160
M,W,0.032940509009426855,0.020758840929269443,MW,161
M,B,-0.04649884634834428,-0.11565713356162106,MB,162
M,W,0.06695552583684035,0.0649279763232462,MW,163
F,B,-0.9679386584886325,-0.9748991745957273,FB,164
M,W,-0.04858504364772681,-0.03801021713806395,MW,165
M,W,-0.0524084910306108,-0.0442704927931037,MW,166
M,W,0.012758679312516761,0.008685657415807216,MW,167
M,W,-0.02141931262191723,-0.015482878797861928,MW,168
F,W,-0.9809796474471222,-0.904584941545222,FW,169
M,B,-0.03252839187285235,-0.10598988211714697,MB,170
M,B,-0.002769451842413097,-0.08239664217454196,MB,171
M,W,0.007666115178153441,0.0053221217637757605,MW,172
F,W,-1.0088578116605056,-0.9369319577283137,FW,173
M,W,-0.05104340236297429,-0.03917508849708479,MW,174
M,W,-0.016705451498118046,-0.014283931428405719,MW,175
M,W,0.017864296430336303,0.013451665720763764,MW,176
M,W,-0.0038579638657501034,-0.0015200837677107224,MW,177
M,W,-0.021646841912928056,-0.012352277924746111,MW,178
M,W,0.058500548002359654,0.048019482299559706,MW,179
F,B,-0.9773909665189074,-0.9814209590058995,FB,180
F,W,-0.9856840200163542,-0.8966440196167618,FW,181
M,B,-0.028931653720102528,-0.09694985246378471,MB,182
M,W,-0.023333764342761885,-0.02594721168316098,MW,183
M,W,0.05004472319048176,0.04110053687704044,MW,184
F,B,-0.9853403653575977,-0.9829084570713658,FB,185
F,W,-1.0144912072213315,-0.9307337006593754,FW,186
M,W,0.03333215246975119,0.01957895371311597,MW,187
F,B,-0.9909645486041098,-0.9958027357195856,FB,188
F,W,-1.064623858744666,-0.9771221859241384,FW,189
F,B,-1.0329914382370484,-1.0292807423958368,FB,190
M,B,0.03849170928844289,-0.05187685321263849,MB,191
M,W,-0.011340791158329009,-0.005526270471096971,MW,192
F,B,-1.004228057290515,-0.9991772859394041,FB,193
M,W,0.027062768235756846,0.021846537381887722,MW,194
F,B,-0.9861628281240413,-0.9916184904376049,FB,195
M,W,0.00036242569541933983,-0.0031361888818527725,MW,196
F,B,-0.9771014616670677,-0.9783442813960355,FB,197
M,W,0.04223685341963457,0.028747165817133845,MW,198
F,W,-1.0064691722608903,-0.9275501570121616,FW,199
M,W,-0.03141362363553272,-0.02439490233704571,MW,200
F,W,-0.9808111052836593,-0.8960801477090614,FW,201
M,B,0.002455693577335355,-0.07588331032117843,MB,202
M,B,0.028730337249457914,-0.04968452406110581,MB,203
M,B,-0.005946940262421141,-0.08439116052676938,MB,204
M,B,-0.03272874233580118,-0.10414183617984071,MB,205
