G,R,X,Y,GR,UID,TR,qw,qb
F,W,-1.0770243424603285,-0.9836089404121899,FW,1,W,0,0
F,W,-1.0019233779724734,-0.927362620248893,FW,2,W,0,0
M,B,0.007230886270786841,-0.06916138622241629,MB,3,B,0,1
M,W,0.043934988095253265,0.02609982078909664,MW,4,W,0,0
M,B,0.045098621195579704,-0.043586519781745096,MB,5,B,0,1
M,W,0.0010022819559946821,0.004127849311016238,MW,6,W,0,0
F,W,-1.0761844653398296,-0.9820162246350137,FW,7,W,0,0
M,B,0.05741897475573059,-0.04159660458431387,MB,8,B,0,1
M,W,-0.03967422010697436,-0.031105729842418217,MW,9,W,0,0
M,W,-0.03285227801764812,-0.02961576176728629,MW,10,W,0,0
F,B,-0.9699767887622984,-0.9861716830087761,FB,11,B,0,1
M,W,-0.041955619169423745,-0.03662505926211801,MW,12,W,0,0
F,B,-0.9588679723442519,-0.9716247535331569,FB,13,B,0,1
M,B,-0.0241955645400989,-0.09916566738218527,MB,14,B,0,1
M,B,0.018982049053662912,-0.06078775588247774,MB,15,B,0,1
F,W,-1.0211120436355219,-0.942724058997944,FW,16,W,0,0
M,W,-0.003445976275989335,-0.004050484889231897,MW,17,W,0,0
F,W,-0.9719847515874563,-0.8960541107118357,FW,18,W,0,0
M,W,0.02502408650157262,0.02320055102822484,MW,19,W,0,0
F,B,-1.0016486198390517,-1.002204754975877,FB,20,B,0,1
M,W,0.012762218091612683,0.010160418726656474,MW,21,W,0,0
F,B,-1.040394495456484,-1.0292201552537552,FB,22,B,0,1
M,B,0.03048739142970529,-0.05076627445031427,MB,23,B,0,1
M,W,0.06326665281383732,0.0466010736467557,MW,24,W,0,0
F,B,-0.9745770695140412,-0.9838263847160352,FB,25,B,0,1
M,B,0.04415867473874346,-0.04323081759272989,MB,26,B,0,1
M,W,0.02874137995125935,0.016971935434236463,MW,27,W,0,0
M,B,0.0001148141284149065,-0.07072259844793193,MB,28,B,0,1
M,W,0.022705642324147915,0.019055844749778096,MW,29,W,0,0
