G,R,X,Y,GR,UID,TR,qw,qb
M,B,0.05938803220242577,-0.03616966001922507,MB,1,B,0,1
F,W,-0.97634474196099,-0.9004428415079592,FW,2,W,0,0
M,W,-0.043584452292403354,-0.03043857360727744,MW,3,W,0,0
M,W,0.01799512008901249,0.013569948129962078,MW,4,W,0,0
F,W,-0.9741750070094446,-0.9069219497162048,FW,5,W,0,0
F,W,-1.0177848982037168,-0.9348160357011304,FW,6,W,0,0
M,W,0.026322862213676138,0.018430909118444912,MW,7,W,0,0
F,W,-1.0300919954280339,-0.9491195617523871,FW,8,W,0,0
F,B,-0.9946138162787416,-1.0018823569941966,FB,9,B,0,1
F,W,-0.970136028823483,-0.8965538616283605,FW,10,W,0,0
M,B,-0.05432935549793577,-0.12065888345764364,MB,11,B,0,1
M,B,0.06298284427653983,-0.02251608532165343,MB,12,B,0,1
M,W,-0.011970164714100312,-0.013520323094121408,MW,13,W,0,0
M,W,0.01121651665437062,0.011079619834161922,MW,14,W,0,0
M,W,-0.00021395904110007696,-0.003860144941990612,MW,15,W,0,0
M,W,-0.021445877098725315,-0.0065794739122772145,MW,16,W,0,0
M,W,-0.004912931069647388,0.005598414238796518,MW,17,W,0,0
M,B,0.03018055240507764,-0.060283167218287644,MB,18,B,0,1
M,W,0.03311702753234631,0.02720952140953925,MW,19,W,0,0
M,W,-0.01520976428076019,-0.009074662393814397,MW,20,W,0,0
F,B,-1.0372203511208269,-1.038083809529479,FB,21,B,0,1
M,W,0.0634216483457321,0.05505793357128988,MW,22,W,0,0
M,B,0.0014160710773150039,-0.07338989444586778,MB,23,B,0,1
M,W,-0.017898671755465057,-0.014478751411682396,MW,24,W,0,0
M,W,0.018237049343289288,0.012912332239723795,MW,25,W,0,0
M,W,0.030022505713090984,0.028768814235562167,MW,26,W,0,0
F,B,-1.014556345103579,-1.0079510776410365,FB,27,B,0,1
F,B,-1.011378461342875,-1.00554420346367,FB,28,B,0,1
M,B,-0.01919835518161675,-0.09326586322478003,MB,29,B,0,1
M,W,-0.022087272221513594,-0.01010505508182118,MW,30,W,0,0
M,W,-0.06103827824183175,-0.04899991913037026,MW,31,W,0,0
F,W,-1.0643442877775218,-0.9653484462425517,FW,32,W,0,0
M,W,0.019034452605147734,0.014264952905455226,MW,33,W,0,0
M,W,-0.0085239598094055,-0.01083223178799575,MW,34,W,0,0
M,W,0.017960430133385247,0.019655236753460762,MW,35,W,0,0
M,B,-0.00098878606822349,-0.08658033324118078,MB,36,B,0,1
F,W,-0.9916294161914868,-0.9042249329418214,FW,37,W,0,0
F,W,-1.0338157215340076,-0.9516404781995587,FW,38,W,0,0
F,B,-0.9452070782950259,-0.9571668216110909,FB,39,B,0,1
M,W,0.0003072037947784989,0.00287038101008767,MW,40,W,0,0
M,W,-0.014921778689584565,-0.012130665057127735,MW,41,W,0,0
F,W,-1.0046728002261394,-0.9219619164050523,FW,42,W,0,0
F,B,-0.961415599261815,-0.963002639727002,FB,43,B,0,1
M,B,-0.007285569148163235,-0.08747837689797965,MB,44,B,0,1
M,W,-0.004655061542886636,-0.004349614928911386,MW,45,W,0,0
M,W,-0.0017024435675878555,-0.003212716319556843,MW,46,W,0,0
F,W,-0.9434019485459099,-0.877988120404109,FW,47,W,0,0
M,W,0.06830563183410414,0.05361018883652183,MW,48,W,0,0
F,W,-0.9519515040017265,-0.8799354186795895,FW,49,W,0,0
M,B,-1.5245920551767325e-05,-0.08575823738468472,MB,50,B,0,1
F,W,-0.978971135992621,-0.8953049599537662,FW,51,W,0,0
M,W,0.01671215513760979,0.005239016526432029,MW,52,W,0,0
M,W,-0.009602918716174108,-0.007980330003600393,MW,53,W,0,0
F,B,-1.067540628749968,-1.0482899724641395,FB,54,B,0,1
F,B,-1.0276247143324426,-1.0294947170001256,FB,55,B,0,1
M,B,-0.030096083655183098,-0.09915437966823346,MB,56,B,0,1
M,W,-0.005270158968320702,-0.0017360197370630062,MW,57,W,0,0
M,W,0.019483471021769897,0.02025350035843266,MW,58,W,0,0
M,W,-0.012407432333957273,0.001888767741935797,MW,59,W,0,0
F,B,-1.0101824360039215,-1.0109068904415908,FB,60,B,0,1
M,W,0.020952427861881992,0.01886295055804907,MW,61,W,0,0
M,W,0.01647035465156262,0.011727317377120799,MW,62,W,0,0
M,W,-0.030618109321293732,-0.029530485293502533,MW,63,W,0,0
M,W,0.025379780560285167,0.02305348286347844,MW,64,W,0,0
M,W,-0.0022682370299089484,-0.0046454758934919745,MW,65,W,0,0
F,B,-1.012770162991095,-1.011327651123023,FB,66,B,0,1
F,W,-1.0057135264289938,-0.9263999375826049,FW,67,W,0,0
F,W,-1.0544565311782863,-0.9644845757223495,FW,68,W,0,0
M,B,-0.002704426593182093,-0.08059559742269436,MB,69,B,0,1
M,W,-0.005608099976022202,-0.009496270769601169,MW,70,W,0,0
M,W,0.005145989505728082,0.004199543067079819,MW,71,W,0,0
F,B,-0.9520259723831339,-0.9620186739492509,FB,72,B,0,1
M,B,-0.010782365758041876,-0.0910278741901062,MB,73,B,0,1
F,B,-1.036889735970262,-1.0276758542092377,FB,74,B,0,1
M,B,-0.0014061699949666846,-0.08633270314964277,MB,75,B,0,1
F,W,-0.997322015363539,-0.9242659974428876,FW,76,W,0,0
F,W,-0.9963044238056272,-0.9150887290602837,FW,77,W,0,0
M,W,0.030221547202650592,0.024823751660951063,MW,78,W,0,0
M,B,0.05988424318755477,-0.03414580288385551,MB,79,B,0,1
F,W,-1.0318485160465873,-0.9362299619354453,FW,80,W,0,0
F,W,-0.9557200452979261,-0.8881714160493628,FW,81,W,0,0
M,W,-0.04025301108706123,-0.04038677558204144,MW,82,W,0,0
M,W,-0.027266061282854526,-0.020250861196693355,MW,83,W,0,0
M,W,0.028531588766415206,0.015135748466558076,MW,84,W,0,0
F,W,-0.9715021014575991,-0.897079630187705,FW,85,W,0,0
F,W,-0.9867035874920427,-0.9053897501038416,FW,86,W,0,0
F,B,-0.998621453394845,-0.9958425286170481,FB,87,B,0,1
F,B,-0.9859352671116781,-0.9901199519412274,FB,88,B,0,1
F,W,-0.994209061395389,-0.9151623065514989,FW,89,W,0,0
M,B,-0.057555968264174626,-0.11857185029514208,MB,90,B,0,1
F,W,-1.0264709087121233,-0.9391315764690771,FW,91,W,0,0
M,W,0.04395915181933289,0.03522728607361258,MW,92,W,0,0
F,W,-0.9897233268764183,-0.9145139524760856,FW,93,W,0,0
F,W,-0.9900551696776632,-0.9177308372409554,FW,94,W,0,0
M,W,0.009711765262971144,0.008828031789535071,MW,95,W,0,0
F,W,-0.9835503451056637,-0.9073278231814782,FW,96,W,0,0
M,B,-0.01558251238706883,-0.0940087597999935,MB,97,B,0,1
M,W,-0.002415282222688619,-0.0038656209800480086,MW,98,W,0,0
F,W,-1.0038940198648014,-0.9290678268377981,FW,99,W,0,0
F,W,-1.067836676161229,-0.9796201086264142,FW,100,W,0,0
M,W,-0.007848497602788268,-0.004560703555684888,MW,101,W,0,0
M,B,0.03186152478807581,-0.05886417621738735,MB,102,B,0,1
M,W,0.005699186634879545,0.007244086887410263,MW,103,W,0,0
F,W,-0.9970356989930512,-0.9108252181494231,FW,104,W,0,0
M,B,0.020472669475253218,-0.06468921631835739,MB,105,B,0,1
M,W,-0.005606481111060865,-0.006125186490810214,MW,106,W,0,0
M,W,-0.007933570393082344,-0.009962174380507078,MW,107,W,0,0
M,B,-0.04869600478441884,-0.11730134287574094,MB,108,B,0,1
F,W,-0.9724908048647358,-0.9051303357043521,FW,109,W,0,0
M,B,0.004545453748960679,-0.08218894060254064,MB,110,B,0,1
F,W,-0.9950195978904098,-0.9178578731194682,FW,111,W,0,0
F,W,-1.0702286074343128,-0.9800783573710946,FW,112,W,0,0
F,B,-1.0021364873944936,-0.9996771052480604,FB,113,B,0,1
M,W,-0.029808572735103962,-0.020503260127587818,MW,114,W,0,0
F,B,-1.0335301709695555,-1.026676386208834,FB,115,B,0,1
M,W,-0.01529461215356617,-0.016458705904994615,MW,116,W,0,0
M,W,-0.03969237842701201,-0.023264859972664406,MW,117,W,0,0
F,W,-0.9743713322813274,-0.9017791556108893,FW,118,W,0,0
M,W,0.042448301297771905,0.02750593531877829,MW,119,W,0,0
M,B,0.025617728216452907,-0.057931098631370415,MB,120,B,0,1
F,B,-0.9835335437419296,-0.985204732826411,FB,121,B,0,1
