G,R,X,Y,GR,UID,TR,qw,qb
M,W,-0.02462722979543599,-0.02668008469960542,MW,1,W,0,0
F,W,-1.0118121028776468,-0.9321392499224695,FW,2,W,0,0
F,W,-1.060229496915724,-0.9631826036618703,FW,3,W,0,0
M,W,-0.00703555150262731,-0.004773142532633138,MW,4,W,0,0
F,B,-1.030519020962703,-1.0238597745313047,FB,5,B,0,1
F,B,-1.0113880508265551,-1.0046813344444325,FB,6,B,0,1
M,B,-0.02667349307791025,-0.10340865158825803,MB,7,B,0,1
M,W,0.030285667292099125,0.023640489186592333,MW,8,W,0,0
F,W,-1.0246044991328673,-0.9464513566885575,FW,9,W,0,0
M,B,-0.008300505806255722,-0.08314551073756685,MB,10,B,0,1
F,B,-0.9971437510975605,-0.9940232345898875,FB,11,B,0,1
M,B,-0.0015455210765200815,-0.0760739960478171,MB,12,B,0,1
M,W,-0.03525762142532968,-0.023888672425257617,MW,13,W,0,0
M,W,0.0649322197333012,0.05991174135512948,MW,14,W,0,0
M,W,0.003537635110975207,0.007233005789478591,MW,15,W,0,0
M,B,0.047140064850252135,-0.042360929368446626,MB,16,B,0,1
M,W,-0.0012750741993894058,0.002186966460456758,MW,17,W,0,0
F,W,-0.9887661810386256,-0.9121946722812174,FW,18,W,0,0
M,W,-0.046359741684539206,-0.038972549931952156,MW,19,W,0,0
F,W,-1.0239266051944653,-0.9413138537975868,FW,20,W,0,0
M,W,0.0009208139024155587,-0.002748318966249802,MW,21,W,0,0
M,W,0.006933581691025165,0.009950656975862598,MW,22,W,0,0
F,B,-1.003646829663267,-1.0053804666096406,FB,23,B,0,1
F,W,-1.0310997195311196,-0.9439489872626636,FW,24,W,0,0
M,W,-0.02478123641271264,-0.024708606812193425,MW,25,W,0,0
M,W,0.04135488096764124,0.03217046027666151,MW,26,W,0,0
F,B,-0.9814748107132226,-0.9896166738824741,FB,27,B,0,1
M,W,-0.04309877294894996,-0.036412444182447525,MW,28,W,0,0
M,B,0.02302293209451325,-0.059120662235422616,MB,29,B,0,1
F,W,-0.9992688723703601,-0.9226435578773788,FW,30,W,0,0
F,W,-1.0198381543600852,-0.9284421409709087,FW,31,W,0,0
M,B,-0.03391375410701065,-0.10569950797863352,MB,32,B,0,1
M,B,0.013505464218960117,-0.07176033309846526,MB,33,B,0,1
M,B,0.03399445808741414,-0.05042108563942288,MB,34,B,0,1
M,W,-0.038055670139861525,-0.029023099669559984,MW,35,W,0,0
M,B,-0.01884716358018809,-0.09821339809016381,MB,36,B,0,1
F,B,-1.0071282005385611,-1.0074575204315108,FB,37,B,0,1
M,B,-0.0007601370105689345,-0.07246700751266022,MB,38,B,0,1
M,W,-0.019105160414016494,-0.009854226508614474,MW,39,W,0,0
M,W,0.06623025012368813,0.04799697028465817,MW,40,W,0,0
M,B,0.030198576734897977,-0.05827791399231026,MB,41,B,0,1
M,W,-0.012479641456023136,-0.007961416898670534,MW,42,W,0,0
F,W,-0.9679009741947519,-0.8926770625463543,FW,43,W,0,0
M,B,0.03053755350245202,-0.05932989962908218,MB,44,B,0,1
M,B,0.03952275868867533,-0.0504630523102086,MB,45,B,0,1
F,B,-0.9601484393742263,-0.9589775227266921,FB,46,B,0,1
F,B,-0.9880929798086419,-0.9924589852567206,FB,47,B,0,1
F,B,-0.9596001176918149,-0.9700319448011842,FB,48,B,0,1
F,W,-1.0083590352478695,-0.9249832742430115,FW,49,W,0,0
M,W,0.016955301596685526,0.010582504760419604,MW,50,W,0,0
M,B,0.0192510115026122,-0.06811223841760776,MB,51,B,0,1
