G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,-0.015399942899987343,-0.013541202076963068,MW,1,-0.8157849393989147,-0.9326943867063251,-0.28931535555476184
M,W,-0.00949294500064188,-0.00814894070002025,MW,2,-0.8098779414995693,-0.9279461235553175,-0.2845670924037543
F,W,-0.8990431212750563,-0.8392288850235301,FW,3,-0.7986963780617363,-0.8024828347221824,-0.8831452543205074
M,B,0.10052605556236724,-0.07917029750055707,MB,4,-0.7996310135546307,-0.7595394130125157,-0.03595990371882665
F,W,-0.8996995947786359,-0.8385487706925783,FW,5,-0.799352851565316,-0.8030105323783818,-0.883672951976707
M,W,-0.010379593948536672,-0.006936297777721935,MW,6,-0.8107645904474641,-0.9286588447377027,-0.2852798135861395
F,W,-0.9063810854588188,-0.8429117573361258,FW,7,-0.8060343422454989,-0.8083813614409805,-0.8890437810393055
F,B,-0.7944338483061212,-0.9144759061243002,FB,8,-0.7944338483061212,-0.6385952783634984,-0.6385952783634984
M,B,0.1050085943866184,-0.0718936657576948,MB,9,-0.7951484747303796,-0.7559361826940301,-0.032356673400340985
F,B,-0.7971190933786781,-0.9199817819436932,FB,10,-0.7971190933786781,-0.6407537775616883,-0.6407537775616883
M,W,0.0015331833098632187,0.0021502780964542225,MW,11,-0.7988518131890642,-0.9190829142488008,-0.27570388309723765
M,B,0.10802886221721314,-0.07124613520239917,MB,12,-0.7921282068997848,-0.7535083798252029,-0.02992887053151387
M,W,0.004170181867621825,0.0015986336460229362,MW,13,-0.7962148146313055,-0.9169631973817179,-0.2735841662301548
M,B,0.09782778167416134,-0.08136380256285472,MB,14,-0.8023292874428367,-0.761708385254086,-0.038128875960396894
M,B,0.0938222264620472,-0.08607682789145803,MB,15,-0.8063348426549508,-0.7649281985225341,-0.041348689228845076
M,B,0.09510724527167927,-0.08449251776347079,MB,16,-0.8050498238453188,-0.7638952529271407,-0.040315743633451556
F,W,-0.8916235053811922,-0.8344694807954354,FW,17,-0.7912767621678722,-0.7965186733421066,-0.8771810929404316
M,W,0.0017631859772953343,0.003384715945349207,MW,18,-0.7986218105216321,-0.9188980296070571,-0.2755189984554939
F,W,-0.8917860253149684,-0.8332597220063559,FW,19,-0.7914392821016485,-0.7966493128693255,-0.8773117324676507
F,B,-0.8080829967238254,-0.9247078386941464,FB,20,-0.8080829967238254,-0.6495669681420914,-0.6495669681420914
F,W,-0.9165501961580766,-0.8545535080979042,FW,21,-0.8162034529447567,-0.8165556683282664,-0.8972180879265914
M,B,0.09143671151629093,-0.08713929963793819,MB,22,-0.808720357600707,-0.7668457635709942,-0.043266254277305224
M,B,0.10971379500439994,-0.07579864241466787,MB,23,-0.7904432741125981,-0.7521539685994583,-0.028574459305769212
M,W,-0.00570061417219761,-0.0034706197000999623,MW,24,-0.8060856106711249,-0.9248977079242356,-0.28151867677267245
