G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,B,0.10741545476411517,-0.07563268653259296,MB,1,-0.792008436555441,-0.7536572422058474,-0.03471205905005503
F,W,-0.894507181923121,-0.839062182950965,FW,2,-0.7947025473055458,-0.7951644804344833,-0.8749422826559233
M,W,-0.004843607287947811,-0.003465820588324675,MW,3,-0.8048547768761728,-0.9239539691246754,-0.28447331667896864
M,W,0.015137114811222954,0.013123850509116798,MW,4,-0.784874054777002,-0.9079825856115042,-0.26850193316579757
F,W,-0.9059824677277178,-0.8451923779007207,FW,5,-0.8061778331101427,-0.8043371314327208,-0.8841149336541608
M,W,0.008507979231011934,0.0062104229507726075,MW,6,-0.791503190357213,-0.9132815165603887,-0.2738008641146822
F,W,-0.8849747861572723,-0.831458310356414,FW,7,-0.7851701515396972,-0.7875448584898883,-0.8673226607113282
M,W,0.008848230623131233,0.007612890815831826,MW,8,-0.7911629389650937,-0.9130095401299347,-0.27352888768422806
F,B,-0.8091105229308453,-0.9271476725746646,FB,9,-0.8091105229308453,-0.6467541264090364,-0.6467541264090364
F,W,-0.8803890467458617,-0.8224255627093048,FW,10,-0.7805844121282866,-0.7838792951299863,-0.8636570973514264
F,B,-0.8128155043068228,-0.9286331642246384,FB,11,-0.8128155043068228,-0.6497156649445905,-0.6497156649445905
F,W,-0.8990812740042328,-0.8392962268393412,FW,12,-0.7992766393866576,-0.7988207336214003,-0.8785985358428403
F,W,-0.8964928452376031,-0.8357587140060355,FW,13,-0.7966882106200279,-0.7967516998636022,-0.8765295020850422
M,B,0.11274511797567968,-0.06941413016441472,MB,14,-0.7866787733438765,-0.7493970310520439,-0.030451847896251508
M,W,-0.0013828640940596213,-0.003661571094806039,MW,15,-0.8013940336822846,-0.9211876598533764,-0.28170700740766963
F,B,-0.801800576002299,-0.9204765119129319,FB,16,-0.801800576002299,-0.640910995951725,-0.640910995951725
F,B,-0.7993348533089728,-0.9192022781711746,FB,17,-0.7993348533089728,-0.6389400460242508,-0.6389400460242508
M,W,-0.016580334229794613,-0.012707058431090924,MW,18,-0.8165915038180196,-0.9333356003914144,-0.2938549479457076
F,W,-0.9074616782410916,-0.8482694654846539,FW,19,-0.8076570436235164,-0.8055195230544323,-0.8852973252758723
M,W,0.0072008470363067205,0.006034419963595729,MW,20,-0.7928103225519182,-0.9143263591581905,-0.27484570671248376
F,W,-0.9042131656925936,-0.8438835463336742,FW,21,-0.8044085310750184,-0.80292285815404,-0.88270066037548
M,B,0.08681447412385032,-0.09291901068851513,MB,22,-0.8126094171957058,-0.7701244229673845,-0.051179239811592045
M,B,0.09474474971661162,-0.08415355288715405,MB,23,-0.8046791416029445,-0.7637854392095158,-0.044840256053723396
M,B,0.10081179068328892,-0.07884361637565918,MB,24,-0.7986121006362672,-0.7589358127751966,-0.03999062961940425
M,W,-0.007102454287538623,-0.007412085284655877,MW,25,-0.8071136238757636,-0.9257595551064521,-0.28627890266074546
M,W,0.0042562306964397155,0.0013273632776981935,MW,26,-0.7957549388917852,-0.9166801077679625,-0.27719945532225587
M,B,0.11072578429155916,-0.07209650165807148,MB,27,-0.788698107027997,-0.7510111645428197,-0.03206598138702721
M,B,0.0916200322005508,-0.0859511727350014,MB,28,-0.8078038591190053,-0.7662831498313657,-0.04733796667557333
F,W,-0.9103464051493032,-0.8497746185791597,FW,29,-0.810541770531728,-0.8078253996665556,-0.8876032018879956
M,B,0.09601250477702096,-0.08379267079228042,MB,30,-0.8034113865425352,-0.7627720723166646,-0.04382688916087214
M,B,0.08619163465747869,-0.09275274407946424,MB,31,-0.8132322566620774,-0.7706222832516718,-0.05167710009587942
F,W,-0.9090380281839768,-0.8471081921837944,FW,32,-0.8092333935664017,-0.8067795620742348,-0.8865573642956749
F,W,-0.8971955787699085,-0.8377494884741647,FW,33,-0.7973909441523334,-0.7973134226430046,-0.8770912248644447
M,W,-0.0004260587947897612,0.0013048194298103596,MW,34,-0.8004372283830147,-0.9204228474353753,-0.2809421949896686
M,B,0.08960225843871716,-0.08627209085891062,MB,35,-0.809821632880839,-0.7678960364143985,-0.0489508532586061
M,W,-0.0003132937005675333,-0.0007567786883290359,MW,36,-0.8003244632887925,-0.9203327098238423,-0.28085205737813573
M,W,-0.009357489632916894,-0.010769566156589385,MW,37,-0.8093686592211419,-0.927562094281865,-0.2880814418361583
M,B,0.099176583788548,-0.08129218382071295,MB,38,-0.8002473075310081,-0.760242898490601,-0.04129771533480853
M,W,0.0026031109322939747,0.0015084996131739352,MW,39,-0.797408058655931,-0.9180015119502203,-0.27852085950451366
M,B,0.09913736291607424,-0.08076102469453103,MB,40,-0.8002865284034819,-0.7602742492892803,-0.0413290661334879
M,W,-0.004020904867716121,-0.0020110302354548505,MW,41,-0.804032074455941,-0.9232963504557645,-0.2838156980100578
