G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,0.00021581453682207206,-6.724691715057841e-05,MW,1,-0.8002692525057172,-0.9202668499611723,-0.2818934056998937
F,W,-0.8902726718327107,-0.8322821782689287,FW,2,-0.7907654301123207,-0.7904445356059253,-0.8697998955512087
F,W,-0.9136717893399432,-0.8509381183481014,FW,3,-0.8141645476195531,-0.8091049402165369,-0.8884603001618203
M,B,0.08712440364280664,-0.09251417636125996,MB,4,-0.8134589548105304,-0.7710645013908078,-0.052864344947796224
F,B,-0.7897545167295721,-0.9130178813888488,FB,5,-0.7897545167295721,-0.6298160099703228,-0.6298160099703228
F,W,-0.892198278050808,-0.8333372020593982,FW,6,-0.7926910363304179,-0.7919801743384245,-0.8713355342837077
M,B,0.11212720404272723,-0.07098616808760892,MB,7,-0.7884561544106098,-0.7511251865120877,-0.0329250300690761
M,B,0.113247725368888,-0.0670954347076636,MB,8,-0.787335633084449,-0.7502315895072212,-0.03203143306420973
M,W,-0.0033542773112847967,-0.0026688779922775627,MW,9,-0.8038393443538241,-0.9231139384619299,-0.28474049420065145
F,B,-0.7948681935026701,-0.9162150598798902,FB,10,-0.7948681935026701,-0.6338940816157342,-0.6338940816157342
F,B,-0.7956291540721263,-0.9163466938557628,FB,11,-0.7956291540721263,-0.6345009349346419,-0.6345009349346419
F,W,-0.8852262541632964,-0.8288401517124557,FW,12,-0.7857190124429063,-0.786420101970071,-0.8657754619153544
M,B,0.10532429191155962,-0.07452509413199856,MB,13,-0.7952590665417774,-0.756550395084966,-0.03835023864195447
F,W,-0.8878842150860002,-0.828011077803565,FW,14,-0.7883769733656102,-0.7885397813230004,-0.8678951412682838
M,W,0.02266014427082279,0.02021537901458184,MW,15,-0.7778249227717166,-0.9023678726206388,-0.2639944283593602
M,W,0.0040914287628752094,0.0021999244101120084,MW,16,-0.7963936382796641,-0.9171761124771436,-0.2788026682158651
F,W,-0.9038831977936922,-0.8411045199181668,FW,17,-0.8043759560733021,-0.8012987022776661,-0.8806540622229493
M,B,0.11115275070506088,-0.07197717070381797,MB,18,-0.7894306077482761,-0.7519022967406848,-0.03370214029767317
M,B,0.09071390484006714,-0.08995193141553502,MB,19,-0.8098694536132699,-0.7682019342589298,-0.05000177781591818
M,W,0.0034549980332181365,0.0026299380455342965,MW,20,-0.7970300690093212,-0.9176836553329097,-0.2793102110716312
F,W,-0.8998917783914173,-0.8432352094467684,FW,21,-0.8003845366710273,-0.7981156121036852,-0.8774709720489686
F,W,-0.8836291072804757,-0.8284882860690376,FW,22,-0.7841218655600857,-0.785146404060447,-0.8645017640057304
M,B,0.0954625663803681,-0.08451478565609424,MB,23,-0.8051207920729689,-0.7644149561528761,-0.046214799709864515
F,W,-0.8950192142087077,-0.8372162541109629,FW,24,-0.7955119724883176,-0.7942298237139123,-0.8735851836591957
M,W,-0.011272613335108485,-0.01041944278881699,MW,25,-0.8117576803776478,-0.9294286789217641,-0.2910552346604855
F,W,-0.9109316897310776,-0.8456016025453809,FW,26,-0.8114244480106876,-0.8069197566360449,-0.8862751165813281
M,B,0.11497735130329545,-0.06687325999643097,MB,27,-0.7856060071500416,-0.7488522417710909,-0.030652085328079337
M,W,0.007721606060016836,0.006956395472217554,MW,28,-0.7927634609825225,-0.9142811068363548,-0.2759076625750762
M,B,0.1078841580187882,-0.07434946614724045,MB,29,-0.7926992004345488,-0.7545089447056894,-0.0363087882626779
M,W,-0.0049248758277565564,-0.0036832614382291008,MW,30,-0.8054099428702959,-0.9243664644936972,-0.2859930202324187
