G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,B,-0.7970592993378609,-0.9187814488967371,FB,1,-0.7970592993378609,-0.6332050449022544,-0.6332050449022544
F,W,-0.8830514146375801,-0.8282175927039837,FW,2,-0.7827200635925481,-0.7812113966647936,-0.8609172826589093
M,W,-0.0090714090257787,-0.008194822259377673,MW,3,-0.8088826965317595,-0.9270417591064681,-0.29165046182247445
M,B,0.10020542043710083,-0.07778977620725289,MB,4,-0.7998261376190634,-0.7604448325601921,-0.04543589457297481
M,W,-0.019998123647163583,-0.01704897716868435,MW,5,-0.8198094111531443,-0.9357222309712538,-0.30033093368726016
F,W,-0.8993944827789214,-0.8410614952365225,FW,6,-0.7990631317338894,-0.7941947634041007,-0.8739006493982164
F,B,-0.8096465138388323,-0.9286427332635652,FB,7,-0.8096465138388323,-0.6432046619067898,-0.6432046619067898
M,B,0.10199871474886976,-0.07856761845353732,MB,8,-0.7980328433072944,-0.7590201920018924,-0.04401125401467518
M,W,-0.0012984908777095429,0.0017247512119098545,MW,9,-0.8011097783836902,-0.9208667467967712,-0.28547544951277753
M,W,0.006339093595329202,0.006324859880205845,MW,10,-0.7934721939106515,-0.9147992471474818,-0.2794079498634882
M,B,0.09665362118057824,-0.08076662421590153,MB,11,-0.803377936875586,-0.7632664760810425,-0.048257538093825145
M,W,-0.005008058256220894,-0.003964841287033429,MW,12,-0.8048193457622016,-0.9238137254976401,-0.2884224282136465
F,W,-0.8917935874174593,-0.8358444707256115,FW,13,-0.7914622363724273,-0.7881564105580198,-0.8678622965521355
M,B,0.10364852199458152,-0.07699121647411547,MB,14,-0.7963830360615827,-0.7577095413740549,-0.042700603386837566
F,B,-0.8037900635304751,-0.9223499245221982,FB,15,-0.8037900635304751,-0.6385521424724745,-0.6385521424724745
F,W,-0.915859346148157,-0.8533482829096309,FW,16,-0.815527995103125,-0.8072748875023794,-0.8869807734964952
F,W,-0.8943737164795458,-0.8350857880375142,FW,17,-0.7940423654345138,-0.7902061335083315,-0.8699120195024472
F,W,-0.8987090913175584,-0.841579680222799,FW,18,-0.7983777402725264,-0.793650270251046,-0.8733561562451617
F,W,-0.8907283578562594,-0.8317389637406636,FW,19,-0.7903970068112274,-0.7873101639453887,-0.8670160499395044
M,B,0.10000462595353793,-0.08021800235736144,MB,20,-0.8000269321026263,-0.7606043490228772,-0.045595411035659825
M,B,0.09904455136514602,-0.08096003966660396,MB,21,-0.8009870066910182,-0.7613670577364662,-0.04635811974924893
F,W,-0.8878221670555055,-0.8284074597913836,FW,22,-0.7874908160104735,-0.7850014089029288,-0.8647072948970446
M,W,0.003761468369162201,0.002639276842768635,MW,23,-0.7960498191368185,-0.9168469809841389,-0.28145568370014523
F,B,-0.7993113949877082,-0.921951957718648,FB,24,-0.7993113949877082,-0.6349941694106447,-0.6349941694106447
F,W,-0.9045391613018434,-0.8429040678451242,FW,25,-0.8042078102568114,-0.7982818324563289,-0.8779877184504447
M,W,0.0028397884559094506,0.002834331895911802,MW,26,-0.7969714990500713,-0.9175791879495949,-0.2821878906656013
F,B,-0.7988187799894648,-0.9182922566902972,FB,27,-0.7988187799894648,-0.634602822992202,-0.634602822992202
M,B,0.10615763909038532,-0.07315628879298143,MB,28,-0.7938739189657789,-0.7557162322129506,-0.040707294225733354
M,W,-0.0033508626119951213,-0.002286907045193543,MW,29,-0.8031621501179759,-0.9224972053300873,-0.2871059080460937
M,B,0.09539845472570596,-0.08157340129763603,MB,30,-0.8046331033304582,-0.7642636135990131,-0.04925467561179582
M,B,0.09123249410072644,-0.08398294028900485,MB,31,-0.8087990639554378,-0.7675731631981365,-0.052564225210919205
M,W,0.008633567527292949,0.007311035429653819,MW,32,-0.7911777199786878,-0.9129764562079331,-0.2775851589239394
F,W,-0.9059870087437064,-0.8475420384278769,FW,33,-0.8056556576986744,-0.7994320408601429,-0.8791379268542586
M,B,0.09430942009098976,-0.08590609389645362,MB,34,-0.8057221379651744,-0.765128771593341,-0.050119833606123765
F,W,-0.8940844813014425,-0.8354368637013565,FW,35,-0.7937531302564105,-0.7899763574125123,-0.869682243406628
M,B,0.1050222132007896,-0.0767570959363142,MB,36,-0.7950093448553746,-0.7566182446504216,-0.041609306663204323
M,W,0.006254131171176551,0.004222206513070986,MW,37,-0.7935571563348042,-0.9148667435503784,-0.2794754462663848
M,W,-0.007251739440841924,-0.0034629440675582237,MW,38,-0.8070630269468226,-0.9255961653317083,-0.2902048680477147
M,W,-0.004502204404649265,-0.002788890682555873,MW,39,-0.80431349191063,-0.9234118617830276,-0.28802056449903396
F,W,-0.9022174119722204,-0.8431067010072907,FW,40,-0.8018860609271884,-0.7964373732175533,-0.876143259211669
M,W,-0.0030868494389136537,-0.0019153493684093289,MW,41,-0.8028981369448944,-0.9222874662639291,-0.2868961689799355
M,W,0.015303379578856472,0.013944609597333865,MW,42,-0.7845079079271242,-0.9076777806349758,-0.27228648335098227
F,B,-0.8084690142549471,-0.9255469694299374,FB,43,-0.8084690142549471,-0.6422692250108075,-0.6422692250108075
M,W,0.018139743506943258,0.015869016351237775,MW,44,-0.7816715439990375,-0.9054244979119271,-0.2700332006279335
M,W,-0.007372226700197513,-0.006781385023063675,MW,45,-0.8071835142061783,-0.9256918836057864,-0.2903005863217927
F,W,-0.8917646892761202,-0.8327019446210117,FW,46,-0.7914333382310882,-0.7881334531081796,-0.8678393391022954
M,W,0.006032471664791746,0.0011525674081418686,MW,47,-0.793778815841189,-0.9150428357405204,-0.27965153845652674
