G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,-0.015937364276426218,-0.01331923765485539,MW,1,-0.8168078509031963,-0.9334460260199818,-0.2928973822883833
M,W,0.006289440951969476,0.003458204097486029,MW,2,-0.7945810456748006,-0.9156686822655599,-0.2751200385339614
M,B,0.11330835676436428,-0.06938767116017762,MB,3,-0.7863398594770125,-0.7491081073605531,-0.029555502574001177
F,B,-0.8014159322724271,-0.9197697823031411,FB,4,-0.8014159322724271,-0.6409848996236424,-0.6409848996236424
M,B,0.10111730934129748,-0.07910471845025935,MB,5,-0.7985309069000792,-0.7588586962796229,-0.03930609149307099
F,B,-0.8023986382585252,-0.9217661334220144,FB,6,-0.8023986382585252,-0.641770883121715,-0.641770883121715
M,B,0.1010214817529986,-0.07774982569564831,MB,7,-0.7986267344883781,-0.7589353406718709,-0.03938273588531904
F,W,-0.8959533557804118,-0.8329442159327809,FW,8,-0.7974411893610537,-0.7977767470905318,-0.8765683065807103
M,B,0.11925457437828925,-0.06450230623923937,MB,9,-0.7803936418630875,-0.7443522302349328,-0.024799625448380963
M,B,0.1120848718340999,-0.06829501767665869,MB,10,-0.7875633444072768,-0.7500866695947638,-0.030534064808211858
F,B,-0.8078548527428014,-0.9268490136233052,FB,11,-0.8078548527428014,-0.6461348481399947,-0.6461348481399947
F,B,-0.8106145539664724,-0.928426551932098,FB,12,-0.8106145539664724,-0.6483421000058643,-0.6483421000058643
M,W,-0.013511935571356442,-0.011596662475252309,MW,13,-0.8143824221981265,-0.9315061305019888,-0.2909574867703903
F,W,-0.8912050335336331,-0.8325131466449812,FW,14,-0.792692867114275,-0.7939789652694218,-0.8727705247596003
M,W,-0.005969460461456281,-0.005688074802990186,MW,15,-0.8068399470882264,-0.9254735418591296,-0.28492489812753097
M,W,-0.006454497673627718,-0.006178189230760685,MW,16,-0.8073249843003978,-0.9258614821486068,-0.2853128384170082
F,B,-0.8027355495843294,-0.924044206480116,FB,17,-0.8027355495843294,-0.6420403500285436,-0.6420403500285436
F,W,-0.9027916964539492,-0.8426071689452396,FW,18,-0.8042795300345911,-0.8032461580838856,-0.882037717574064
F,B,-0.8008096176402743,-0.9217155749635576,FB,19,-0.8008096176402743,-0.6404999597715872,-0.6404999597715872
M,B,0.09345537822902428,-0.08479596539184231,MB,20,-0.8061928380123524,-0.7649868276869908,-0.045434222900438914
M,B,0.10101718233564856,-0.07829798987951582,MB,21,-0.7986310339057281,-0.7589387794125891,-0.0393861746260373
F,W,-0.9033377930817732,-0.8426549056713277,FW,22,-0.8048256266624151,-0.8036829346415689,-0.8824744941317474
M,W,0.011447183815949624,0.00971870660075628,MW,23,-0.7894233028108204,-0.9115434394811064,-0.2709947957495079
M,W,0.0032815485949489933,0.002376175658482246,MW,24,-0.7975889380318211,-0.9180744412515044,-0.2775257975199059
M,W,-0.014940398959588971,-0.013826583793345773,MW,25,-0.8158108855863591,-0.9326486376878967,-0.29209999395629815
M,B,0.09520701014966827,-0.08388949244539373,MB,26,-0.8044412060917084,-0.7635858452936811,-0.0440332405071292
M,B,0.09655189276656563,-0.08314118602722266,MB,27,-0.8030963234748111,-0.7625101873057581,-0.04295758251920627
M,B,0.12118689918731665,-0.0654684940473901,MB,28,-0.7784613170540601,-0.7428067268653621,-0.023254122078810238
M,B,0.09546805727667727,-0.08355546246398964,MB,29,-0.8041801589646994,-0.7633770557503681,-0.04382445096381622
F,B,-0.782642510862554,-0.9042953255967824,FB,30,-0.782642510862554,-0.6259696258395553,-0.6259696258395553
M,B,0.10485562049426403,-0.07440518433620476,MB,31,-0.7947925957471127,-0.755868737005477,-0.036316132218925115
F,B,-0.7902707699056158,-0.9116271057279182,FB,32,-0.7902707699056158,-0.6320708258034188,-0.6320708258034188
M,B,0.10386268570134152,-0.07630904886290474,MB,33,-0.7957855305400352,-0.7566629016619864,-0.03711029687543446
M,B,0.10317691234413533,-0.07745518582354649,MB,34,-0.7964713038972414,-0.7572113938354411,-0.03765878904888924
F,B,-0.803355045611202,-0.9236315187627856,FB,35,-0.803355045611202,-0.6425358325646547,-0.6425358325646547
M,W,-0.00022352425656387408,-0.00048370206244352764,MW,36,-0.801094010883334,-0.9208778529125754,-0.2803292091809768
M,B,0.09328773214539278,-0.08499549269129626,MB,37,-0.8063604840959839,-0.7651209136263408,-0.04556830883978895
M,B,0.10669669419644323,-0.07332775475937826,MB,38,-0.7929515220449335,-0.7543962176872687,-0.03484361290071682
M,W,0.01449364881117041,0.012871603385214756,MW,39,-0.7863768378155996,-0.9091068295005293,-0.26855818576893076
M,W,0.003711749672121728,0.0007120466870300371,MW,40,-0.7971587369546483,-0.9177303597537887,-0.27718171602219016
M,W,0.00505202925621025,0.0065560502552439405,MW,41,-0.7958184573705598,-0.9166583833429397,-0.27610973961134117
F,W,-0.8963226209923538,-0.8362505616474388,FW,42,-0.7978104545729957,-0.7980720911375861,-0.8768636506277646
F,B,-0.8179588101537997,-0.9344463880511872,FB,43,-0.8179588101537997,-0.6542161500783353,-0.6542161500783353
M,B,0.1082329899269857,-0.07445930463947173,MB,44,-0.791415226314391,-0.7531674645205557,-0.03361485973400381
F,W,-0.9017443016321708,-0.8428499787058494,FW,45,-0.8032321352128127,-0.8024084354511444,-0.8811999949413228
F,B,-0.8065527992463208,-0.9251370471625671,FB,46,-0.8065527992463208,-0.6450934455472365,-0.6450934455472365
M,W,-0.006463656494649289,-0.006073833945881268,MW,47,-0.8073341431214194,-0.9258688075157935,-0.28532016378419495
F,W,-0.9154827672089864,-0.8559587233893216,FW,48,-0.8169706007896282,-0.813396673423614,-0.8921882329137925
M,W,0.004331534356502513,0.0018433214175178109,MW,49,-0.7965389522702676,-0.917234646344923,-0.2766860026133244
F,W,-0.8972378696429468,-0.8371957509991818,FW,50,-0.7987257032235887,-0.7988041212118667,-0.8775956807020452
M,B,0.10114005729608297,-0.07821135290282152,MB,51,-0.7985081589452937,-0.7588405021123651,-0.0392878973258132
F,W,-0.8992067090064905,-0.8408715490536418,FW,52,-0.8006945425871324,-0.8003788294888006,-0.8791703889789791
M,W,3.228908665669442e-05,-0.0011124198092324824,MW,53,-0.8008381975401134,-0.9206732494307583,-0.2801246056991597
F,W,-0.9064302613375996,-0.8455321398848249,FW,54,-0.8079180949182415,-0.8061563387438926,-0.8849478982340712
F,B,-0.7831305513685551,-0.905973371698008,FB,55,-0.7831305513685551,-0.626359968210045,-0.626359968210045
F,W,-0.8871958991117463,-0.8297507959476401,FW,56,-0.7886837326923882,-0.7907723973419486,-0.8695639568321272
M,B,0.10402279932689112,-0.07644445943564432,MB,57,-0.7956254169144856,-0.7565348402995048,-0.03698223551295285
M,W,0.007708673515921301,0.004896339173662316,MW,58,-0.7931618131108488,-0.9145335580361629,-0.2739849143045643
F,B,-0.8025389859814029,-0.9229414324811168,FB,59,-0.8025389859814029,-0.6418831354084972,-0.6418831354084972
F,B,-0.7820252414872071,-0.9050325128121612,FB,60,-0.7820252414872071,-0.6254759242138894,-0.6254759242138894
M,B,0.11557463365660095,-0.0695734287624921,MB,61,-0.7840735825847758,-0.7472955039323049,-0.02774289914575301
M,W,0.008138097731718964,0.008246132553628088,MW,62,-0.7927323888950512,-0.9141900978842309,-0.2736414541526323
M,W,0.010673753196666129,0.010213605668985774,MW,63,-0.790196733430104,-0.9121620412931039,-0.27161339756150527
M,B,0.0934582777889794,-0.08615824407877927,MB,64,-0.8061899384523973,-0.7649845085739411,-0.04543190378738919
F,B,-0.7962451704033225,-0.9181478286125292,FB,65,-0.7962451704033225,-0.6368492440368514,-0.6368492440368514
M,B,0.09964335952005453,-0.07952059788846416,MB,66,-0.8000048567213222,-0.760037584220546,-0.040484979433994206
F,W,-0.9056162667717194,-0.8440096951002876,FW,67,-0.8071041003523612,-0.8055052932579044,-0.884296852748083
M,B,0.0948776107979,-0.08221543704368865,MB,68,-0.8047706054434767,-0.7638493040070992,-0.044296699220547325
M,W,0.004952154697676358,0.0027497219460484892,MW,69,-0.7959183319290937,-0.9167382645647857,-0.2761896208331872
F,B,-0.7864257456741898,-0.9102559681632908,FB,70,-0.7864257456741898,-0.6289955157530649,-0.6289955157530649
F,W,-0.8935748291765767,-0.8350740226760561,FW,71,-0.7950626627572186,-0.7958743646009694,-0.8746659240911479
M,W,0.002122039125806144,0.0012210093832435663,MW,72,-0.798748447500964,-0.9190018349190895,-0.2784531911874909
M,B,0.09189925009972724,-0.0865802053449664,MB,73,-0.8077489661416495,-0.7662314431140022,-0.0466788383274503
M,W,0.004779083788277853,0.0017952227137936934,MW,74,-0.7960914028384922,-0.9168766893639709,-0.27632804563237234
M,B,0.10462080313010644,-0.07482605785690856,MB,75,-0.7950274131112702,-0.7560565475774076,-0.036503942790855795
F,W,-0.8689454777796208,-0.8139409722589056,FW,76,-0.7704333113602627,-0.7761754271363637,-0.8549669866265422
F,W,-0.9039730528455896,-0.8440357017005695,FW,77,-0.8054608864262315,-0.8041910252591215,-0.8829825847493
M,W,0.011909339658616472,0.011428147950734414,MW,78,-0.7889611469681536,-0.9111738000660498,-0.2706251563344512
F,W,-0.917522887444406,-0.8556960967335425,FW,79,-0.8190107210250479,-0.815028393248066,-0.8938199527382445
M,W,-0.013868551920837231,-0.009551653845696636,MW,80,-0.8147390385476073,-0.9317913577925518,-0.2912427140609533
M,B,0.09394785724792468,-0.08606590391506605,MB,81,-0.805700358993452,-0.764592935325004,-0.045040330538452134
F,W,-0.8956282147066076,-0.8383780053162715,FW,82,-0.7971160482872495,-0.7975166942139126,-0.876308253704091
M,W,0.009155181087982172,0.008797567752233988,MW,83,-0.7917153055387879,-0.9133766188320055,-0.27282797510040696
F,W,-0.8999709699601826,-0.8372875000354524,FW,84,-0.8014588035408244,-0.800990097259956,-0.8797816567501345
M,W,-0.00837469517312063,-0.008931379293379487,MW,85,-0.8092451817998907,-0.9273972859078108,-0.2868486421762123
M,B,0.11340059589953698,-0.07122517937233484,MB,86,-0.7862476203418397,-0.7490343330688036,-0.029481728282251818
M,B,0.10777402887873183,-0.07137797891112735,MB,87,-0.7918741873626449,-0.7535345486894616,-0.03398194390290972
M,W,0.0019148765484683378,0.0021821645737213086,MW,88,-0.7989556100783017,-0.9191675267633533,-0.27861888303175475
F,W,-0.9011883898491098,-0.8407157404788924,FW,89,-0.8026762234297516,-0.8019638085799832,-0.8807553680701617
F,W,-0.9087730598994048,-0.8447626244499781,FW,90,-0.8102608934800467,-0.8080301453909842,-0.8868217048811626
M,B,0.09210078392894228,-0.08653351454519717,MB,91,-0.8075474323124344,-0.7660702532298382,-0.04651764844328632
F,B,-0.7925943861412986,-0.9150959223609424,FB,92,-0.7925943861412986,-0.6339292901283914,-0.6339292901283914
M,W,-0.003524113036925972,-0.0026028834222605987,MW,93,-0.8043945996636961,-0.923517715040198,-0.2829690713085994
M,W,-0.019367485629105098,-0.015786829981812214,MW,94,-0.8202379722558751,-0.93618949030913,-0.2956408465775315
M,W,-0.008795233959160015,-0.00669263912234746,MW,95,-0.8096657205859301,-0.9277336393551312,-0.28718499562353267
M,W,-0.0028335833226297816,-0.002578805675561521,MW,96,-0.8037040699493998,-0.9229654186585297,-0.2824167749269312
M,B,0.0921130428108133,-0.0845896851726773,MB,97,-0.8075351734305634,-0.766060448385875,-0.04650784359932307
F,W,-0.8838025440363171,-0.8272470676481499,FW,98,-0.785290377616959,-0.7880583392919122,-0.8668498987820907
F,B,-0.7854962396749943,-0.9111747735047332,FB,99,-0.7854962396749943,-0.6282520824301154,-0.6282520824301154
F,W,-0.9027053157324176,-0.8419600627553642,FW,100,-0.8041931493130595,-0.8031770694422817,-0.8819686289324602
M,W,-0.0061780268786673,-0.004190191618744388,MW,101,-0.8070485135054374,-0.9256403565163098,-0.2850917127847113
F,B,-0.8100367948004689,-0.9258594925798354,FB,102,-0.8100367948004689,-0.6478799992587811,-0.6478799992587811
M,W,0.003031511288984812,0.0017627321845201062,MW,103,-0.7978389753377853,-0.9182744249690868,-0.2777257812374883
M,W,-0.02136141443903097,-0.014662960735469837,MW,104,-0.822231901065801,-0.9377842655146379,-0.2972356217830393
M,B,0.08965042707328268,-0.08649188906229449,MB,105,-0.8099977891680941,-0.7680300866695272,-0.04847748188297536
