G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,-0.01878899583970021,-0.014847129567959519,MW,1,-0.8185683328607065,-0.934697834396155,-0.2949890045192524
M,B,0.10596753661167864,-0.07592501734070724,MB,2,-0.7933875536613718,-0.7546725580446737,-0.0353173986761363
M,B,0.10524270137593628,-0.07589569479951334,MB,3,-0.7941123888971142,-0.7552523223359561,-0.0358971629674187
F,W,-0.8979745246410442,-0.8424127192474709,FW,4,-0.7975786898819883,-0.7977545191664699,-0.878056796313877
F,W,-0.8778984028319508,-0.8223333279049736,FW,5,-0.7775025680728949,-0.7816964994146742,-0.8619987765620816
F,W,-0.9045360956463616,-0.8467301467483892,FW,6,-0.8041402608873057,-0.8030028354403067,-0.883305112587714
M,B,0.08897394055489817,-0.0905801798795008,MB,7,-0.8103811497181523,-0.7682649990414311,-0.048909839672893696
M,B,0.09564280416668723,-0.08182587180856234,MB,8,-0.8037122861063632,-0.7629308640616546,-0.04357570469311717
M,W,0.012562408157164005,0.012040537691868705,MW,9,-0.7872169288638423,-0.9096212050842061,-0.2699123752073035
F,W,-0.9070161246843548,-0.8477114186532674,FW,10,-0.8066202899252989,-0.8049865031852934,-0.8852887803327005
F,B,-0.8050364160668625,-0.923494728415892,FB,11,-0.8050364160668625,-0.6439137395680199,-0.6439137395680199
M,W,0.007539714313484958,0.006570080133500254,MW,12,-0.7922396227075214,-0.9136386402101718,-0.2739298103332693
M,W,-0.005852549712936661,-0.005807513908668618,MW,13,-0.805631886733943,-0.9243505317947375,-0.28464170191783483
M,B,0.1158083012150755,-0.06735306837245805,MB,14,-0.783546789057975,-0.7468013569293994,-0.027446197560862043
M,W,0.0007035625533557867,0.0007773869826388683,MW,15,-0.7990757744676505,-0.9191065817296691,-0.2793977518527666
F,B,-0.7970141270875309,-0.9169236135569584,FB,16,-0.7970141270875309,-0.637497058293135,-0.637497058293135
M,W,-0.007298102216650838,-0.008884176759488846,MW,17,-0.8070774392376572,-0.9255067665933521,-0.2857979367164495
M,W,0.004238676095478795,0.0017226913899507704,MW,18,-0.7955406609255276,-0.91627899761636,-0.2765701677394575
M,B,0.10193055552816123,-0.07753015062539675,MB,19,-0.7974245347448893,-0.7579015642538005,-0.038546404885263064
F,W,-0.90622279021552,-0.8419345506458883,FW,20,-0.8058269554564641,-0.804351949326163,-0.8846542264735704
F,W,-0.8931232538101591,-0.8327612824975612,FW,21,-0.7927274190511032,-0.7938741978790995,-0.8741764750265069
M,W,-0.0004006757672862936,0.0002493593105563933,MW,22,-0.8001800127882926,-0.9199898141055322,-0.28028098422862957
M,W,0.006628735672183334,0.004071448637997121,MW,23,-0.793150601348823,-0.9143672925442526,-0.27465846266735006
F,W,-0.9027716145144404,-0.8423434538591158,FW,24,-0.8023757797553845,-0.8015915034541048,-0.8818937806015119
M,W,-0.0023240546356669053,-0.002578206108996769,MW,25,-0.8021033916566732,-0.9215282415046253,-0.2818194116277228
M,W,-0.003349227811910303,-0.0017489458240769569,MW,26,-0.8031285648329166,-0.9223482330981049,-0.2826394032212023
F,B,-0.7787585890500467,-0.9028886711127401,FB,27,-0.7787585890500467,-0.6228952445975836,-0.6228952445975836
M,W,-0.010800156272543231,-0.00986523544890257,MW,28,-0.8105794932935496,-0.9283079078563974,-0.2885990779794948
M,W,-0.0055463426414339295,-0.004778005267850466,MW,29,-0.8053256796624403,-0.9241056100290156,-0.284396780152113
F,W,-0.8980566502525429,-0.8402376477669544,FW,30,-0.797660815493487,-0.7978202078838483,-0.8781224850312557
M,W,0.014948962729762759,0.012238101728248622,MW,31,-0.7848303742912436,-0.9077123035129787,-0.26800347363607624
F,W,-0.9073512541076498,-0.8471200491161309,FW,32,-0.8069554193485939,-0.8052545586867419,-0.8855568358341492
M,W,0.00010028350855363448,-0.0007679846115664861,MW,33,-0.7996790535124527,-0.919589118491968,-0.2798802886150654
M,W,0.005298742031396245,0.0017511505974802887,MW,34,-0.7944805949896101,-0.9154310968166419,-0.2757222669397394
M,W,-0.013019004536945888,-0.010501683178440612,MW,35,-0.8127983415579523,-0.9300826684199579,-0.29037383854305526
M,W,-0.009511928656664805,-0.00703276604828262,MW,36,-0.8092912656776712,-0.927277510417226,-0.28756868054032336
M,B,0.10714507140154407,-0.07386430529467887,MB,37,-0.7922100188715064,-0.7537306989996901,-0.03437553963115278
F,B,-0.8084361113220572,-0.926414770233136,FB,38,-0.8084361113220572,-0.6466330084625369,-0.6466330084625369
M,W,-0.011424620472169848,-0.011038492738385893,MW,39,-0.8112039574931762,-0.9288073897058924,-0.28909855982898985
M,W,-0.005775309370449557,-0.00539241254121445,MW,40,-0.8055546463914559,-0.9242887505923175,-0.284579920715415
F,W,-0.9199952037204568,-0.8560398070535012,FW,41,-0.819599368961401,-0.8153679060032142,-0.8956701831506213
M,B,0.0975036529594444,-0.08201742533658789,MB,42,-0.8018514373136061,-0.7614424517600483,-0.04208729239151095
M,W,-0.0061622632264944546,-0.008353620806395234,MW,43,-0.8059416002475008,-0.9245982582114927,-0.28488942833459013
M,W,0.006322118701179944,0.00611666596648841,MW,44,-0.7934572183198264,-0.9146125421708203,-0.2749037122939178
M,W,-0.007687717100211371,-0.007952671122146083,MW,45,-0.8074670541212177,-0.92581840265311,-0.2861095727762075
M,B,0.1018488330449189,-0.07966652578686888,MB,46,-0.7975062572281316,-0.757966930526358,-0.03861177115782058
M,B,0.10411042051911384,-0.07692123923310402,MB,47,-0.7952446697539366,-0.7561579847211682,-0.03680282535263092
F,B,-0.7843775278777646,-0.9088458127805096,FB,48,-0.7843775278777646,-0.6273895902454943,-0.6273895902454943
