G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,B,-0.7885829879219257,-0.9104270177491762,FB,1,-0.7885829879219257,-0.629766914123909,-0.629766914123909
M,B,0.08563313434400897,-0.08898168069562971,MB,2,-0.8139113633863209,-0.7712152885298202,-0.052833873853831176
F,W,-0.8934587000068598,-0.8384556576991355,FW,3,-0.7933485646980648,-0.7933906351154334,-0.8733391655194253
M,B,0.11777394052712288,-0.06359563571199245,MB,4,-0.781770557203207,-0.7455474556734027,-0.027166040997413668
F,W,-0.8986441868408116,-0.8405952244226113,FW,5,-0.7985340515320166,-0.7975317947545142,-0.877480325158506
F,W,-0.8992683185089047,-0.8377070009846899,FW,6,-0.7991581832001097,-0.7980302298978562,-0.8779787603018481
F,W,-0.8982346949356629,-0.8380050014940879,FW,7,-0.7981245596268679,-0.797204772161567,-0.8771533025655589
M,B,0.10875410076461274,-0.07506204959063857,MB,8,-0.7907903969657171,-0.7527507516360726,-0.03436933696008353
M,B,0.11192162838383704,-0.06981295782271807,MB,9,-0.7876228693464928,-0.7502211458435132,-0.03183973116752409
M,W,0.004860600029930134,0.004103375390408781,MW,10,-0.7941715851629402,-0.9153139090856827,-0.2772022058638808
F,B,-0.8140806735892891,-0.932653388747794,FB,11,-0.8140806735892891,-0.6501295126911845,-0.6501295126911845
M,W,0.008227028490865025,0.008366870663984541,MW,12,-0.7908051567020054,-0.9126254599358365,-0.2745137567140346
F,B,-0.7978944275132795,-0.9186030500728276,FB,13,-0.7978944275132795,-0.6372030833886695,-0.6372030833886695
M,B,0.09056665314851688,-0.08956992259636982,MB,14,-0.808977844581813,-0.7672753520096645,-0.04889393733367532
M,B,0.10928597206818992,-0.07401410842324999,MB,15,-0.7902585256621399,-0.7523259961509873,-0.03394458147499814
F,W,-0.8972606613325251,-0.8383785079007282,FW,16,-0.7971505260237302,-0.7964269033184698,-0.8763754337224615
M,B,0.09337644089805634,-0.08483142805395487,MB,17,-0.8061680568322735,-0.7650314393365878,-0.04665002466059871
M,W,0.006233808137784409,0.005987075732051607,MW,18,-0.7927983770550859,-0.9142172571850219,-0.27610555396322
F,B,-0.8132241008283108,-0.9305816169921494,FB,19,-0.8132241008283108,-0.6494454487528721,-0.6494454487528721
F,W,-0.8949260096414976,-0.8378044005579641,FW,20,-0.7948158743327026,-0.7945624370371376,-0.8745109674411294
M,W,-0.005189538814201543,-0.0035516544279409873,MW,21,-0.8042217240070719,-0.9233400078264944,-0.2852283046046924
F,B,-0.8020844073128555,-0.9197897138076508,FB,22,-0.8020844073128555,-0.640549225378841,-0.640549225378841
M,B,0.10649348748553783,-0.07552931461757932,MB,23,-0.7930510102447921,-0.7545560904153712,-0.03617467573938203
F,W,-0.8992878300775082,-0.8398403583211419,FW,24,-0.7991776947687133,-0.7980458119488736,-0.8779943423528654
F,B,-0.8041992108741307,-0.924548061585115,FB,25,-0.8041992108741307,-0.6422381196780601,-0.6422381196780601
M,W,0.0007504836190334464,-0.0014307701274233868,MW,26,-0.7982817015738369,-0.9185962717138716,-0.28048456849206965
F,B,-0.8034505406472262,-0.9241184946534344,FB,27,-0.8034505406472262,-0.6416402273246674,-0.6416402273246674
M,B,0.0950357966810386,-0.08351040600128974,MB,28,-0.8045087010492913,-0.7637062682551824,-0.0453248535791933
F,W,-0.9115635224655448,-0.8473306407588711,FW,29,-0.8114533871567499,-0.8078492505626338,-0.8877977809666255
M,W,0.008048439457083596,0.00993965804338136,MW,30,-0.7909837457357868,-0.9127680821663735,-0.2746563789445715
M,B,0.12317381260128706,-0.06311307986112816,MB,31,-0.7763706851290428,-0.7412350867472461,-0.02285367207125706
M,B,0.10364075895989852,-0.07506857649322729,MB,32,-0.7959037387704313,-0.7568342958394564,-0.03845288116346733
F,B,-0.8215172275150329,-0.9357642522335712,FB,33,-0.8215172275150329,-0.656068387469441,-0.656068387469441
M,W,-0.010886200956061541,-0.008377096068929713,MW,34,-0.8099183861489319,-0.9278893950093697,-0.2897776917875679
M,W,0.002669862119164724,0.00025528749292643023,MW,35,-0.7963623230737056,-0.9170634449935681,-0.2789517417717662
M,W,-0.0057301596187710815,-0.003952389196388907,MW,36,-0.8047623448116414,-0.9237717507134442,-0.28566004749164225
F,W,-0.8914029822042359,-0.832624628427327,FW,37,-0.7912928468954409,-0.7917489270432372,-0.871697457447229
M,W,-0.0021460521944671003,-0.0016817004403733835,MW,38,-0.8011782373873374,-0.9209094618902468,-0.28279775866844487
M,W,-0.007871109622395366,-0.004934829118536564,MW,39,-0.8069032948152657,-0.9254815257120516,-0.28736982249024967
M,W,-0.001053083872578041,-0.003194466684768173,MW,40,-0.8000852690654484,-0.9200366110960329,-0.2819249078742309
M,W,0.015001181743406969,0.01340080936329428,MW,41,-0.7840310034494634,-0.9072155821487213,-0.26910387892691934
F,B,-0.7868225844444271,-0.9101656274323034,FB,42,-0.7868225844444271,-0.6283610457719188,-0.6283610457719188
M,B,0.0994129192444081,-0.0785575085199384,MB,43,-0.8001315784859218,-0.7602106729764414,-0.04182925830045234
M,W,0.009200308893764256,0.010557123702938202,MW,44,-0.7898318762991061,-0.9118481926027859,-0.273736489380984
M,W,-0.005115943805822697,-0.0041273666961003826,MW,45,-0.804148128998693,-0.9232812344291075,-0.28516953120730554
M,B,0.08776124491526857,-0.08977596585754766,MB,46,-0.8117832528150613,-0.7695157671758175,-0.05113435249982841
F,W,-0.9017352002398776,-0.8415818158228975,FW,47,-0.8016250649310827,-0.8000002958503535,-0.8799488262543452
M,W,-0.00649427963140307,-0.006158574574643542,MW,48,-0.8055264648242734,-0.9243819813546651,-0.2862702781328632
F,W,-0.8941774703801759,-0.8354809841660347,FW,49,-0.7940673350713809,-0.7939646492736133,-0.8739131796776052
M,W,-0.0015046036333082838,-0.001955105739140084,MW,50,-0.8005367888261786,-0.9203971973764069,-0.282285494154605
F,W,-0.8967403277119322,-0.8385893538020988,FW,51,-0.7966301924031373,-0.7960113618934395,-0.8759598922974313
M,B,0.09176324311174658,-0.08559454647429929,MB,52,-0.8077812546185833,-0.7663197483761133,-0.04793833370012418
F,W,-0.8920118631359816,-0.8338531930290035,FW,53,-0.7919017278271866,-0.7922351828607319,-0.8721837132647237
F,B,-0.796945288103825,-0.9180435920387512,FB,54,-0.796945288103825,-0.6364450951919666,-0.6364450951919666
M,B,0.09164185053117524,-0.08853920104141323,MB,55,-0.8079026471991546,-0.7664166931898296,-0.0480352785138405
M,B,0.08360896949523547,-0.09421736000340797,MB,56,-0.8159355282350944,-0.7728317982314173,-0.05445038355542822
M,B,0.10228464511869996,-0.07854755401901467,MB,57,-0.7972598526116299,-0.7579172961603522,-0.03953588148436303
M,B,0.09776219495053104,-0.08101412487878988,MB,58,-0.8017823027797988,-0.7615289509009548,-0.04314753622496577
F,B,-0.796904318066096,-0.9181321186473216,FB,59,-0.796904318066096,-0.6364123762839665,-0.6364123762839665
M,B,0.10331059108412027,-0.07650252884968732,MB,60,-0.7962339066462096,-0.7570979698058702,-0.038716555129880995
M,W,-0.008879298934967363,-0.008062946878792325,MW,61,-0.8079114841278378,-0.9262866715013417,-0.28817496827953976
F,B,-0.8038456271704576,-0.9221851044167148,FB,62,-0.8038456271704576,-0.6419557456966819,-0.6419557456966819
M,W,-0.002053057562464148,0.0004559752452024833,MW,63,-0.8010852427553344,-0.9208351958417477,-0.2827234926199458
M,W,-0.009125092463422446,-0.007013397684769432,MW,64,-0.8081572776562927,-0.9264829636282296,-0.28837126040642763
F,W,-0.9004213245366083,-0.8385170630236173,FW,65,-0.8003111892278133,-0.7989510271495782,-0.87889955755357
M,W,0.009359875826136652,0.007545858291939539,MW,66,-0.7896723093667337,-0.9117207615319468,-0.2736090583101449
M,W,0.011394240819620793,0.01000697648760624,MW,67,-0.7876379443732495,-0.9100961059360604,-0.2719844027142585
F,W,-0.9102569230219903,-0.8474412058866141,FW,68,-0.8101467877131954,-0.806805792724757,-0.8867543231287489
M,B,0.11322050008615316,-0.0713289673440075,MB,69,-0.7863239976441767,-0.749183859424279,-0.030802444748289956
M,W,-0.001224637251747468,-0.0010155947899739095,MW,70,-0.8002568224446178,-0.9201736146122915,-0.2820619113904896
M,B,0.09317077876996377,-0.08417501948208135,MB,71,-0.8063737189603661,-0.7651956822961048,-0.04681426762011566
F,W,-0.8832150308615241,-0.8261023404426908,FW,72,-0.7831048955527291,-0.7852099819619025,-0.8651585123658942
F,W,-0.9033438071487264,-0.8433520009150239,FW,73,-0.8032336718399314,-0.8012849385887083,-0.8812334689927002
F,B,-0.8025449983221447,-0.921511269760408,FB,74,-0.8025449983221447,-0.6409170560105385,-0.6409170560105385
M,W,0.00283045353347812,0.003076557202981564,MW,75,-0.7962017316593922,-0.9169351957655528,-0.27882349254375094
M,W,-0.008898596302467886,-0.004077438425771775,MW,76,-0.8079307814953383,-0.9263020824901249,-0.288190379268323
F,B,-0.7964392962807365,-0.914028576101962,FB,77,-0.7964392962807365,-0.6360410072089908,-0.6360410072089908
F,B,-0.8029071202810435,-0.9221323887359932,FB,78,-0.8029071202810435,-0.641206248691696,-0.641206248691696
F,W,-0.906921564857478,-0.8441504158837366,FW,79,-0.806811429548683,-0.8041421564925094,-0.8840906868965013
F,W,-0.9033121390022064,-0.8433999520231271,FW,80,-0.8032020036934114,-0.8012596482245801,-0.8812081786285718
M,B,0.0924106094213556,-0.08687883430178392,MB,81,-0.8071338883089743,-0.7658027579142919,-0.047421343238302785
M,W,-0.007570301521768279,-0.004784657586455678,MW,82,-0.8066024867146386,-0.9252412986311015,-0.28712959540929955
M,W,-0.007075898489874531,-0.005243804936943147,MW,83,-0.8061080836827449,-0.9248464655234919,-0.28673476230169
F,W,-0.8933095100237194,-0.833855574406638,FW,84,-0.7931993747149244,-0.7932714911359924,-0.8732200215399842
M,W,-0.007812728691886359,-0.007279459181064452,MW,85,-0.8068449138847567,-0.9254349023648408,-0.28732319914303894
M,W,0.006688177975248386,0.004590883528352931,MW,86,-0.792344007217622,-0.9138543948169601,-0.27574269159515813
M,W,-0.006342146114223815,-0.004487740493083175,MW,87,-0.8053743313070941,-0.9242604866519943,-0.28614878343019245
F,W,-0.9084582570560882,-0.8500073817197233,FW,88,-0.8083481217472932,-0.8053693677292459,-0.8853178981332378
M,W,0.0015039052112922836,0.002630856780207699,MW,89,-0.797528279981578,-0.9179945848927527,-0.27988288167095077
M,W,-0.005991861013835566,-0.007758367348053553,MW,90,-0.8050240462067059,-0.9239807469541897,-0.2858690437323879
M,W,0.0038034646504893532,0.0024010747883190624,MW,91,-0.795228720542381,-0.9161581434857629,-0.27804644026396086
F,W,-0.9057671276317392,-0.8452962913754888,FW,92,-0.8056569923229442,-0.803220216277797,-0.8831687466817888
M,W,-0.015090007935892769,-0.010375862964673079,MW,93,-0.8141221931287631,-0.931246579465298,-0.29313487624349605
F,W,-0.8969508996618921,-0.8361158474174404,FW,94,-0.7968407643530971,-0.7961795258649661,-0.876128056268958
M,B,0.1016882208699377,-0.07937989744845939,MB,95,-0.7978562768603922,-0.7583936039991016,-0.040012189323112485
M,W,0.0026356833276405213,0.0042647895296277945,MW,96,-0.7963965018652298,-0.9170907403732509,-0.27897903715144895
M,W,0.007509737824259856,0.006885356716943369,MW,97,-0.7915224473686104,-0.9131982923917181,-0.27508658916991624
F,W,-0.9083350985215196,-0.8479319711054665,FW,98,-0.8082249632127246,-0.8052710126145006,-0.8852195430184925
M,B,0.0988268862066009,-0.08201563482847675,MB,99,-0.8007176115237289,-0.7606786823342986,-0.04229726765830959
M,W,-0.016137914288166088,-0.012184752313530969,MW,100,-0.8151700994810365,-0.9320834435111495,-0.2939717402893475
M,B,0.10644838280557996,-0.0748583528677291,MB,101,-0.7930961149247499,-0.7545921112724586,-0.036210696596469596
M,W,0.005889480140088483,0.005205711364960151,MW,102,-0.7931427050527818,-0.9144922395063206,-0.2763805362845187
