G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,B,-0.7996112579545216,-0.9192323511377196,FB,1,-0.7996112579545216,-0.6440097841923427,-0.6440097841923427
F,W,-0.9105132372583086,-0.8455170762324233,FW,2,-0.8098141621790556,-0.8127109779065556,-0.8938143752949983
M,W,-0.00546017869045535,-0.0032303718458866477,MW,3,-0.804705596331254,-0.9238364788523818,-0.2801213437650209
M,W,-0.00161696903939239,0.001489228500348124,MW,4,-0.800862386680191,-0.9207411439713817,-0.27702600888402085
F,W,-0.8963981576325404,-0.8358405897368435,FW,5,-0.7956990825532874,-0.8013426419892969,-0.8824460393777398
F,W,-0.9085681020093032,-0.8469972705409327,FW,6,-0.8078690269300501,-0.811144358978326,-0.8922477563667689
M,B,0.09792404008035346,-0.08107471146831377,MB,7,-0.8011832025977363,-0.7605001725025634,-0.036355964223017345
M,W,0.01729432132038515,0.012378088039977373,MW,8,-0.7819510963204136,-0.9055099226719792,-0.26179478758461816
F,W,-0.8894012375565616,-0.8295130816049208,FW,9,-0.7887021624773086,-0.7957072973848837,-0.8768106947733265
M,B,0.08883922503340888,-0.08962679959214466,MB,10,-0.8102680176446809,-0.7678171152289287,-0.043672906949382626
F,W,-0.8928439363630891,-0.8342293207289893,FW,11,-0.7921448612838361,-0.7984800593906396,-0.8795834567790825
M,W,0.00107525267701304,-0.0013932833958830249,MW,12,-0.7981701649637857,-0.9185728189142592,-0.2748576838268981
M,W,-0.016819870125096472,-0.013570004072292141,MW,13,-0.8160652877658952,-0.9329856152065013,-0.28927048011914025
M,B,0.11104101051417367,-0.06988907230017757,MB,14,-0.7880662321639161,-0.7499357173197396,-0.02579150904019356
M,W,-0.0014193668133533595,-0.00019735186083517312,MW,15,-0.800664784454152,-0.9205819944275486,-0.2768668593401877
M,W,0.002557305197008413,0.0042849937695016785,MW,16,-0.7966881124437903,-0.9173791684821662,-0.273664033394805
M,W,-0.013117677908687923,-0.011561107903682413,MW,17,-0.8123630955494866,-0.9300038562747588,-0.2862887211873977
M,B,0.1141647465081112,-0.06806249305003144,MB,18,-0.7849424961699787,-0.7474198491108857,-0.023275640831339525
M,B,0.10272657377691496,-0.07635262295969696,MB,19,-0.7963806689011749,-0.7566321945836295,-0.03248798630408348
M,W,-0.009747026845493858,-0.009057437758606436,MW,20,-0.8089924444862926,-0.9272891217807144,-0.2835739866933534
M,W,0.011984590895180731,0.009021745735568978,MW,21,-0.7872608267456179,-0.9097863986610777,-0.26607126357371674
F,W,-0.9065803309239248,-0.8438190433336524,FW,22,-0.8058812558446717,-0.8095434009940763,-0.8906467983825191
M,W,0.012027622744812306,0.010505535876303328,MW,23,-0.7872177948959864,-0.9097517406545541,-0.266036605567193
F,W,-0.902397180870172,-0.8418944782356981,FW,24,-0.8016981057909189,-0.8061742768896296,-0.8872776742780725
F,B,-0.7997558431379633,-0.9188224980036008,FB,25,-0.7997558431379633,-0.6441262336193103,-0.6441262336193103
M,W,-0.007172692065974248,-0.003493971030895754,MW,26,-0.806418109706773,-0.9252157432867218,-0.2815006081993608
M,W,-0.014602992747806215,-0.011305705229289949,MW,27,-0.8138484103886049,-0.9312001341904115,-0.28748499910305036
M,B,0.09201052805794133,-0.0860150678562256,MB,28,-0.8070967146201485,-0.7652629363624853,-0.04111872808293922
M,W,0.00038212320763914514,0.0008073266644636429,MW,29,-0.7988632944331595,-0.9191310678828026,-0.2754159327954416
F,W,-0.9035670929691936,-0.8419548311326893,FW,30,-0.8028680178899406,-0.8071165283035757,-0.8882199256920186
F,W,-0.8984013741591625,-0.8392610687090296,FW,31,-0.7977022990799095,-0.8029560397874979,-0.8840594371759407
M,B,0.09678558188609168,-0.08159711690144822,MB,32,-0.8023216607919982,-0.7614170908284436,-0.037272882548897435
F,B,-0.8121011644781216,-0.9287539785291252,FB,33,-0.8121011644781216,-0.6540691998456721,-0.6540691998456721
M,B,0.10087971278969883,-0.07871496526983005,MB,34,-0.798227529888391,-0.7581196630678189,-0.03397545478827278
M,W,0.0032403353650431194,0.0016858907906544605,MW,35,-0.7960050822757556,-0.916829053527259,-0.27311391843989785
M,B,0.09599550420464943,-0.08060409852081035,MB,36,-0.8031117384734404,-0.7620534222358106,-0.03790921395626458
F,W,-0.9078143462905632,-0.8490175521301618,FW,37,-0.8071152712113102,-0.8105372814104074,-0.8916406787988502
M,B,0.11592769716198233,-0.06766139968460369,MB,38,-0.7831795455161075,-0.7459999623110853,-0.02185575403153929
M,W,-0.002808005063863644,-0.00042444117047724236,MW,39,-0.8020534227046624,-0.92170040867089,-0.2779852735835289
F,B,-0.7956562620060723,-0.9183272183639382,FB,40,-0.7956562620060723,-0.6408244162252157,-0.6408244162252157
M,W,-0.00532820593364205,-0.003347397918457253,MW,41,-0.8045736235744407,-0.9237301875192008,-0.28001505243183983
M,W,-0.004230028992309062,-0.0036150906102686018,MW,42,-0.8034754466331078,-0.9228457118593634,-0.27913057677200226
M,W,-0.00018355747643358824,0.0012429921023272082,MW,43,-0.7994289751172323,-0.9195866691410983,-0.2758715340537372
M,W,-0.027018983996759227,-0.02156100429921713,MW,44,-0.826264401637558,-0.94120001821559,-0.2974848831282288
F,W,-0.9038269858141786,-0.8408034582959026,FW,45,-0.8031279107349256,-0.8073258469360324,-0.8884292443244752
F,W,-0.9043335761708357,-0.8439057371439319,FW,46,-0.8036345010915826,-0.8077338566320179,-0.8888372540204608
M,B,0.08886770578956542,-0.08869783165190882,MB,47,-0.8102395368885245,-0.7677941767254453,-0.04364996844589916
M,B,0.09375290983001718,-0.08411028918162017,MB,48,-0.8053543328480727,-0.7638596158140907,-0.03971540753454461
M,W,0.024862730555720882,0.020793173630585,MW,49,-0.7743826870850778,-0.8994142986423772,-0.2556991635550161
M,B,0.10948240838622952,-0.07208942754254867,MB,50,-0.7896248342918604,-0.7511910210815035,-0.027046812801957407
F,B,-0.8084105362578287,-0.9259243051475351,FB,51,-0.8084105362578287,-0.6510967545980088,-0.6510967545980088
M,B,0.09990541058194596,-0.08128835337796755,MB,52,-0.7992018320961438,-0.7589043695715243,-0.034760161291978287
F,W,-0.8721412002368888,-0.8185423325005425,FW,53,-0.7714421251576358,-0.7818060012252609,-0.8629093986137037
M,W,0.01573758922153764,0.0144073751519615,MW,54,-0.783507828419261,-0.9067637203055801,-0.26304858521821917
F,B,-0.8043564721593717,-0.9242519509469352,FB,55,-0.8043564721593717,-0.6478315967864141,-0.6478315967864141
M,B,0.08660806323044222,-0.08972470941324291,MB,56,-0.8124991794476476,-0.7696141009728543,-0.04546989269330831
F,W,-0.904146214253144,-0.8421380249495332,FW,57,-0.803447139173891,-0.8075829546693728,-0.8886863520578157
M,B,0.09660199227762443,-0.0828204954675292,MB,58,-0.8025052504004654,-0.7615649545596663,-0.03742074628012028
M,W,0.004605840050772397,0.003928754580068567,MW,59,-0.7946395775900263,-0.9157292711402278,-0.2720141360528668
M,B,0.08373655721791556,-0.09192140792771697,MB,60,-0.8153706854601743,-0.7719268222471458,-0.04778261396759968
M,W,0.01885995705599306,0.016519079380492303,MW,61,-0.7803854605848056,-0.9042489540172958,-0.2605338189299347
M,W,0.008760084538246069,0.005794132782740996,MW,62,-0.7904853331025526,-0.9123834276828657,-0.2686682925955048
