G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,-0.015150991120545515,-0.012988728555948778,MW,1,-0.8165754863822444,-0.9330741092014238,-0.29413073406920753
M,W,-0.005457132586776804,-0.0023350822977082635,MW,2,-0.8068816278484757,-0.9253455873927687,-0.2864022122605525
M,B,0.12025541490276635,-0.06457161320888076,MB,3,-0.780693857167827,-0.7446944142724031,-0.026403955067356655
M,B,0.11108623971526106,-0.07094980320556417,MB,4,-0.7898630323553323,-0.752004627244581,-0.03371416803953456
F,W,-0.91748146187592,-0.8545786580494805,FW,5,-0.8177498227887209,-0.8115343107733097,-0.8910463177840697
M,B,0.09748386436868196,-0.08199730206298161,MB,6,-0.8034654077019114,-0.7628492516167378,-0.044558792411691375
M,W,0.009089753518859288,0.009855895066706744,MW,7,-0.7923347417428396,-0.9137479427475748,-0.2748045676153586
M,W,2.144818064898208e-05,-0.0007958825918103531,MW,8,-0.8014030470810499,-0.9209777362637233,-0.28203436113150704
M,W,-0.00528654384395251,-0.0044772705594824476,MW,9,-0.8067110391056515,-0.9252095838793446,-0.2862662087471284
F,W,-0.9130814432433609,-0.8500704078047483,FW,10,-0.8133498041561619,-0.8080263536639953,-0.8875383606747556
M,W,0.005094826548521306,0.0071088564584951405,MW,11,-0.7963296687131776,-0.9169329366389843,-0.2779895615067681
M,B,0.1071763893262508,-0.07605949385401985,MB,12,-0.7937728827443425,-0.7551217930145148,-0.03683133380946833
F,B,-0.8237074532939234,-0.940410991338076,FB,13,-0.8237074532939234,-0.656708677412364,-0.656708677412364
F,W,-0.8914545348574434,-0.8307692935936904,FW,14,-0.7917228957702444,-0.7907840932645787,-0.8702961002753387
M,B,0.09738194337603408,-0.08294624257404802,MB,15,-0.8035673286945593,-0.7629305091068997,-0.044640049901853315
M,W,0.004542462411638634,0.004510853297480967,MW,16,-0.7968820328500603,-0.9173733142516084,-0.2784299391193922
F,B,-0.8026950143991215,-0.9237828483660052,FB,17,-0.8026950143991215,-0.6399563087156472,-0.6399563087156472
F,B,-0.8101388336294502,-0.9311807542096135,FB,18,-0.8101388336294502,-0.6458909650819307,-0.6458909650819307
M,B,0.10053939380485713,-0.07999460133102483,MB,19,-0.8004098782657363,-0.7604132014307149,-0.04212274222566845
F,B,-0.7903383341647736,-0.912629516591818,FB,20,-0.7903383341647736,-0.6301048267344462,-0.6301048267344462
F,W,-0.8892273339529733,-0.8301979952562734,FW,21,-0.7894956948657742,-0.7890084359551086,-0.8685204429658688
M,W,-0.00854263160793774,-0.006168590746420018,MW,22,-0.8099671268696367,-0.9278055311182272,-0.28886215598601095
F,W,-0.8904143777990847,-0.832363696217783,FW,23,-0.7906827387118857,-0.7899548180609073,-0.8694668250716675
F,W,-0.8916109523209493,-0.8334638525672078,FW,24,-0.7918793132337503,-0.7909087985894758,-0.8704208056002358
M,W,0.0002495071083498011,-0.0005196606644506161,MW,25,-0.8011749881533491,-0.9207959140935055,-0.28185253896128926
M,W,-0.020794608842326912,-0.015284051978121419,MW,26,-0.8222191041040258,-0.9375735376272213,-0.2986301624950052
F,W,-0.8977221630328154,-0.8371679503160924,FW,27,-0.7979905239456163,-0.7957810200170337,-0.8752930270277937
M,B,0.10830434396414326,-0.07619477345301147,MB,28,-0.7926449281064502,-0.7542225203474175,-0.0359320611423711
F,W,-0.8866346212829928,-0.8301843757931071,FW,29,-0.7869029821957937,-0.7869413708804824,-0.8664533778912424
M,W,-0.007968138948408933,-0.006434719439034139,MW,30,-0.8093926342101079,-0.9273475113284176,-0.28840413619620137
M,W,0.001821485542821993,0.00034287693694610684,MW,31,-0.7996030097188769,-0.9195426391905107,-0.2805992640582945
M,B,0.10173295738570468,-0.07950513381112252,MB,32,-0.7992163146848887,-0.7594616214037873,-0.04117116219874077
M,B,0.10057125677505284,-0.07962398629120672,MB,33,-0.8003780152955405,-0.7603877983717381,-0.042097339166691644
M,W,-0.005454875751109459,-0.003788905252475937,MW,34,-0.8068793710128084,-0.92534378810886,-0.28640041297664376
M,W,-0.005688311331367954,-0.006163225720809125,MW,35,-0.8071128065930668,-0.9255298968669627,-0.2865865217347465
M,W,0.01100827650335896,0.008595489495208044,MW,36,-0.7904162187583399,-0.9122183818741145,-0.2732750067418983
F,B,-0.8176157576004385,-0.9320309844442064,FB,37,-0.8176157576004385,-0.6518520145206183,-0.6518520145206183
F,W,-0.9114222775703652,-0.8484414951154969,FW,38,-0.8116906384831661,-0.8067035678978063,-0.8862155749085665
M,W,0.012256522303047931,0.007651001404185908,MW,39,-0.7891679729586509,-0.9112232059230881,-0.2722798307908719
F,W,-0.9005175416182927,-0.8410242551889189,FW,40,-0.8007859025310936,-0.7980096624390425,-0.8775216694498025
F,W,-0.9030908436582072,-0.8432863974204432,FW,41,-0.8033592045710082,-0.8000612522024433,-0.8795732592132033
M,B,0.10512664470492722,-0.0771067653471531,MB,42,-0.7958226273656661,-0.7567559715980879,-0.038465512393041495
M,W,0.0043470605071185865,0.0031233610652615755,MW,43,-0.7970774347545803,-0.9175291002964815,-0.2785857251642654
M,B,0.10344868692615186,-0.07619807701334241,MB,44,-0.7975005851444416,-0.7580937395510752,-0.039803280346028744
M,W,0.0019298656109478856,0.0016909963523356875,MW,45,-0.799494629650751,-0.9194562321403957,-0.2805128570081796
M,W,0.003976808473521759,0.0025939488287553296,MW,46,-0.7974476867881771,-0.9178242872858918,-0.2788809121536756
M,W,-0.0009029567655465707,-0.00013269229760859468,MW,47,-0.8023274520272454,-0.9217147269843753,-0.28277135185215907
M,B,0.09160878878331352,-0.08889989836269044,MB,48,-0.8093404832872799,-0.7675332120470294,-0.04924275284198294
F,W,-0.9014186238017547,-0.8396655140967866,FW,49,-0.8016869847145557,-0.7987280588631307,-0.8782400658738907
M,B,0.10833517016821788,-0.07409595469542543,MB,50,-0.7926141019023755,-0.7541979438601871,-0.03590748465514067
M,W,-0.002411915240080831,-0.002657996857935848,MW,51,-0.8038364105017797,-0.9229177586191126,-0.28397438348689646
M,W,0.011336204129345773,0.0108766872526204,MW,52,-0.7900882911323531,-0.9119569384251235,-0.27301356329290727
F,W,-0.9037550709109976,-0.8431271346559591,FW,53,-0.8040234318237985,-0.800590813758475,-0.880102820769235
F,W,-0.9000879991957154,-0.8392189252264959,FW,54,-0.8003563601085163,-0.7976672056176366,-0.8771792126283968
M,B,0.11910531476148913,-0.06256115960873837,MB,55,-0.7818439573091043,-0.7456113426547428,-0.02732088344969634
M,W,-0.0012692272665970155,-0.0025645915091373236,MW,56,-0.802693722528296,-0.9220067396587273,-0.28306336452651104
F,W,-0.9148649517068456,-0.8507416671532511,FW,57,-0.8151333126196465,-0.8094482729139973,-0.8889602799247573
F,B,-0.8057151657982418,-0.922920518263876,FB,58,-0.8057151657982418,-0.6423641534218838,-0.6423641534218838
M,B,0.11052422445534596,-0.07220700283158557,MB,59,-0.7904250476152475,-0.752452699307725,-0.03416224010267846
F,B,-0.7991015395241549,-0.9199742635727788,FB,60,-0.7991015395241549,-0.6370913763625199,-0.6370913763625199
M,B,0.1098343363056917,-0.0718653113254453,MB,61,-0.7911149357649017,-0.7530027192602095,-0.03471226005516302
M,W,0.015871592973607983,0.01377742077402488,MW,62,-0.7855529022880909,-0.908341056114534,-0.2693976809823178
F,W,-0.8951474872046559,-0.8348477595657966,FW,63,-0.7954158481174568,-0.7937283349877617,-0.8732403419985217
F,W,-0.9047642742398536,-0.8439948896451593,FW,64,-0.8050326351526546,-0.8013954108040438,-0.8809074178148038
M,W,-0.0014706187444150384,-0.0010461341897902454,MW,65,-0.8028951140061139,-0.9221673009484316,-0.2832239258162154
F,B,-0.8060236806144515,-0.9249752111296584,FB,66,-0.8060236806144515,-0.6426101198218539,-0.6426101198218539
M,W,0.0071029169259000935,0.003896524313518813,MW,67,-0.7943215783357989,-0.9153319673014125,-0.2763885921691963
M,B,0.11564933926035115,-0.06939761086032581,MB,68,-0.7852999328102422,-0.7483666523116435,-0.030076193106597066
F,W,-0.9009915928831391,-0.8405583267938761,FW,69,-0.8012599537959401,-0.798387604362377,-0.877899611373137
M,W,0.0004214753747067515,0.00028386065775683737,MW,70,-0.8010030198869922,-0.9206588107416971,-0.2817154356094808
F,W,-0.9030903403676702,-0.8412340512839414,FW,71,-0.8033587012804712,-0.8000608509492295,-0.8795728579599895
M,W,-0.0037973908908298343,-0.0037284328886421757,MW,72,-0.8052218861525288,-0.9240223423867501,-0.2850789672545339
M,W,-0.005586330884324798,-0.0029668346984312627,MW,73,-0.8070108261460237,-0.9254485919762132,-0.286505216843997
M,W,0.00165307422654378,0.0029251301768129147,MW,74,-0.7997714210351551,-0.9196769067297105,-0.28073353159749437
M,W,-0.00046898782566714677,-0.0018706752635218168,MW,75,-0.8018934830873661,-0.9213687410795415,-0.28242536594732526
M,B,0.1093167472422236,-0.07561790021562981,MB,76,-0.7916325248283698,-0.7534153721115998,-0.03512491290655341
F,B,-0.8031895018284102,-0.9241589371328054,FB,77,-0.8031895018284102,-0.6403505435673372,-0.6403505435673372
M,W,-0.005925347108720983,-0.006037661247817308,MW,78,-0.8073498423704198,-0.9257188759167727,-0.28677550078455655
F,W,-0.8961211632497692,-0.8374508499988333,FW,79,-0.7963895241625701,-0.7945046075651889,-0.8740166145759489
M,B,0.10008343121493483,-0.07833692689313815,MB,80,-0.8008658408556586,-0.760776721984256,-0.042486262779209596
M,W,0.014336779600425224,0.012814912670587278,MW,81,-0.7870877156612737,-0.9095647008155101,-0.27062132568329395
F,W,-0.8958833625134176,-0.8362539979578442,FW,82,-0.7961517234262185,-0.7943150186444712,-0.8738270256552312
M,B,0.09472531984501574,-0.08345029517438983,MB,83,-0.8062239522255776,-0.7650485277292407,-0.04675806852419433
F,W,-0.8971791627396669,-0.84186711067884,FW,84,-0.7974475236524678,-0.7953481078187501,-0.8748601148295101
M,B,0.10124952784066542,-0.08115646180120488,MB,85,-0.799699744229928,-0.7598470402510675,-0.04155658104602114
M,W,-0.0015429150784184048,-0.003185134730185085,MW,86,-0.8029674103401173,-0.9222249398949961,-0.2832815647627798
M,W,-3.490297334436866e-05,-0.0002538565352135563,MW,87,-0.8014593982350433,-0.9210226627623991,-0.2820792876301828
F,W,-0.9015233562543008,-0.8423440737056629,FW,88,-0.8017917171671017,-0.7988115578166957,-0.8783235648274557
M,B,0.0984413482111776,-0.08090714442915291,MB,89,-0.8025079238594158,-0.7620858884283455,-0.043795429223299
M,W,0.0070550953873467605,0.007898397022477275,MW,90,-0.7943693998743522,-0.9153700934822667,-0.27642671835005045
M,W,-0.011719068334269951,-0.007713090053340839,MW,91,-0.8131435635959688,-0.9303379758024315,-0.2913946006702153
F,B,-0.7859759604819501,-0.9096156305925116,FB,92,-0.7859759604819501,-0.6266268824228226,-0.6266268824228226
M,W,0.009260353624560116,0.011318520476598726,MW,93,-0.7921641416371388,-0.9136119301749883,-0.2746685550427721
M,W,0.007886796834532122,0.005568595834744516,MW,94,-0.7935376984271668,-0.9147070115164561,-0.2757636363842398
M,W,0.0051882814058224315,0.0030147993070441985,MW,95,-0.7962362138558765,-0.9168584288565301,-0.27791505372431385
M,W,0.002884759499075614,0.005200191521323161,MW,96,-0.7985397357626233,-0.9186949338179952,-0.279751558685779
F,W,-0.906186855540154,-0.8451897962153407,FW,97,-0.8064552164529549,-0.802529577407121,-0.882041584417881
M,B,0.10073213272083444,-0.07861040786900518,MB,98,-0.8002171393497589,-0.7602595384790307,-0.04196907927398433
M,W,-0.01495841610452015,-0.0125599585566082,MW,99,-0.8163829113662191,-0.9329205769205503,-0.2939772017883341
M,B,0.1082332352257153,-0.07118989967812125,MB,100,-0.7927160368448781,-0.7542792124720047,-0.03598875326695823
F,B,-0.8074408635883913,-0.9235661330931808,FB,101,-0.8074408635883913,-0.6437399825573987,-0.6437399825573987
M,W,0.008555780372388406,0.008613122639873726,MW,102,-0.7928687148893105,-0.9141736579664798,-0.2752302828342635
F,B,-0.8129496210824292,-0.9281661450515251,FB,103,-0.8129496210824292,-0.6481318923715305,-0.6481318923715305
M,W,0.0019759116384018838,0.00021122223015682462,MW,104,-0.799448583623297,-0.9194195215028163,-0.2804761463706001
