G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,-0.0024311403861709997,-0.004594281586251517,MW,1,-0.802744792704009,-0.9220004629115277,-0.2785875904565724
F,B,-0.8168632443948725,-0.9337942376936958,FB,2,-0.8168632443948725,-0.6567179317219108,-0.6567179317219108
F,W,-0.8988086077352468,-0.8393597221844641,FW,3,-0.7995489124218577,-0.8030409134724215,-0.8828408337856988
F,W,-0.8977635978648825,-0.8400627706872288,FW,4,-0.7985039025514933,-0.8022007768578734,-0.8820006971711507
M,W,-0.009024768061061892,-0.010504253017547285,MW,5,-0.8093384203788999,-0.9273014157440993,-0.2838885432891441
M,W,-0.009708653387956205,-0.008439849210938499,MW,6,-0.8100223057057943,-0.9278512259607969,-0.2844383535058416
F,W,-0.8891580187393057,-0.8310040544682756,FW,7,-0.7898983234259165,-0.7952823138674072,-0.8750822341806845
M,W,0.0011742554324287039,0.0005055958090024429,MW,8,-0.7991393968854094,-0.9191019017370883,-0.27568902928213296
F,W,-0.8919039419756079,-0.8318098129501266,FW,9,-0.7926442466622187,-0.7974899012950278,-0.8772898216083052
M,W,-0.005165219426554819,-0.0049946100840068145,MW,10,-0.8054788717443928,-0.9241985281873073,-0.28078565573235204
M,W,0.002932523691430973,0.001136638258907607,MW,11,-0.7973811286264071,-0.917688340406734,-0.27427546795177876
M,W,-0.005182360927201682,-0.004405195240219652,MW,12,-0.8054960132450397,-0.9242123091119954,-0.28079943665704005
F,W,-0.9036253793472782,-0.8422487643039506,FW,13,-0.804365684033889,-0.8069133612931989,-0.8867132816064762
M,W,-0.0051354359454409615,-0.0031947493503963393,MW,14,-0.805449088263279,-0.924174583731181,-0.2807617112762258
F,B,-0.8093909644294317,-0.926877190424143,FB,15,-0.8093909644294317,-0.6507105855990154,-0.6507105855990154
M,B,0.10909970658525997,-0.07182835534926282,MB,16,-0.791366495499664,-0.7524696052254096,-0.028539001325162155
F,W,-0.9097726904036529,-0.8477665637995848,FW,17,-0.8105129950902638,-0.8118554974834302,-0.8916554177967075
M,W,0.0018048767119923106,0.003822541793132833,MW,18,-0.7985087756058457,-0.9185949131986069,-0.27518204074365166
F,B,-0.7890687294552875,-0.9122894166529824,FB,19,-0.7890687294552875,-0.6343725067201288,-0.6343725067201288
M,W,-0.005877957475199402,-0.005394314236424835,MW,20,-0.8061916097930374,-0.9247715345753131,-0.2813586621203578
