G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,B,0.11421116676893515,-0.06823390254566256,MB,1,-0.7852373318904007,-0.7482484568554206,-0.029644540414337076
M,B,0.0921767461383084,-0.08525985478831492,MB,2,-0.8072717525210275,-0.7658526009340197,-0.04724868449293618
M,B,0.09140686820988353,-0.08848180541237591,MB,3,-0.8080416304494523,-0.7664676859504185,-0.047863769509334866
M,B,0.09615283378451517,-0.08124125271292199,MB,4,-0.8032956648748206,-0.7626759519553,-0.04407203551421643
M,W,-0.014167648722414562,-0.008670392821401007,MW,5,-0.8139753191305308,-0.9312366651839167,-0.2922396295431078
F,B,-0.811877045202744,-0.9288836472531616,FB,6,-0.811877045202744,-0.6486397222530411,-0.6486397222530411
M,W,-0.0017253260903754449,-0.0005613163462980347,MW,7,-0.8015329964984916,-0.9212960162347729,-0.2822989805939641
M,W,0.0034227555072034893,0.002275929413272341,MW,8,-0.7963849149009127,-0.9171830163201667,-0.2781859806793579
F,W,-0.8884984883195403,-0.8300619888626276,FW,9,-0.7885139273972602,-0.7898335358808941,-0.8697150379007283
M,B,0.08032389385775053,-0.09749217290713964,MB,10,-0.8191246048015853,-0.7753222994020279,-0.056718382960944294
M,W,-0.009567187272515971,-0.008287648761727072,MW,11,-0.8093748576806321,-0.9275611800168827,-0.28856414437607386
M,W,-0.012407050262597086,-0.010486845224335632,MW,12,-0.8122147206707133,-0.9298300555221175,-0.29083301988130866
M,W,0.00045088805285442714,0.001380097372922816,MW,13,-0.7993567823552618,-0.9195573552567732,-0.2805603196159643
M,W,-0.006322272028656927,-0.0070122504229514285,MW,14,-0.806129942436773,-0.9249686927246895,-0.2859716570838808
F,B,-0.8119482871489009,-0.928048481998708,FB,15,-0.8119482871489009,-0.648696640177302,-0.648696640177302
M,W,0.014943343896100502,0.009111963537256079,MW,16,-0.7848643265120157,-0.9079787762238112,-0.26898174058300234
F,W,-0.8872842684752733,-0.8297181121659469,FW,17,-0.7872997075529933,-0.7888634490590124,-0.8687449510788465
F,W,-0.906513547629982,-0.8451026225586857,FW,18,-0.806528986707702,-0.8042264579822684,-0.8841079600021026
M,W,-0.009567777401119306,-0.006477276202747246,MW,19,-0.8093754478092355,-0.9275616514932665,-0.28856461585245763
M,B,0.09980499713997557,-0.0814773673834798,MB,20,-0.7996435015193603,-0.7597580985210808,-0.041154182079997215
M,W,0.015069056707102709,0.012193600079479665,MW,21,-0.7847386137010135,-0.9078783394356374,-0.26888130379482866
M,B,0.09536687456163603,-0.08391242629199726,MB,22,-0.8040816240976998,-0.76330388493486,-0.04469996849377643
M,W,0.00046248589584389055,0.0001885839958204567,MW,23,-0.7993451845122723,-0.9195480892950122,-0.28055105365420335
M,W,0.002893357487565867,0.0011749445705567065,MW,24,-0.7969143129205503,-0.9176059727104823,-0.2786089370696735
F,B,-0.8260673491849598,-0.9408812192788284,FB,25,-0.8260673491849598,-0.6599769005709872,-0.6599769005709872
M,B,0.10696376402051416,-0.07146164508998241,MB,26,-0.7924847346388217,-0.7540386849861074,-0.03543476854502377
F,W,-0.9019499152048012,-0.8405345031840692,FW,27,-0.8019653542825211,-0.8005803969361711,-0.8804618989560052
M,W,0.00017781692176464456,-0.0008890580443769578,MW,28,-0.7996298534863515,-0.9197755222608435,-0.2807784866200347
M,B,0.09400766343759774,-0.08382691592798322,MB,29,-0.8054408352217381,-0.764389810853309,-0.04578589441222543
F,W,-0.9124558285313088,-0.8503924009524028,FW,30,-0.8124712676090288,-0.8089739741932035,-0.8888554762130377
M,W,0.01086065966519505,0.007421566957828985,MW,31,-0.7889470107429212,-0.911240589304042,-0.27224355366323305
F,W,-0.9037550174218418,-0.8445270427437677,FW,32,-0.8037704564995618,-0.8020225623571767,-0.8819040643770109
M,W,-0.006995371608326763,-0.005465438081520852,MW,33,-0.8068030420164429,-0.9255064578049877,-0.2865094221641789
M,B,0.09575118921271404,-0.08530296187544252,MB,34,-0.8036973094466218,-0.7629968412143779,-0.0443929247732944
M,B,0.10679561664665052,-0.0746981164840826,MB,35,-0.7926528820126854,-0.7541730243747192,-0.035569107933635574
M,W,0.007268834816934995,0.0062299936272744,MW,36,-0.7925388355911812,-0.9141102359897358,-0.27511320034892695
M,W,-0.0007192577081696787,0.00044322050482989813,MW,37,-0.8005269281162859,-0.9204922296024775,-0.2814951939616686
F,W,-0.8934027866714866,-0.8359059957610337,FW,38,-0.7934182257492066,-0.7937517680068661,-0.8736332700267002
F,W,-0.8977440080432934,-0.8367839150184706,FW,39,-0.7977594471210133,-0.7972201363287521,-0.8771016383485863
M,W,0.0018235702556020621,0.0009305760382031623,MW,40,-0.7979841001525141,-0.9184606667766726,-0.27946363113586375
M,W,-0.002825927948835525,0.0011316695679809336,MW,41,-0.8026335983569517,-0.9221753292883947,-0.28317829364758595
M,W,-0.008578804423140303,-0.006769553164344029,MW,42,-0.8083864748312565,-0.9267715230353398,-0.28777448739453104
M,W,0.00968942186028398,0.007897200500588515,MW,43,-0.7901182485478322,-0.9121763361255081,-0.2731793004846992
F,B,-0.8100286916252029,-0.9269229810220764,FB,44,-0.8100286916252029,-0.647163001660624,-0.647163001660624
F,B,-0.7895698050255433,-0.9098707931442788,FB,45,-0.7895698050255433,-0.6308176121708944,-0.6308176121708944
M,W,0.0055818465363186714,0.005015257292192904,MW,46,-0.7942258238717975,-0.9154580356550285,-0.27646100001421964
F,B,-0.8074931091070184,-0.9272962557640912,FB,47,-0.8074931091070184,-0.6451372274992988,-0.6451372274992988
F,B,-0.8072692223999374,-0.9263784021347328,FB,48,-0.8072692223999374,-0.6449583558187219,-0.6449583558187219
M,B,0.10583382720835266,-0.0763490131075663,MB,49,-0.7936146714509832,-0.7549414348597916,-0.036337518418708026
M,W,-0.006321693260404593,-0.0013331147145955488,MW,50,-0.8061293636685207,-0.924968230324526,-0.28597119468371723
M,B,0.0957994085992128,-0.08233989707092512,MB,51,-0.8036490900601231,-0.7629583168963787,-0.04435440045529504
M,B,0.11014121572519278,-0.07126262464742926,MB,52,-0.7893072829341431,-0.7515000969038683,-0.032896180462784655
F,B,-0.8065302965831613,-0.9242273996157336,FB,53,-0.8065302965831613,-0.6443679996319184,-0.6443679996319184
M,W,0.007253404715964627,0.00853511523287459,MW,54,-0.7925542656921516,-0.9141225636894372,-0.2751255280486284
M,W,0.003230593048161758,0.003364365453329741,MW,55,-0.7965770773599544,-0.9173365422817601,-0.2783395066409512
M,B,0.11264500235042962,-0.07000072774440845,MB,56,-0.7868034963089062,-0.7494997257013927,-0.030895809260309118
F,W,-0.8997741805062844,-0.8377141773636555,FW,57,-0.7997896195840044,-0.7988421190049485,-0.8787236210247826
M,W,-0.0006674590703466888,0.0017528477715340312,MW,58,-0.8004751294784629,-0.9204508456832632,-0.28145381004245434
M,W,-0.007672443380912963,-0.00569719225330465,MW,59,-0.8074801137890292,-0.9260473964226156,-0.2870503607818067
M,W,-0.0071362055036343925,-0.00651849467865524,MW,60,-0.8069438759117505,-0.9256189754075926,-0.2866219397667838
F,B,-0.791850633090015,-0.9139810551651252,FB,61,-0.791850633090015,-0.6326398532244969,-0.6326398532244969
F,B,-0.7922544989840007,-0.9127632231861372,FB,62,-0.7922544989840007,-0.6329625171830978,-0.6329625171830978
M,W,0.019227840336127844,0.01603265870242904,MW,63,-0.7805798300719884,-0.9045557276263977,-0.26555869198558885
F,W,-0.8931762671998561,-0.8349135165710914,FW,64,-0.7931917062775761,-0.7935707929096742,-0.8734522949295085
M,W,0.009497377838557529,0.005363154176611462,MW,65,-0.7903102925695586,-0.9123297674629859,-0.27333273182217704
F,W,-0.9011215540932271,-0.843069904502522,FW,66,-0.8011369931709471,-0.7999185874608183,-0.8798000894806525
F,W,-0.8998717592056812,-0.8396767223470171,FW,67,-0.7998871982834012,-0.7989200783718853,-0.8788015803917194
M,W,0.0026230869218709066,0.00192963247755949,MW,68,-0.7971845834862453,-0.9178219022354042,-0.2788248665945953
F,B,-0.786070480195389,-0.9067352967741064,FB,69,-0.786070480195389,-0.6280218672987905,-0.6280218672987905
M,W,-0.002737431278293901,-0.004077484692448605,MW,70,-0.8025451016864101,-0.922104625902778,-0.2831075902619691
F,B,-0.792456162638052,-0.9154509134747116,FB,71,-0.792456162638052,-0.6331236340139348,-0.6331236340139348
