G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,-0.005061075240866664,-0.000801514629530326,MW,1,W,0,0,-1.0043630011888196,-1.002567780780638,-0.20360757086875828
M,B,-0.03626282909340545,-0.10920622422964356,MB,2,B,0,1,-1.0355647550413583,-0.9476836554590309,-0.14872344554715122
M,W,-0.011182744458773092,-0.008409445372177944,MW,3,W,0,0,-1.0104846704067258,-1.0074621675483908,-0.20850195763651114
M,W,0.009152865643873432,0.012580050268664107,MW,4,W,0,0,-0.9901490603040795,-0.9912034744603292,-0.19224326454844953
M,W,0.017457684515229388,0.014273489788404047,MW,5,W,0,0,-0.9818442414327235,-0.9845636195211481,-0.18560340960926847
M,W,-0.01208977734591921,-0.007392610311132541,MW,6,W,0,0,-1.0113917032938722,-1.0081873569702202,-0.20922714705834056
F,W,-1.0356807604995195,-0.950346901432044,FW,7,W,0,0,-1.0356807604995195,-0.9081481224691113,-0.9081481224691113
F,B,-0.9814329163032972,-0.9855395394020388,FB,8,B,0,1,-0.9814329163032972,-0.7846736091099563,-0.7846736091099563
F,B,-1.0121806442167245,-1.0104174012061944,FB,9,B,0,1,-1.0121806442167245,-0.8092569812721999,-0.8092569812721999
F,W,-1.0251689650063565,-0.9330079765853706,FW,10,W,0,0,-1.0251689650063565,-0.8997437492604823,-0.8997437492604823
M,W,0.025875058691742503,0.020288088512400115,MW,11,W,0,0,-0.9734268672562103,-0.977833774552027,-0.17887356464014745
F,W,-0.9714019805056534,-0.8978679699238707,FW,12,W,0,0,-0.9714019805056534,-0.8567560594466552,-0.8567560594466552
M,W,0.056262822883476976,0.0510166536947312,MW,13,W,0,0,-0.9430391030644759,-0.953538199984461,-0.15457799007258138
M,W,0.008483181177353026,0.008132181314640843,MW,14,W,0,0,-0.9908187447705998,-0.9917388994685801,-0.1927786895567005
M,W,-0.02197209416582409,-0.02470530442600003,MW,15,W,0,0,-1.0212740201137769,-1.0160884504394008,-0.2171282405275211
M,W,0.020681255977334,0.007315179103190109,MW,16,W,0,0,-0.9786206699706188,-0.9819863150397362,-0.18302610512785672
F,B,-0.9989146679088906,-0.99494753979994,FB,17,B,0,1,-0.9989146679088906,-0.798650590010081,-0.798650590010081
F,W,-1.0014100668424186,-0.915048514626932,FW,18,W,0,0,-1.0014100668424186,-0.8807480746085719,-0.8807480746085719
F,B,-1.0417258740714443,-1.036916680670401,FB,19,B,0,1,-1.0417258740714443,-0.8328789341912131,-0.8328789341912131
M,W,0.015638457723257417,0.003486837481041977,MW,20,W,0,0,-0.9836634682246954,-0.9860181246930584,-0.18705791478117878
F,W,-0.9899563426574304,-0.9044701532221356,FW,21,W,0,0,-0.9899563426574304,-0.8715906121425308,-0.8715906121425308
M,W,0.03840362342535455,0.03470040412594159,MW,22,W,0,0,-0.9608983025225983,-0.9678169573624016,-0.16885674745052204
M,W,-0.002764339604488921,-0.011458746739421507,MW,23,W,0,0,-1.0020662655524417,-1.0007314985334965,-0.20177128862161683
F,B,-1.0215023224613011,-1.0164959854027666,FB,24,B,0,1,-1.0215023224613011,-0.8167098339222666,-0.8167098339222666
F,W,-1.001713176082733,-0.9210235199164226,FW,25,W,0,0,-1.001713176082733,-0.8809904160030788,-0.8809904160030788
M,B,0.016633931850754992,-0.06908067136286461,MB,26,B,0,1,-0.9826679940971978,-0.9053917253323935,-0.10643151542051389
M,B,-0.03038879589098742,-0.10215795002979826,MB,27,B,0,1,-1.0296907218389402,-0.9429872582255507,-0.1440270483136712
F,W,-1.0146947872944558,-0.9229699648715824,FW,28,W,0,0,-1.0146947872944558,-0.8913694521576161,-0.8913694521576161
F,B,-0.9721096715252221,-0.9801523916047769,FB,29,B,0,1,-0.9721096715252221,-0.7772195039876385,-0.7772195039876385
M,W,-0.04107775459893258,-0.029080910207012926,MW,30,W,0,0,-1.0403796805468855,-1.031363776218105,-0.23240356630622522
M,W,0.036697500177397056,0.026747458846657798,MW,31,W,0,0,-0.9626044257705558,-0.9691810341773548,-0.1702208242654752
F,W,-0.977246029391484,-0.890190875649525,FW,32,W,0,0,-0.977246029391484,-0.8614284836693238,-0.8614284836693238
M,W,-0.028719830213412977,-0.027674510703938147,MW,33,W,0,0,-1.0280217561613658,-1.0214833891151143,-0.22252317920323458
M,W,0.014143599012754297,0.011825252844273569,MW,34,W,0,0,-0.9851583269351986,-0.9872132916372222,-0.18825308172534252
M,W,-0.041001266375654766,-0.030203467455124356,MW,35,W,0,0,-1.0403031923236077,-1.0313026224813422,-0.2323424125694626
M,W,-0.015745558603795628,-0.012610757826835987,MW,36,W,0,0,-1.0150474845517485,-1.0111102211070166,-0.212150011195137
F,B,-1.0375761249367783,-1.0273063912279854,FB,37,B,0,1,-1.0375761249367783,-0.8295611336810526,-0.8295611336810526
F,B,-1.0085742460458071,-1.004669952218155,FB,38,B,0,1,-1.0085742460458071,-0.8063735998187631,-0.8063735998187631
M,W,0.02166355371871199,0.0207121924645959,MW,39,W,0,0,-0.9776383722292409,-0.9812009499871244,-0.18224074007524477
M,W,0.06441725510643208,0.0475256560618381,MW,40,W,0,0,-0.9348846708415208,-0.9470185819277019,-0.1480583720158223
F,B,-1.0275866578906725,-1.0138091308065849,FB,41,B,0,1,-1.0275866578906725,-0.8215743716416485,-0.8215743716416485
M,W,0.04067810955266298,0.03141670006852553,MW,42,W,0,0,-0.9586238163952899,-0.9659984640056595,-0.16703825409377987
M,B,0.015829860856223746,-0.059214781199924016,MB,43,B,0,1,-0.9834720650917291,-0.9060345948334858,-0.1070743849216062
M,W,-0.035891120222779155,-0.030188972534939674,MW,44,W,0,0,-1.035193046170732,-1.027216966948247,-0.22825675703636744
M,B,0.023296545579081958,-0.05689457519387695,MB,45,B,0,1,-0.9760053803688709,-0.90006484351147,-0.1011046335995905
M,B,0.03422822014232882,-0.05449240221950013,MB,46,B,0,1,-0.965073705805624,-0.8913247692887021,-0.09236455937682256
M,W,0.013707587527315395,0.006237178261915765,MW,47,W,0,0,-0.9855943384206375,-0.9875618908131917,-0.1886016809013121
M,W,0.0446290706408552,0.044866483645402286,MW,48,W,0,0,-0.9546728553070977,-0.962839598183019,-0.16387938827113946
F,B,-0.9996113909850765,-1.0026427737854164,FB,49,B,0,1,-0.9996113909850765,-0.7992076328824559,-0.7992076328824559
F,B,-1.0110263963582111,-1.0105046164555964,FB,50,B,0,1,-1.0110263963582111,-0.8083341389485914,-0.8083341389485914
