G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,0.05417054925617164,0.037895293440464384,MW,1,W,0,0,-0.9456703113939994,-0.9564314696173637,-0.15568123580262805
F,W,-1.011821070709933,-0.9310542147038816,FW,2,W,0,0,-1.011821070709933,-0.8903414278843292,-0.8903414278843292
M,B,-0.016405654434264148,-0.08505646045437462,MB,3,B,0,1,-1.016246515084435,-0.9325407559276904,-0.1317905221129548
M,W,0.012810730479711808,0.01035786264919324,MW,4,W,0,0,-0.9870301301704592,-0.9895556255297844,-0.1888053917150489
M,B,0.0061746849093952,-0.0742194690078637,MB,5,B,0,1,-0.9936661757407758,-0.9144566660283302,-0.11370643221359468
M,W,-0.034580899068754216,-0.031205311579940206,MW,6,W,0,0,-1.0344217597189251,-1.0275105240894595,-0.226760290274724
M,W,-0.0249288367348033,-0.02445527550388781,MW,7,W,0,0,-1.0247696973849743,-1.0197804027522703,-0.21903016893753469
M,W,-0.017879403313416902,-0.010120024363838936,MW,8,W,0,0,-1.0177202639635878,-1.0141346688334085,-0.21338443501867296
F,W,-0.9943483728757104,-0.9139992018248148,FW,9,W,0,0,-0.9943483728757104,-0.8763479340926974,-0.8763479340926974
M,B,-0.01948200422954267,-0.09701358923664427,MB,10,B,0,1,-1.0193228648797137,-0.9350045358298873,-0.13425430201515176
F,B,-1.0045694682342825,-1.0092094125483464,FB,11,B,0,1,-1.0045694682342825,-0.8045372701098248,-0.8045372701098248
F,W,-1.0097536243698522,-0.9199820924695498,FW,12,W,0,0,-1.0097536243698522,-0.888685656245688,-0.888685656245688
M,W,0.02762155953917337,0.02525892032052216,MW,13,W,0,0,-0.9722193011109976,-0.977693963040174,-0.17694372922543847
M,W,-0.0014204998608985755,0.00529529527021601,MW,14,W,0,0,-1.0012613605110696,-1.0009531003392305,-0.20020286652449487
M,B,0.007897504330148724,-0.06696198496496744,MB,15,B,0,1,-0.9919433563200223,-0.9130768983990178,-0.11232666458428228
M,W,0.02316447333993361,0.013817148969224615,MW,16,W,0,0,-0.9766763873102373,-0.9812635439171276,-0.18051331010239205
M,W,-0.026944071696937518,-0.024402747269319763,MW,17,W,0,0,-1.0267849323471085,-1.0213943594634125,-0.22064412564867697
M,B,0.050647823473871804,-0.04122159125778912,MB,18,B,0,1,-0.9491930371762992,-0.8788391217715149,-0.07808888795677937
F,W,-1.0377862658871162,-0.9456198946359344,FW,19,W,0,0,-1.0377862658871162,-0.9111363732875951,-0.9111363732875951
M,W,0.002287477740595539,0.0006417213355458227,MW,20,W,0,0,-0.9975533829095754,-0.9979834638218297,-0.19723323000709406
M,W,-0.02432604941791444,-0.016390645656120428,MW,21,W,0,0,-1.0241669100680855,-1.0192976438413919,-0.21854741002665617
F,W,-0.982303306706222,-0.9055070228057968,FW,22,W,0,0,-0.982303306706222,-0.8667013093835814,-0.8667013093835814
F,B,-1.0284543212016417,-1.0210519008618129,FB,23,B,0,1,-1.0284543212016417,-0.8236661158601439,-0.8236661158601439
M,B,-0.016294193444282852,-0.0951664498859114,MB,24,B,0,1,-1.0161350540944538,-0.9324514893080698,-0.13170125549333425
M,B,-0.00016711679900021083,-0.08592283205951527,MB,25,B,0,1,-1.0000079774491712,-0.9195356734990813,-0.11878543968434567
F,W,-0.9996232206629616,-0.9194854570353396,FW,26,W,0,0,-0.9996232206629616,-0.880572441977114,-0.880572441977114
M,B,0.025013540381689923,-0.0589764475741585,MB,27,B,0,1,-0.9748273202684811,-0.8993690470702168,-0.09861881325548122
F,B,-1.0724994049964884,-1.059743417713498,FB,28,B,0,1,-1.0724994049964884,-0.8589408406040182,-0.8589408406040182
M,W,-0.04693845275398413,-0.03714818757036,MW,29,W,0,0,-1.0467793134041552,-1.0374074130767643,-0.23665717926202878
F,W,-0.9917850938993952,-0.9110230890160904,FW,30,W,0,0,-0.9917850938993952,-0.8742950611602168,-0.8742950611602168
M,B,-0.036280548463725484,-0.1137330239866324,MB,31,B,0,1,-1.0361214091138964,-0.9484581150470058,-0.1477078812322703
F,W,-1.0184275976829789,-0.9336276188843192,FW,32,W,0,0,-1.0184275976829789,-0.8956324479121862,-0.8956324479121862
M,W,0.028094978293545132,0.023239084168352943,MW,33,W,0,0,-0.9717458823566258,-0.977314812524152,-0.1765645787094164
M,W,0.02175321032435057,0.02000341130007544,MW,34,W,0,0,-0.9780876503258205,-0.9823937929739299,-0.1816435591591943
F,W,-0.9655817912815858,-0.8885967922359878,FW,35,W,0,0,-0.9655817912815858,-0.8533094208211284,-0.8533094208211284
F,W,-1.0354305205721552,-0.9538781304699508,FW,36,W,0,0,-1.0354305205721552,-0.909249709433373,-0.909249709433373
M,B,-0.0013210974784354694,-0.08103185396332395,MB,37,B,0,1,-1.0011619581286064,-0.9204598708741261,-0.11970963705939051
M,W,-0.02809990934970601,-0.026902466094993284,MW,38,W,0,0,-1.027940769999877,-1.0223200440469615,-0.221569810232226
F,B,-1.018957649467958,-1.0146997968793698,FB,39,B,0,1,-1.018957649467958,-0.8160604433871625,-0.8160604433871625
F,W,-0.965165378278763,-0.8909554272745286,FW,40,W,0,0,-0.965165378278763,-0.8529759249394367,-0.8529759249394367
M,W,0.003897145567988992,0.002956124932925394,MW,41,W,0,0,-0.9959437150821819,-0.9966943167786579,-0.1959440829639224
M,W,0.0033744189529562748,0.00501529724190924,MW,42,W,0,0,-0.9964664416972147,-0.9971129568599768,-0.19636272304524138
F,B,-1.040009431444813,-1.0249366973224527,FB,43,B,0,1,-1.040009431444813,-0.8329203458012543,-0.8329203458012543
F,W,-1.0158933465915738,-0.9341456712533828,FW,44,W,0,0,-1.0158933465915738,-0.893602822764972,-0.893602822764972
M,W,0.06342848763570608,0.04510170850566138,MW,45,W,0,0,-0.9364123730144649,-0.949016993360378,-0.14826675954564256
M,B,0.06489234333543133,-0.03476689225528248,MB,46,B,0,1,-0.9349485173147396,-0.8674310036812968,-0.0666807698665613
M,W,-0.036268728006107455,-0.03113662335736713,MW,47,W,0,0,-1.0361095886562783,-1.0288622686214304,-0.22811203480669484
M,W,-0.046178925348818865,-0.026401480520335883,MW,48,W,0,0,-1.04601978599899,-1.0367991245268453,-0.23604889071210963
F,B,-1.021465819169006,-1.0188159070289258,FB,49,B,0,1,-1.021465819169006,-0.8180691805308468,-0.8180691805308468
F,B,-0.9443179204138668,-0.952024859031914,FB,50,B,0,1,-0.9443179204138668,-0.7562831499756224,-0.7562831499756224
M,W,-0.02027335242964382,-0.021161877342619432,MW,51,W,0,0,-1.0201142130798149,-1.0160519292595456,-0.21530169544480993
M,W,0.05467639776416042,0.04514201627610887,MW,52,W,0,0,-0.9451644628860105,-0.9560263468353405,-0.15527611302060507
M,B,0.013716834345158586,-0.06798145025468755,MB,53,B,0,1,-0.9861240263050124,-0.9084163268485272,-0.10766609303379165
F,W,-1.0013112124001329,-0.9216865381115564,FW,54,W,0,0,-1.0013112124001329,-0.8819243168918262,-0.8819243168918262
F,W,-0.9838711329911618,-0.911798676472492,FW,55,W,0,0,-0.9838711329911618,-0.8679569464690972,-0.8679569464690972
M,B,0.00035455598400613845,-0.08538255666872085,MB,56,B,0,1,-0.9994863046661648,-0.9191178774083159,-0.1183676435935803
M,W,-0.02271940582899707,-0.028174651847906657,MW,57,W,0,0,-1.022560266479168,-1.0180109188433295,-0.21726068502859405
M,B,0.058846053016981675,-0.038594724373346864,MB,58,B,0,1,-0.9409948076331893,-0.8722733426741862,-0.0715231088594506
F,W,-1.006409780419105,-0.9225108378721956,FW,59,W,0,0,-1.006409780419105,-0.8860076462435166,-0.8860076462435166
M,B,-0.00825040134686482,-0.09024843417153328,MB,60,B,0,1,-1.0080912619970357,-0.9260093957147192,-0.12525916189998368
F,B,-1.023760803958578,-1.017206593141703,FB,61,B,0,1,-1.023760803958578,-0.8199071826361578,-0.8199071826361578
F,B,-0.991034034085752,-0.9961949374369352,FB,62,B,0,1,-0.991034034085752,-0.7936970429439018,-0.7936970429439018
M,W,-0.014439285871882855,-0.01194295044131666,MW,63,W,0,0,-1.014280146522054,-1.011379555540812,-0.21062932172607635
M,W,-0.07710455929010315,-0.05333985602730879,MW,64,W,0,0,-1.0769454199402742,-1.061566774643934,-0.26081654082919836
F,B,-1.0007204630275837,-1.0055872187308488,FB,65,B,0,1,-1.0007204630275837,-0.8014546877304509,-0.8014546877304509
M,W,-0.048248072991198585,-0.04402797739017785,MW,66,W,0,0,-1.0480889336413695,-1.0384562587005328,-0.2377060248857974
F,W,-1.0531289438993767,-0.9633590161407436,FW,67,W,0,0,-1.0531289438993767,-0.9234239817352762,-0.9234239817352762
M,W,0.00040232209132538767,-0.003812466401921885,MW,68,W,0,0,-0.9994385385588456,-0.9994932429140229,-0.1987430090992874
M,W,0.036349734418722864,0.02790404187156904,MW,69,W,0,0,-0.9634911262314481,-0.9707037625486374,-0.1699535287339019
M,B,-0.010281604903325671,-0.08422332589301351,MB,70,B,0,1,-1.0101224655534966,-0.927636141316718,-0.12688590750198245
M,B,-0.020191931475474226,-0.10452531770941284,MB,71,B,0,1,-1.0200327921256451,-0.9355731007191052,-0.1348228669043697
M,B,-0.01440652843017631,-0.08897408832465252,MB,72,B,0,1,-1.0142473890803472,-0.9309397005215755,-0.13018946670683998
F,W,-1.0088639335877754,-0.9264417885681,FW,73,W,0,0,-1.0088639335877754,-0.8879731227518002,-0.8879731227518002
M,W,-0.005616069471933959,-0.010552359244744602,MW,74,W,0,0,-1.005456930122105,-1.004313238416442,-0.2035630046017064
M,W,-0.006627791799797631,-0.004622128252668203,MW,75,W,0,0,-1.0064686524499686,-1.0051235042522126,-0.2043732704374771
