G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,-0.024627229795435992,-0.02668008469960542,MW,1,W,0,0,-1.024075173309601,-1.0188495691235064,-0.2174364149058445
F,W,-1.0118121028776468,-0.9321392499224695,FW,2,W,0,0,-1.0118121028776468,-0.8911654238892168,-0.8911654238892168
F,W,-1.0602294969157242,-0.9631826036618704,FW,3,W,0,0,-1.0602294969157242,-0.9299891932779676,-0.9299891932779676
M,W,-0.0070355515026273106,-0.004773142532633138,MW,4,W,0,0,-1.0064834950167922,-1.004743579431786,-0.2033304252141239
F,B,-1.0305190209627029,-1.0238597745313047,FB,5,B,0,1,-1.0305190209627029,-0.8263276786254269,-0.8263276786254269
F,B,-1.0113880508265551,-1.0046813344444323,FB,6,B,0,1,-1.0113880508265551,-0.8109873988044032,-0.8109873988044032
M,B,-0.02667349307791025,-0.10340865158825804,MB,7,B,0,1,-1.0261214365920752,-0.9407119942860258,-0.13929884006836374
M,W,0.030285667292099125,0.023640489186592333,MW,8,W,0,0,-0.9691622762220659,-0.9748173427852194,-0.1734041885675573
F,W,-1.024604499132867,-0.9464513566885576,FW,9,W,0,0,-1.024604499132867,-0.901423081328434,-0.901423081328434
M,B,-0.008300505806255722,-0.08314551073756685,MB,10,B,0,1,-1.0077484493204207,-0.9259795074393321,-0.12456635322166994
F,B,-0.9971437510975604,-0.9940232345898876,FB,11,B,0,1,-0.9971437510975604,-0.7995655241089616,-0.7995655241089616
M,B,-0.0015455210765200815,-0.0760739960478171,MB,12,B,0,1,-1.000993464590685,-0.9205629835932625,-0.11914982937560045
M,W,-0.035257621425329684,-0.023888672425257617,MW,13,W,0,0,-1.0347055649394947,-1.0273736105625506,-0.2259604563448886
M,W,0.0649322197333012,0.05991174135512947,MW,14,W,0,0,-0.9345157237808638,-0.9470358029312852,-0.14562264871362307
M,W,0.0035376351109752072,0.007233005789478591,MW,15,W,0,0,-0.9959103084031898,-0.9962654081682127,-0.19485225395055064
M,B,0.047140064850252135,-0.04236092936844663,MB,16,B,0,1,-0.9523078786639129,-0.8815241629766323,-0.08011100875897015
M,W,-0.0012750741993894058,0.0021869664604567576,MW,17,W,0,0,-1.0007230177135544,-1.0001245071575915,-0.19871135293992923
F,W,-0.9887661810386256,-0.9121946722812174,FW,18,W,0,0,-0.9887661810386256,-0.8726859172448551,-0.8726859172448551
M,W,-0.046359741684539206,-0.03897254993195216,MW,19,W,0,0,-1.0458076851987042,-1.0362759103503243,-0.2348627561326622
F,W,-1.023926605194465,-0.9413138537975868,FW,20,W,0,0,-1.023926605194465,-0.9008795081259222,-0.9008795081259222
M,W,0.0009208139024155588,-0.002748318966249802,MW,21,W,0,0,-0.9985271296117494,-0.9983637214944693,-0.19695056727680718
M,W,0.0069335816910251645,0.009950656975862598,MW,22,W,0,0,-0.9925143618231398,-0.9935423486252581,-0.19212919440759613
F,B,-1.0036468296632672,-1.0053804666096406,FB,23,B,0,1,-1.0036468296632672,-0.8047800555303218,-0.8047800555303218
F,W,-1.0310997195311196,-0.9439489872626636,FW,24,W,0,0,-1.0310997195311196,-0.9066313116324555,-0.9066313116324555
M,W,-0.02478123641271264,-0.024708606812193425,MW,25,W,0,0,-1.0242291799268777,-1.018973060226493,-0.2175599060088309
M,W,0.041354880967641235,0.03217046027666151,MW,26,W,0,0,-0.9580930625465237,-0.965941429333205,-0.16452827511554294
F,B,-0.9814748107132226,-0.989616673882474,FB,27,B,0,1,-0.9814748107132226,-0.7870012930070317,-0.7870012930070317
M,W,-0.04309877294894996,-0.036412444182447525,MW,28,W,0,0,-1.042546716463115,-1.0336610835780515,-0.23224792936038946
M,B,0.02302293209451325,-0.05912066223542261,MB,29,B,0,1,-0.9764250114196518,-0.9008626263332171,-0.09944947211555503
F,W,-0.99926887237036,-0.9226435578773788,FW,30,W,0,0,-0.99926887237036,-0.8811075614561031,-0.8811075614561031
F,W,-1.0198381543600852,-0.9284421409709088,FW,31,W,0,0,-1.0198381543600852,-0.8976011600135397,-0.8976011600135397
M,B,-0.03391375410701065,-0.10569950797863352,MB,32,B,0,1,-1.0333616976211757,-0.9465176397589542,-0.1451044855412921
M,B,0.013505464218960116,-0.07176033309846526,MB,33,B,0,1,-0.9859424792952048,-0.9084942633782577,-0.1070811091605956
M,B,0.03399445808741414,-0.05042108563942288,MB,34,B,0,1,-0.9654534854267509,-0.8920650443184545,-0.09065189010079236
M,W,-0.038055670139861525,-0.02902309966955998,MW,35,W,0,0,-1.0375036136540265,-1.0296172422199268,-0.2282040880022645
M,B,-0.018847163580188092,-0.0982133980901638,MB,36,B,0,1,-1.0182951070943531,-0.9344364063983138,-0.13302325218065167
F,B,-1.0071282005385611,-1.0074575204315108,FB,37,B,0,1,-1.0071282005385611,-0.8075716130419224,-0.8075716130419224
M,B,-0.0007601370105689344,-0.07246700751266022,MB,38,B,0,1,-1.000208080524734,-0.919933218805961,-0.11852006458829888
M,W,-0.01910516041401649,-0.009854226508614474,MW,39,W,0,0,-1.0185531039281814,-1.014421665629892,-0.21300851141223
M,W,0.06623025012368812,0.04799697028465817,MW,40,W,0,0,-0.9332176933904769,-0.9459949697031205,-0.14458181548545843
