G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,0.03049798083737057,0.020995105421679757,MW,1,W,0,0,-0.9687414433991398,-0.9741221870801615,-0.17615017788190612
F,W,-0.9952480108291548,-0.9184986289530486,FW,2,W,0,0,-0.9952480108291548,-0.8744353940421533,-0.8744353940421533
M,W,0.02898945298828799,0.028590594595187188,MW,3,W,0,0,-0.9702499712482223,-0.9753268663286647,-0.17735485713040924
M,W,-0.007059377647910506,-0.001932796508152037,MW,4,W,0,0,-1.0062988018844208,-1.0041147194840725,-0.2061427102858171
M,B,0.014404088018714787,-0.06339984525401833,MB,5,B,0,1,-0.9848353362177956,-0.9065542351856275,-0.10858222598737197
M,B,-0.007861647658678828,-0.08084235964940406,MB,6,B,0,1,-1.0071010718951892,-0.9243351927857968,-0.12636318358754137
F,W,-0.989922552344967,-0.9134383722223972,FW,7,W,0,0,-0.989922552344967,-0.8701825926579643,-0.8701825926579643
M,B,-0.01115640945831882,-0.08858464991938395,MB,8,B,0,1,-1.010395833694829,-0.9269663216517312,-0.12899431245347578
M,W,-0.00016174198237982259,0.00853702437126114,MW,9,W,0,0,-0.9994011662188902,-0.9986064098064928,-0.20063440060823745
F,W,-1.0293346156484788,-0.9447233279698436,FW,10,W,0,0,-1.0293346156484788,-0.9016562541029998,-0.9016562541029998
M,B,-0.0071747400976858765,-0.09229206534817733,MB,11,B,0,1,-1.0064141643341962,-0.9237866425652148,-0.1258146333669595
M,B,-0.008740723554449742,-0.09217383169326664,MB,12,B,0,1,-1.00798014779096,-0.9250372046778135,-0.1270651954795582
M,B,0.00696867074603691,-0.08292549846142976,MB,13,B,0,1,-0.9922707534904734,-0.9124920061706339,-0.1145199969723785
M,B,0.04383357207036037,-0.04579272177775726,MB,14,B,0,1,-0.9554058521661499,-0.8830524557834556,-0.08508044658520016
M,B,0.016629861346877918,-0.07013851421031837,MB,15,B,0,1,-0.9826095628896324,-0.9047767784804426,-0.10680476928218713
M,B,0.017378984348067582,-0.0720056449435722,MB,16,B,0,1,-0.9818604398884427,-0.9041785442916217,-0.10620653509336628
M,W,0.002654339150059573,0.007711089785602497,MW,17,W,0,0,-0.9965850850864508,-0.9963575454554541,-0.1983855362571987
F,W,-0.992013430854416,-0.9116890704568036,FW,18,W,0,0,-0.992013430854416,-0.8718523251411969,-0.8718523251411969
M,B,-0.058433871082472125,-0.12927054818463074,MB,19,B,0,1,-1.0576732953189825,-0.9647211280844783,-0.16674911888622282
F,B,-1.023115288537423,-1.017101993894024,FB,20,B,0,1,-1.023115288537423,-0.8170387823313326,-0.8170387823313326
M,W,-0.004503720811027211,-0.0016211160038762176,MW,21,W,0,0,-1.0037431450475376,-1.0020738246079448,-0.20410181540968944
F,W,-0.9823608616426516,-0.9048488284838216,FW,22,W,0,0,-0.9823608616426516,-0.8641439823146295,-0.8641439823146295
F,W,-0.9844802833186448,-0.9168843856206856,FW,23,W,0,0,-0.9844802833186448,-0.8658365087823706,-0.8658365087823706
F,W,-0.996893943489746,-0.9211368612248308,FW,24,W,0,0,-0.996893943489746,-0.8757498019411215,-0.8757498019411215
F,W,-1.0155973250332515,-0.925157996465558,FW,25,W,0,0,-1.0155973250332515,-0.890685936952484,-0.890685936952484
M,W,-0.013232281135995769,-0.010551665156211072,MW,26,W,0,0,-1.012471705372506,-1.0090442729819622,-0.21107226378370672
M,W,0.014456515049354097,0.01285872954247698,MW,27,W,0,0,-0.9847829091871563,-0.9869325710330656,-0.18896056183481028
F,W,-0.9890576320949416,-0.9046964166712888,FW,28,W,0,0,-0.9890576320949416,-0.8694918851728825,-0.8694918851728825
M,W,-0.01194652948242636,-0.013986006482093898,MW,29,W,0,0,-1.0111859537189367,-1.0080174982116286,-0.21004548901337308
M,W,0.021256099461404217,0.020102387370086492,MW,30,W,0,0,-0.9779833247751062,-0.9815025630656133,-0.1835305538673579
M,B,0.03218180409812197,-0.057908507209846326,MB,31,B,0,1,-0.9670576201383884,-0.8923573175353057,-0.0943853083370502
M,B,0.012554503728756279,-0.07502039832570173,MB,32,B,0,1,-0.986684920507754,-0.9080312750784112,-0.11005926588015585
M,W,-0.02391449174185846,-0.008939124388407783,MW,33,W,0,0,-1.023153915978369,-1.0175748662042545,-0.21960285700599896
M,B,0.02569179707614766,-0.06040992439919199,MB,34,B,0,1,-0.9735476271603627,-0.8975401033796417,-0.09956809418138639
F,W,-0.9963023072737216,-0.9269196953674648,FW,35,W,0,0,-0.9963023072737216,-0.875277333453025,-0.875277333453025
F,W,-1.0078766958575849,-0.9269584816599878,FW,36,W,0,0,-1.0078766958575849,-0.88452040162016,-0.88452040162016
F,B,-0.9536435989203064,-0.9691533824072812,FB,37,B,0,1,-0.9536435989203064,-0.7615601228613806,-0.7615601228613806
M,B,0.009219851800811005,-0.06584918122125526,MB,38,B,0,1,-0.9900195724356994,-0.910694259378648,-0.11272225018039249
F,W,-1.0051347501214412,-0.9268717904351034,FW,39,W,0,0,-1.0051347501214412,-0.8823307402686226,-0.8823307402686226
M,B,0.019406653275331386,-0.057286048813756825,MB,40,B,0,1,-0.9798327709611789,-0.90255928967793,-0.10458728047967462
M,W,0.044695960740822265,0.035960995703710065,MW,41,W,0,0,-0.9545434634956881,-0.962783972959186,-0.16481196376093063
M,W,-0.0062366547336707425,-0.006782134248935182,MW,42,W,0,0,-1.005476078970181,-1.0034577099216335,-0.20548570072337816
M,W,-0.00642032265824734,-0.008716012999918653,MW,43,W,0,0,-1.0056597468947577,-1.003604383340681,-0.2056323741424255
F,B,-1.0062805076023855,-1.0066369953807506,FB,44,B,0,1,-1.0062805076023855,-0.8035948732527766,-0.8035948732527766
F,W,-1.066954382082947,-0.9697560392523182,FW,45,W,0,0,-1.066954382082947,-0.9316986242088617,-0.9316986242088617
F,B,-0.9927780997100858,-0.9914369166378488,FB,46,B,0,1,-0.9927780997100858,-0.7928121286036998,-0.7928121286036998
M,W,-0.020107180138436747,-0.014015134780544024,MW,47,W,0,0,-1.019346604374947,-1.0145344256290163,-0.21656241643076085
M,W,0.05111185190999214,0.03899465962552805,MW,48,W,0,0,-0.9481275723265182,-0.957660374507322,-0.15968836530906647
M,B,-0.05604680841109688,-0.12270453695504688,MB,49,B,0,1,-1.0552862326476071,-0.9628148690340861,-0.1648428598358307
M,B,0.0013281129601621195,-0.07199928515560994,MB,50,B,0,1,-0.9979113112763482,-0.9169964393627414,-0.11902443016448605
F,B,-0.9873667411179132,-0.9982768277218697,FB,51,B,0,1,-0.9873667411179132,-0.7884907291637332,-0.7884907291637332
M,W,-0.012684409335632649,-0.003388664171481549,MW,52,W,0,0,-1.011923833572143,-1.0086067538541987,-0.21063474465594326
M,B,-0.0015604550165940687,-0.082196289372338,MB,53,B,0,1,-1.0007998792531043,-0.9193031902136488,-0.12133118101539353
F,B,-1.0117340381300497,-1.0086506592222064,FB,54,B,0,1,-1.0117340381300497,-0.8079499503312347,-0.8079499503312347
M,B,0.03299111138319138,-0.05125230947693707,MB,55,B,0,1,-0.966248312853319,-0.891711021417817,-0.09373901221956157
F,W,-1.000927823026358,-0.9158032809998682,FW,56,W,0,0,-1.000927823026358,-0.8789711749980879,-0.8789711749980879
F,W,-1.0281219252831246,-0.9372485478954731,FW,57,W,0,0,-1.0281219252831246,-0.9006878245715925,-0.9006878245715925
F,W,-1.0419100287077812,-0.9548394289317832,FW,58,W,0,0,-1.0419100287077812,-0.9116987197844323,-0.9116987197844323
