G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,0.010659558228915376,0.009195370812982476,MW,1,W,0,0,-0.9889328392446478,-0.9914206116405958,-0.19133087174167618
M,B,-0.0038420954972403095,-0.07846744555641093,MB,2,B,0,1,-1.0034344929708034,-0.9228262175870818,-0.12273647768816218
F,W,-0.9786394800077683,-0.9015262707272158,FW,3,W,0,0,-0.9786394800077683,-0.8634802909177015,-0.8634802909177015
M,W,-0.033237052001846686,-0.029301398072984982,MW,4,W,0,0,-1.03282944947541,-1.0265561604410294,-0.22646642054210966
F,W,-0.9839544870562864,-0.9072968781734896,FW,5,W,0,0,-0.9839544870562864,-0.8677345075541603,-0.8677345075541603
F,W,-0.9623662658422102,-0.8955563339788501,FW,6,W,0,0,-0.9623662658422102,-0.8504549500668221,-0.8504549500668221
M,W,-0.029677069925857124,-0.024192995756372227,MW,7,W,0,0,-1.0292694673994203,-1.0237066938580277,-0.22361695395910813
M,B,0.0030821509707626648,-0.0771302774977625,MB,8,B,0,1,-0.9965102465028005,-0.9172839399851486,-0.11719420008622891
M,B,-0.03719926151198686,-0.1090198807053806,MB,9,B,0,1,-1.0367916589855501,-0.9495258266957131,-0.14943608679679338
F,B,-1.0026935593133155,-1.0055888931309025,FB,10,B,0,1,-1.0026935593133155,-0.8025719594276226,-0.8025719594276226
M,W,-0.01904175663516347,-0.016456066567394602,MW,11,W,0,0,-1.0186341541087267,-1.015194019025765,-0.21510427912684515
F,W,-1.0090330866859578,-0.9301474161057548,FW,12,W,0,0,-1.0090330866859578,-0.8878078197416548,-0.8878078197416548
M,W,0.00808244665049963,0.0016834340812856294,MW,13,W,0,0,-0.9915099508230636,-0.9934833729597862,-0.1933936330608665
M,B,0.010536476819338194,-0.07007516743787377,MB,14,B,0,1,-0.989055920654225,-0.9113173783702516,-0.11122763847133194
M,B,0.014334404326948456,-0.06131216828150109,MB,15,B,0,1,-0.9852579931466148,-0.9082774564586814,-0.10818771655976177
M,B,0.018042235986735215,-0.05739877520121426,MB,16,B,0,1,-0.9815501614868279,-0.9053096487044751,-0.1052199088055554
M,W,-0.00491856290408718,-0.006921910428996996,MW,17,W,0,0,-1.0045109603776503,-1.003889588912652,-0.20379984901373224
M,B,-0.01878164703281305,-0.09082677308677743,MB,18,B,0,1,-1.0183740445063763,-0.9347840735416826,-0.13469433364276295
F,W,-1.0231805846212587,-0.9416892951262016,FW,19,W,0,0,-1.0231805846212587,-0.8991317033284892,-0.8991317033284892
F,W,-1.0164606280343262,-0.9394836095354124,FW,20,W,0,0,-1.0164606280343262,-0.8937529426142622,-0.8937529426142622
M,B,0.00991922875468549,-0.0741058747802157,MB,21,B,0,1,-0.9896731687188777,-0.9118114335919092,-0.11172169369298958
M,W,-0.06751481294993965,-0.054751256731199585,MW,22,W,0,0,-1.0671072104235029,-1.053992628455986,-0.2539028885570661
F,W,-1.0307212266404968,-0.9368932815063992,FW,23,W,0,0,-1.0307212266404968,-0.9051673537867078,-0.9051673537867078
M,W,-0.005905996637426623,-0.004141724779955036,MW,24,W,0,0,-1.0054983941109898,-1.004679946663343,-0.2045902067644232
F,W,-0.9789602127839178,-0.9039035867916536,FW,25,W,0,0,-0.9789602127839178,-0.8637370105607229,-0.8637370105607229
F,W,-0.9922033211580203,-0.9221895505956572,FW,26,W,0,0,-0.9922033211580203,-0.8743370062802475,-0.8743370062802475
F,W,-0.9672659593046508,-0.9038447823310638,FW,27,W,0,0,-0.9672659593046508,-0.8543767430675059,-0.8543767430675059
F,B,-0.9740984994599454,-0.9773763252981678,FB,28,B,0,1,-0.9740984994599454,-0.779684016243679,-0.779684016243679
M,B,0.05902648639891547,-0.038067789702983315,MB,29,B,0,1,-0.9405659110746477,-0.8725051992757761,-0.07241545937685641
M,W,0.009409948922390356,-0.00111103407877802,MW,30,W,0,0,-0.9901824485511729,-0.9924208189126398,-0.1923310790137201
M,W,0.0502013236433916,0.038184571211249185,MW,31,W,0,0,-0.9493910738301716,-0.9597707502715281,-0.1596810103726084
M,W,-0.022628749702901213,-0.01602644946968823,MW,32,W,0,0,-1.0222211471764644,-1.0180651056385073,-0.21797536573958765
M,W,-0.05984866142041681,-0.050194017364551424,MW,33,W,0,0,-1.05944105889398,-1.0478565181786526,-0.24776677827973292
M,W,-0.02039268607367985,-0.029596939643558876,MW,34,W,0,0,-1.019985083547243,-1.0162753245517133,-0.21618558465279375
F,W,-0.9887674613137644,-0.9105128986581364,FW,35,W,0,0,-0.9887674613137644,-0.8715868891164236,-0.8715868891164236
F,W,-0.9617687970038936,-0.896253816223801,FW,36,W,0,0,-0.9617687970038936,-0.849976726454223,-0.849976726454223
M,B,0.0243934886248237,-0.057256436825971174,MB,37,B,0,1,-0.9751989088487395,-0.9002260045270243,-0.10013626462810463
M,W,-0.060879391067749665,-0.050651395392077976,MW,38,W,0,0,-1.0604717885413129,-1.0486815306712696,-0.2485917907723499
M,W,0.023299804546863145,0.02225264818002997,MW,39,W,0,0,-0.9762925929267001,-0.9813031563514738,-0.18121341645255412
M,B,0.024795462851258405,-0.0659149874131141,MB,40,B,0,1,-0.9747969346223048,-0.8999042579280234,-0.0998145180291038
M,B,0.03930561123405709,-0.052791352674017016,MB,41,B,0,1,-0.9602867862395061,-0.8882901031236947,-0.08820036322477498
M,B,-0.0013794572086332061,-0.08634435006162326,MB,42,B,0,1,-1.0009718546821964,-0.9208550825196516,-0.12076534262073196
F,B,-1.049812462010759,-1.0304484086352788,FB,43,B,0,1,-1.049812462010759,-0.840286682647611,-0.840286682647611
F,W,-0.9522346829884752,-0.8801003406665543,FW,44,W,0,0,-0.9522346829884752,-0.8423454691316957,-0.8423454691316957
M,W,-0.0015721016058177619,-0.00334196615224105,MW,45,W,0,0,-1.0011644990793809,-1.0012110277746507,-0.201121287875731
M,W,0.010117929976942431,0.009737965721750523,MW,46,W,0,0,-0.9894744674966208,-0.991854139554912,-0.1917643996559923
M,B,0.004026601950147894,-0.07806373359259833,MB,47,B,0,1,-0.9955657955234153,-0.9165279863180804,-0.11643824641916073
M,W,-0.014113148967149741,-0.007814453302899257,MW,48,W,0,0,-1.013705546440713,-1.0112490826325593,-0.21115934273363973
