G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,-0.0011943892809139667,-0.003725025629341642,MW,1,W,0,0,-0.999733829107431,-0.9983730131151015,-0.20092339384956384
F,W,-1.0290794437791322,-0.9442838864905602,FW,2,W,0,0,-1.0290794437791322,-0.9015870180663048,-0.9015870180663048
M,W,-0.017236002714999712,-0.011588492003102841,MW,3,W,0,0,-1.0157754425415169,-1.011184103008195,-0.21373448374265722
M,W,-0.029390282483899893,-0.017498812660176104,MW,4,W,0,0,-1.027929722310417,-1.0208907058598962,-0.2234410865943585
M,W,0.004958143730989149,0.007228022108547868,MW,5,W,0,0,-0.9935812960955279,-0.9934595015279045,-0.19600988226236685
M,B,-0.008343895345178412,-0.0859539260519889,MB,6,B,0,1,-1.0068833351716955,-0.9241631698139116,-0.12671355054837385
M,W,0.007273540901280584,0.007042960715927556,MW,7,W,0,0,-0.9912658989252364,-0.9916103881947164,-0.19416076892917872
F,B,-0.957139967596032,-0.9639203454308404,FB,8,B,0,1,-0.957139967596032,-0.7643873364440097,-0.7643873364440097
M,W,-0.0433630916623766,-0.0309415568895706,MW,9,W,0,0,-1.0419025314888937,-1.0320496154783108,-0.23459999621277292
M,W,0.02688781826544242,0.023524029739420263,MW,10,W,0,0,-0.9716516215610747,-0.9759461115598977,-0.17849649229436
M,W,0.0011017176628414292,0.005473745794617579,MW,11,W,0,0,-0.9974377221636757,-0.9965393052663571,-0.19908968600081947
M,B,0.0225799545746624,-0.06567920903083528,MB,12,B,0,1,-0.9759594852518546,-0.8994668870620894,-0.10201726779655179
M,W,0.01564873435320831,0.005881476086633251,MW,13,W,0,0,-0.9828907054733087,-0.9849218243151812,-0.1874722050496435
M,W,-0.06563869738986786,-0.04866005484762993,MW,14,W,0,0,-1.064178137216385,-1.049839271647909,-0.2523896523823713
M,B,-0.04885124029792036,-0.12020085739935815,MB,15,B,0,1,-1.0473906801244375,-0.9565129854763095,-0.15906336621077172
M,B,-0.006486645552061977,-0.09015249325845744,MB,16,B,0,1,-1.005026085378579,-0.922679940327594,-0.1252303210620563
M,W,0.0071839625130257065,0.0130695809705161,MW,17,W,0,0,-0.9913554773134914,-0.9916819269329566,-0.19423230766741892
F,B,-1.0315350916659476,-1.0195353784774666,FB,18,B,0,1,-1.0315350916659476,-0.8238004762745944,-0.8238004762745944
F,W,-0.9646699313353544,-0.891773883029126,FW,19,W,0,0,-0.9646699313353544,-0.8501485479100402,-0.8501485479100402
F,B,-1.0647911252335698,-1.0469725753108112,FB,20,B,0,1,-1.0647911252335698,-0.8503592783098848,-0.8503592783098848
M,W,-0.01924301744603054,-0.015951786162208624,MW,21,W,0,0,-1.0177824572725476,-1.0127869371770675,-0.21533731791152982
M,B,0.057111106275514835,-0.02745423166029927,MB,22,B,0,1,-0.9414283335510022,-0.871889755224984,-0.07444013595944632
M,W,0.01021050010756362,0.012173990460310063,MW,23,W,0,0,-0.9883289397189534,-0.9892648854459659,-0.19181526618042827
F,W,-0.9961705161621914,-0.9198488409988804,FW,24,W,0,0,-0.9961705161621914,-0.8753054204129103,-0.8753054204129103
F,B,-0.9888796853812392,-0.9926789508588194,FB,25,B,0,1,-0.9888796853812392,-0.789735184364575,-0.789735184364575
M,W,-0.0069718214796469285,0.0003024498821192108,MW,26,W,0,0,-1.005511261306164,-1.002986963174012,-0.2055373439084744
F,W,-1.0624184148174285,-0.9723113161155049,FW,27,W,0,0,-1.0624184148174285,-0.928212055296495,-0.928212055296495
M,W,0.014683710636413943,0.006918551297700549,MW,28,W,0,0,-0.9838557291901031,-0.9856925077402381,-0.18824288847470036
M,W,-0.005764730771414157,-0.01446399088654684,MW,29,W,0,0,-1.0043041705979312,-1.002022961165372,-0.2045733418998342
F,B,-1.0052387343560871,-1.0060822157299794,FB,30,B,0,1,-1.0052387343560871,-0.8027997833741096,-0.8027997833741096
M,B,0.04009007277218825,-0.06113652494606948,MB,31,B,0,1,-0.9584493670543288,-0.8854830257012027,-0.08803340643566501
M,W,0.03447730432930475,0.02796420608584428,MW,32,W,0,0,-0.9640621354972123,-0.9698850262079765,-0.17243540694243875
M,W,0.0021973338808102226,0.006674129289100681,MW,33,W,0,0,-0.9963421059457068,-0.9956643285743677,-0.19821470930883006
M,W,-0.03746888736182208,-0.032558715030707466,MW,34,W,0,0,-1.0360083271883391,-1.0273424093451538,-0.22989279007961594
F,W,-0.9902486003999456,-0.9172667061433192,FW,35,W,0,0,-0.9902486003999456,-0.8705760834617869,-0.8705760834617869
