G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,-0.006630415370473416,-0.0037179674879085148,MW,1,W,0,0,-1.0057012813388788,-1.0027368856254477,-0.207044761167716
F,W,-1.0182265200139742,-0.9260880032884886,FW,2,W,0,0,-1.0182265200139742,-1.0064727071695363,-1.0064727071695363
M,W,0.015260649105319747,0.005964144762677795,MW,3,W,0,0,-0.9838102168630856,-0.9930547733748615,-0.1973626489171297
M,B,-0.010770500954757936,-0.08352847272982666,MB,4,B,0,1,-1.0098413669231632,-1.0022022921776905,-0.20651016771995884
M,B,-0.03421268566247592,-0.11494773738840793,MB,5,B,0,1,-1.0332835516308811,-1.0336215568362719,-0.2379294323785401
F,W,-1.0108534465382235,-0.930548911916412,FW,6,W,0,0,-1.0108534465382235,-1.0109336157974596,-1.0109336157974596
F,W,-1.01855412665078,-0.9330122963284356,FW,7,W,0,0,-1.01855412665078,-1.0133970002094832,-1.0133970002094832
M,W,-0.029850593138869414,-0.01964753439431901,MW,8,W,0,0,-1.0289214591072748,-1.0186664525318583,-0.2229743280741265
M,W,0.0033826770630713747,-0.001769806926585195,MW,9,W,0,0,-0.995688188905334,-1.0007887250641243,-0.20509660060639268
F,W,-0.9717981272472508,-0.9013626099863732,FW,10,W,0,0,-0.9717981272472508,-0.9817473138674208,-0.9817473138674208
F,W,-0.9952753161046488,-0.9148104475313752,FW,11,W,0,0,-0.9952753161046488,-0.9951951514124228,-0.9951951514124228
M,B,-0.0241937094532449,-0.1018723542912369,MB,12,B,0,1,-1.0232645754216503,-1.0205461737391008,-0.2248540492813691
F,B,-1.0562515686406737,-1.04663977124618,FB,13,B,0,1,-1.0562515686406737,-1.04663977124618,-1.04663977124618
F,W,-1.046937820842865,-0.9506405159324234,FW,14,W,0,0,-1.046937820842865,-1.031025219813471,-1.031025219813471
M,B,0.019023602798540047,-0.0647953853721489,MB,15,B,0,1,-0.9800472631698652,-0.9834692048200129,-0.18777708036228108
F,B,-0.9721606941061296,-0.9807494222028852,FB,16,B,0,1,-0.9721606941061296,-0.9807494222028852,-0.9807494222028852
F,W,-0.9810237635218978,-0.9100823121524618,FW,17,W,0,0,-0.9810237635218978,-0.9904670160335094,-0.9904670160335094
F,W,-0.9665296588211222,-0.8856996417987206,FW,18,W,0,0,-0.9665296588211222,-0.9660843456797682,-0.9660843456797682
M,B,0.06250353081456905,-0.030176031182642542,MB,19,B,0,1,-0.9365673351538363,-0.9488498506305065,-0.15315772617277473
M,W,-0.0125737151206307,-0.017533280150186382,MW,20,W,0,0,-1.011644581089036,-1.0165521982877257,-0.22086007382999387
M,B,-0.024698410445456457,-0.10422593799531914,MB,21,B,0,1,-1.0237692764138617,-1.022899757443183,-0.22720763298545132
M,W,-0.00972549078381051,-0.0082419634221758,MW,22,W,0,0,-1.0087963567522158,-1.007260881559715,-0.2115687571019833
F,B,-1.0146115514653622,-1.0011821313023224,FB,23,B,0,1,-1.0146115514653622,-1.0011821313023224,-1.0011821313023224
F,B,-1.0100749453734026,-1.0082937154680287,FB,24,B,0,1,-1.0100749453734026,-1.0082937154680287,-1.0082937154680287
F,B,-0.91416227578316,-0.9353296629731414,FB,25,B,0,1,-0.91416227578316,-0.9353296629731414,-0.9353296629731414
M,B,-0.014506597487059918,-0.08204019492933493,MB,26,B,0,1,-1.0135774634554653,-1.0007140143771989,-0.20502188991946713
F,W,-0.9691252430065054,-0.8981919841403624,FW,27,W,0,0,-0.9691252430065054,-0.97857668802141,-0.97857668802141
F,W,-0.9920642614973576,-0.9134747312755088,FW,28,W,0,0,-0.9920642614973576,-0.9938594351565564,-0.9938594351565564
M,W,-0.004277425782860704,-0.010789513999334184,MW,29,W,0,0,-1.003348291751266,-1.0098084321368734,-0.21411630767914167
M,W,-0.015583486106092975,-0.00930110116952051,MW,30,W,0,0,-1.0146543520744984,-1.0083200193070598,-0.212627894849328
M,W,0.02535122765351853,0.021720055629238882,MW,31,W,0,0,-0.9737196383148868,-0.9772988625083003,-0.18160673805056862
F,W,-0.9602851086911232,-0.8920404349214457,FW,32,W,0,0,-0.9602851086911232,-0.9724251388024933,-0.9724251388024933
M,B,0.019066122823884164,-0.06882021402052625,MB,33,B,0,1,-0.9800047431445211,-0.9874940334683902,-0.19180190901065844
F,B,-1.0113086596542191,-1.0066220550108405,FB,34,B,0,1,-1.0113086596542191,-1.0066220550108405,-1.0066220550108405
M,B,0.08559229983644036,-0.01452769673632276,MB,35,B,0,1,-0.913478566131965,-0.9332015161841867,-0.13750939172645493
M,B,-0.0031273644602776442,-0.08217207682683468,MB,36,B,0,1,-1.002198230428683,-1.0008458962746987,-0.20515377181696687
M,B,-0.01576052759172946,-0.09239546583444573,MB,37,B,0,1,-1.0148313935601347,-1.0110692852823098,-0.21537716082457792
M,W,-0.0228627249627742,-0.021078625533917,MW,38,W,0,0,-1.0219335909311795,-1.0200975436714563,-0.2244054192137245
M,W,-0.01920600505433376,-0.012954010741028841,MW,39,W,0,0,-1.018276871022739,-1.0119729288785682,-0.21628080442083633
F,W,-0.9998362349813088,-0.9208475314678184,FW,40,W,0,0,-0.9998362349813088,-1.001232235348866,-1.001232235348866
F,W,-1.001167356160641,-0.919775266196612,FW,41,W,0,0,-1.001167356160641,-1.0001599700776596,-1.0001599700776596
M,W,0.011561504442592229,0.01153253954998772,MW,42,W,0,0,-0.9875093615258131,-0.9874863785875515,-0.19179425412981976
M,W,-0.044894800372423466,-0.03136726778214513,MW,43,W,0,0,-1.0439656663408288,-1.0303861859196843,-0.23469406146195262
F,W,-1.0233192545847611,-0.9384252770580432,FW,44,W,0,0,-1.0233192545847611,-1.018809980939091,-1.018809980939091
F,W,-1.0070593073306493,-0.9188988132930164,FW,45,W,0,0,-1.0070593073306493,-0.9992835171740639,-0.9992835171740639
M,W,-0.006440860426695136,-0.004912251418655132,MW,46,W,0,0,-1.0055117263951006,-1.0039311695561943,-0.20823904509846264
M,B,-0.030878090723533105,-0.09740671313214977,MB,47,B,0,1,-1.0299489566919384,-1.0160805325800137,-0.22038840812228194
M,W,-0.045480767436409685,-0.03863432815590378,MW,48,W,0,0,-1.044551633404815,-1.0376532462934431,-0.24196112183571128
F,B,-1.0279526615767438,-1.0200567637770992,FB,49,B,0,1,-1.0279526615767438,-1.0200567637770992,-1.0200567637770992
M,W,0.0301272792144104,0.0173622707500882,MW,50,W,0,0,-0.968943586753995,-0.9816566473874511,-0.1859645229297193
M,W,-0.06369614776847435,-0.052612386183754516,MW,51,W,0,0,-1.0627670137368797,-1.0516313043212937,-0.255939179863562
M,B,0.04359690539678121,-0.04409789747078968,MB,52,B,0,1,-0.9554739605716241,-0.9627717169186536,-0.16707959246092186
M,B,0.061997269857861526,-0.024940969162987842,MB,53,B,0,1,-0.9370735961105439,-0.9436147886108518,-0.14792266415312003
F,W,-0.9711339537868472,-0.8962846245993625,FW,54,W,0,0,-0.9711339537868472,-0.9766693284804101,-0.9766693284804101
F,W,-1.0101623517408025,-0.9323200654112872,FW,55,W,0,0,-1.0101623517408025,-1.0127047692923348,-1.0127047692923348
