G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,0.002720590756844361,0.0038035685554853147,MW,1,W,0,0,-0.9979870579244834,-0.9975275743405903,-0.19031569690581135
F,W,-1.0087372758725799,-0.927983163113423,FW,2,W,0,0,-1.0087372758725799,-1.0076808020972055,-1.0076808020972055
F,W,-1.0646823974459525,-0.9699387041671856,FW,3,W,0,0,-1.0646823974459525,-1.049636343150968,-1.049636343150968
F,B,-1.0801614876779135,-1.067439878526133,FB,4,B,0,1,-1.0801614876779135,-1.067439878526133,-1.067439878526133
M,B,-0.030738587394348982,-0.11028226174031727,MB,5,B,0,1,-1.0314462360756766,-1.0316533483499752,-0.22444147091519623
F,W,-1.0167573962956975,-0.9387985024217192,FW,6,W,0,0,-1.0167573962956975,-1.0184961414055018,-1.0184961414055018
M,W,-0.0354944315964654,-0.025488286650926083,MW,7,W,0,0,-1.0362020802777931,-1.0268194295470017,-0.21960755211222274
M,B,0.046829391592311406,-0.043921615758690184,MB,8,B,0,1,-0.9538782570890164,-0.9652927023683481,-0.15808082493356915
M,B,0.044092779585330415,-0.048103286419579325,MB,9,B,0,1,-0.9566148690959974,-0.9694743730292372,-0.1622624955944583
M,W,0.03425589285876533,0.0340391748238749,MW,10,W,0,0,-0.9664517558225625,-0.9672919680722007,-0.16008009063742176
F,W,-1.0403405916973802,-0.9546066759970394,FW,11,W,0,0,-1.0403405916973802,-1.034304314980822,-1.034304314980822
M,W,-0.049505516980305884,-0.042947614498648735,MW,12,W,0,0,-1.0502131656616336,-1.0442787573947243,-0.23706687995994538
M,B,0.05074590753890624,-0.03648741867665878,MB,13,B,0,1,-0.9499617411424215,-0.9578585052863167,-0.15064662785153776
F,W,-0.973494041368865,-0.9003661904253317,FW,14,W,0,0,-0.973494041368865,-0.9800638294091142,-0.9800638294091142
F,B,-1.005002228360609,-1.0162990347884175,FB,15,B,0,1,-1.005002228360609,-1.0162990347884175,-1.0162990347884175
M,W,0.09665036297991983,0.08027974422659936,MW,16,W,0,0,-0.904057285701408,-0.9210513986694763,-0.11383952123469729
F,W,-0.9972928218177908,-0.9161265517486952,FW,17,W,0,0,-0.9972928218177908,-0.9958241907324776,-0.9958241907324776
M,W,-0.007960924437786558,-0.010230584304693023,MW,18,W,0,0,-1.0086685731191143,-1.0115617272007686,-0.2043498497659897
