G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,0.004948687649139245,-0.006316117107595882,MW,1,W,0,0,-0.9944523975819687,-1.0052283351991205,-0.2076363574443645
M,B,-0.0202489215920309,-0.0979449890958038,MB,2,B,0,1,-1.0196500068231389,-1.0169789694604696,-0.21938699170571363
M,B,0.05834534946855927,-0.034111788982182235,MB,3,B,0,1,-0.9410557357625486,-0.953145769346848,-0.15555379159209207
F,B,-1.004887525215852,-0.9972160359896532,FB,4,B,0,1,-1.004887525215852,-0.9972160359896532,-0.9972160359896532
F,W,-0.9686035359406256,-0.8928793333765016,FW,5,W,0,0,-0.9686035359406256,-0.9726537700747306,-0.9726537700747306
F,W,-1.0096084365394202,-0.9176561528030076,FW,6,W,0,0,-1.0096084365394202,-0.9974305895012366,-0.9974305895012366
M,W,0.005531594311523368,0.008979007909290244,MW,7,W,0,0,-0.9938694909195845,-0.9899332101822343,-0.1923412324274784
M,B,0.016197576341521726,-0.07041822020508026,MB,8,B,0,1,-0.9832035088895862,-0.9894522005697461,-0.1918602228149901
F,W,-0.9746117405052508,-0.8985645693174629,FW,9,W,0,0,-0.9746117405052508,-0.9783390060156919,-0.9783390060156919
M,B,0.01543089697161719,-0.06846058390821763,MB,10,B,0,1,-0.9839701882594908,-0.9874945642728834,-0.18990258651812747
M,B,-0.021368462146056942,-0.09831369672699736,MB,11,B,0,1,-1.020769547377165,-1.0173476770916632,-0.2197556993369072
M,W,0.004199019949009506,-0.0033904934931185352,MW,12,W,0,0,-0.9952020652820984,-1.0023027115846432,-0.20471073382988716
F,B,-0.9907663905832232,-0.9907765480354748,FB,13,B,0,1,-0.9907663905832232,-0.9907765480354748,-0.9907765480354748
M,W,-0.05013748359456074,-0.04079273326745768,MW,14,W,0,0,-1.0495385688256686,-1.0397049513589822,-0.2421129736042263
M,B,-0.014338826019918718,-0.08649220343200971,MB,15,B,0,1,-1.0137399112510266,-1.0055261837966756,-0.20793420604191953
M,B,0.036060429617178,-0.05175117655703426,MB,16,B,0,1,-0.9633406556139299,-0.9707851569217001,-0.1731931791669441
F,W,-1.0069119805092779,-0.9295438211093938,FW,17,W,0,0,-1.0069119805092779,-1.0093182578076227,-1.0093182578076227
M,B,0.010424992332980105,-0.06984119785835398,MB,18,B,0,1,-0.9889760928981278,-0.9888751782230198,-0.1912832004682638
M,B,0.03756659517859064,-0.052886231268523126,MB,19,B,0,1,-0.9618344900525173,-0.9719202116331889,-0.17432823387843294
M,W,-0.007418799181631058,-0.0034866840902676504,MW,20,W,0,0,-1.006819884412739,-1.0023989021817923,-0.20480692442703627
M,W,-0.027252655021976085,-0.02048893080226757,MW,21,W,0,0,-1.026653740253084,-1.0194011488937922,-0.2218091711390362
M,B,-0.02650027613616089,-0.097641087844838,MB,22,B,0,1,-1.0259013613672687,-1.0166750682095038,-0.21908309045474783
M,W,-0.05098071471546617,-0.0447555682055728,MW,23,W,0,0,-1.050381799946574,-1.0436677862970973,-0.24607580854234143
M,W,0.01094772922019629,0.0009608345900947133,MW,24,W,0,0,-0.9884533560109117,-0.9979513835014299,-0.2003594057466739
M,W,-0.05635087503975269,-0.043138219881512105,MW,25,W,0,0,-1.0557519602708607,-1.0420504379730366,-0.24445846021828072
F,B,-0.9637295697832479,-0.9751987288647852,FB,26,B,0,1,-0.9637295697832479,-0.9751987288647852,-0.9751987288647852
M,W,-0.012777376839598191,-0.01779046363478105,MW,27,W,0,0,-1.0121784620707062,-1.0167026817263056,-0.21911070397154966
F,W,-1.0039830566789227,-0.9188562736818692,FW,28,W,0,0,-1.0039830566789227,-0.9986307103800982,-0.9986307103800982
F,W,-1.0092607671132598,-0.9303848653011652,FW,29,W,0,0,-1.0092607671132598,-1.0101593019993942,-1.0101593019993942
M,B,0.057311978127361086,-0.04013754339072268,MB,30,B,0,1,-0.9420891071037468,-0.9591715237553885,-0.1615795460006325
M,B,-0.0009755555466107175,-0.08322358753312913,MB,31,B,0,1,-1.0003766407777186,-1.002257567897795,-0.20466559014303895
M,B,0.035432542328901195,-0.048384789344403295,MB,32,B,0,1,-0.9639685429022067,-0.967418769709069,-0.1698267919543131
