G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,-0.038450988738825694,-0.0261495153416444,MW,1,W,0,0,-1.0374800975544654,-1.0251955187484507,-0.2293125364010403
F,W,-1.1101787200146658,-1.0084188672984524,FW,2,W,0,0,-1.1101787200146658,-1.0887429800975512,-1.0887429800975512
M,B,-0.04139318000890075,-0.12116666476855567,MB,3,B,0,1,-1.0404222888245405,-1.040236370429329,-0.24435338808191848
F,W,-1.0027813632515656,-0.9178568286943571,FW,4,W,0,0,-1.0027813632515656,-0.9981809414934558,-0.9981809414934558
F,W,-0.9946247538414202,-0.9144878012953296,FW,5,W,0,0,-0.9946247538414202,-0.9948119140944283,-0.9948119140944283
F,W,-0.9843527829339044,-0.9058170260912736,FW,6,W,0,0,-0.9843527829339044,-0.9861411388903722,-0.9861411388903722
M,B,0.0300292961628897,-0.04822107873142286,MB,7,B,0,1,-0.9689998126527499,-0.9672907843921961,-0.17140780204478567
M,W,-0.049290022737128215,-0.03836439916903685,MW,8,W,0,0,-1.0483191315527678,-1.0374104025758433,-0.24152742022843277
F,W,-0.9789704541944112,-0.9128015287189128,FW,9,W,0,0,-0.9789704541944112,-0.9931256415180115,-0.9931256415180115
M,B,-0.016154833000954192,-0.10017826495045633,MB,10,B,0,1,-1.0151839418165938,-1.0192479706112296,-0.22336498826381912
F,W,-0.9754121380501499,-0.8982368096317677,FW,11,W,0,0,-0.9754121380501499,-0.9785609224308663,-0.9785609224308663
F,B,-1.0406671247175767,-1.02857306638816,FB,12,B,0,1,-1.0406671247175767,-1.02857306638816,-1.02857306638816
F,B,-0.9663517277370872,-0.9770258473106715,FB,13,B,0,1,-0.9663517277370872,-0.9770258473106715,-0.9770258473106715
F,W,-1.0269172499918149,-0.9381355728282108,FW,14,W,0,0,-1.0269172499918149,-1.0184596856273096,-1.0184596856273096
M,W,-0.004509065722875503,-0.004112465732587656,MW,15,W,0,0,-1.0035381745385152,-1.003158469139394,-0.20727548679198357
M,W,0.01356235764884215,0.01357619201760549,MW,16,W,0,0,-0.9854667511667975,-0.9854698113892009,-0.18958682904179042
F,B,-1.024625963955683,-1.0225348601444173,FB,17,B,0,1,-1.024625963955683,-1.0225348601444173,-1.0225348601444173
M,B,0.022154042669897418,-0.06288978973224238,MB,18,B,0,1,-0.9768750661457423,-0.9819594953930155,-0.18607651304560519
F,B,-1.0115252679415765,-1.0028364603657955,FB,19,B,0,1,-1.0115252679415765,-1.0028364603657955,-1.0028364603657955
M,W,-0.004857565764480994,-0.0066682881916914115,MW,20,W,0,0,-1.0038866745801207,-1.0057142915984978,-0.2098313092510873
F,W,-1.0003366299505894,-0.9226323305398004,FW,21,W,0,0,-1.0003366299505894,-1.002956443338899,-1.002956443338899
M,W,-0.003451293739825697,-0.006403870271417294,MW,22,W,0,0,-1.0024804025554654,-1.0054498736782236,-0.2095668913308132
M,W,-0.019430189322702185,-0.010500204019649205,MW,23,W,0,0,-1.0184592981383418,-1.0095462074264554,-0.21366322507904512
