G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
F,W,-0.9909322958150392,-0.9167805656615624,FW,1,W,0,0,-0.9909322958150392,-0.9962558079399922,-0.9962558079399922
F,W,-1.0140082187546942,-0.9272329448460748,FW,2,W,0,0,-1.0140082187546942,-1.0067081871245045,-1.0067081871245045
F,B,-0.9672450470456871,-0.9732902067190309,FB,3,B,0,1,-0.9672450470456871,-0.9732902067190309,-0.9732902067190309
M,W,-0.06520961174802396,-0.05393378820321797,MW,4,W,0,0,-1.0662805099539119,-1.0553661814962898,-0.2510972285472687
M,W,0.038540756011992236,0.032032613248117014,MW,5,W,0,0,-0.9625301421938958,-0.9693997800449548,-0.16513082709593369
M,B,0.008832149993307408,-0.06253737144942034,MB,6,B,0,1,-0.9922387482125806,-0.983853882980919,-0.179584930031898
M,B,-0.033009703629390444,-0.1072604172297969,MB,7,B,0,1,-1.0340806018352784,-1.0285769287612956,-0.22430797581227455
M,B,0.008125208948280059,-0.06993220355371789,MB,8,B,0,1,-0.992945689257608,-0.9912487150852165,-0.18697976213619555
M,B,0.00251921968888512,-0.08127571391912243,MB,9,B,0,1,-0.9985516785170029,-1.0025922254506212,-0.1983232725016001
M,W,0.02564295449569534,0.02047088726007028,MW,10,W,0,0,-0.9754279437101927,-0.9809615060330015,-0.1766925530839804
M,W,0.010921927653348968,0.00831381756873498,MW,11,W,0,0,-0.990148970552539,-0.9931185757243367,-0.18884962277531572
F,W,-0.9910706267048378,-0.9129809436851012,FW,12,W,0,0,-0.9910706267048378,-0.992456185963531,-0.992456185963531
F,B,-1.0266693007722527,-1.0171268217609453,FB,13,B,0,1,-1.0266693007722527,-1.0171268217609453,-1.0171268217609453
M,W,0.0417809828635688,0.03184747718963879,MW,14,W,0,0,-0.9592899153423192,-0.9695849161034329,-0.1653159631544119
M,B,0.047637672090668194,-0.04930945037539128,MB,15,B,0,1,-0.9534332261152199,-0.97062596190689,-0.16635700895786892
M,B,0.052433225966836944,-0.03957666054139688,MB,16,B,0,1,-0.948637672239051,-0.9608931720728955,-0.15662421912387453
M,W,-0.04016957314916996,-0.03161946581130776,MW,17,W,0,0,-1.041240471355058,-1.0330518591043796,-0.22878290615535846
M,W,0.021267014733901288,0.021142814291364748,MW,18,W,0,0,-0.9798038834719868,-0.980289579001707,-0.17602062605268595
M,B,-0.03465243295088831,-0.11382709104146058,MB,19,B,0,1,-1.0357233311567764,-1.0351436025729592,-0.23087464962393822
M,W,-0.04047433880931433,-0.03499646932109489,MW,20,W,0,0,-1.0415452370152023,-1.0364288626141667,-0.2321599096651456
M,B,0.05277500417338983,-0.03821262992950217,MB,21,B,0,1,-0.9482958940324981,-0.9595291414610008,-0.1552601885119798
