G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,B,0.03439834249487789,-0.05546319077964902,MB,1,B,0,1,-0.965943173342509,-0.9765170945662242,-0.17991564536709212
M,W,-0.06647826108054904,-0.059052964246300285,MW,2,W,0,0,-1.066819776917936,-1.0603186357215333,-0.2637171865224013
M,B,-0.012155178326377877,-0.09765163337394238,MB,3,B,0,1,-1.0124966941637648,-1.0187055371605176,-0.22210408796138548
M,B,-0.012249418858034615,-0.09318825322837504,MB,4,B,0,1,-1.0125909346954216,-1.0142421570149502,-0.21764070781581812
F,W,-0.9794763994718426,-0.9034861617948459,FW,5,W,0,0,-0.9794763994718426,-0.9839165481222801,-0.9839165481222801
M,B,0.020554563805908883,-0.06661597981462808,MB,6,B,0,1,-0.979786952031478,-0.9876698836012032,-0.19106843440207116
M,W,0.03635868409142328,0.027333345617916584,MW,7,W,0,0,-0.9639828317459637,-0.9739323258573165,-0.17733087665818442
M,W,0.013711498017594043,0.01792366561986324,MW,8,W,0,0,-0.9866300178197929,-0.9833420058553698,-0.18674055665623776
M,W,0.0071955223855229376,0.00902268369672851,MW,9,W,0,0,-0.993145993451864,-0.9922429877785045,-0.1956415385793725
M,B,-0.05151712693959299,-0.12572631939527532,MB,10,B,0,1,-1.05185864277698,-1.0467802231818504,-0.2501787739827184
M,W,-0.05716102239324693,-0.0542830516535888,MW,11,W,0,0,-1.0575025382306338,-1.0555487231288219,-0.2589472739296898
M,W,0.003864710049703617,0.004221572311125697,MW,12,W,0,0,-0.9964768057876834,-0.9970440991641073,-0.20044264996497532
M,W,0.0003345701549331567,0.006813127010884869,MW,13,W,0,0,-1.0000069456824539,-0.9944525444643482,-0.19785109526521613
M,B,0.04248722177489008,-0.05414362447195079,MB,14,B,0,1,-0.9578542940624969,-0.9751975282585259,-0.1785960790593939
F,W,-0.9597006831145136,-0.8774517091886135,FW,15,W,0,0,-0.9597006831145136,-0.9578820955160477,-0.9578820955160477
F,W,-1.0046890050961743,-0.9258169249990348,FW,16,W,0,0,-1.0046890050961743,-1.0062473113264692,-1.0062473113264692
F,W,-1.0201038489800625,-0.934116890625454,FW,17,W,0,0,-1.0201038489800625,-1.0145472769528883,-1.0145472769528883
M,W,-0.010312324245324123,-0.00775924231764128,MW,18,W,0,0,-1.010653840082711,-1.0090249137928744,-0.21242346459374228
F,W,-0.9991600766745732,-0.9175437616375274,FW,19,W,0,0,-0.9991600766745732,-0.9979741479649616,-0.9979741479649616
M,B,0.012088524798030251,-0.06669263363414142,MB,20,B,0,1,-0.9882529910393567,-0.9877465374207165,-0.19114508822158452
M,B,0.05157815609648706,-0.03394681958124966,MB,21,B,0,1,-0.9487633597408999,-0.9550007233678248,-0.15839927416869276
F,B,-1.0263670709958794,-1.021390098701558,FB,22,B,0,1,-1.0263670709958794,-1.021390098701558,-1.021390098701558
F,W,-0.9745994783914464,-0.8992107843725725,FW,23,W,0,0,-0.9745994783914464,-0.9796411707000068,-0.9796411707000068
F,W,-1.0339605685445952,-0.943182221110974,FW,24,W,0,0,-1.0339605685445952,-1.0236126074384084,-1.0236126074384084
M,B,0.033605817951013986,-0.05975370500834351,MB,25,B,0,1,-0.9667356978863729,-0.9808076087949187,-0.18420615959578662
F,W,-1.0068311618712773,-0.9216453950816104,FW,26,W,0,0,-1.0068311618712773,-1.0020757814090446,-1.0020757814090446
F,W,-0.9554182539037132,-0.8776790775163572,FW,27,W,0,0,-0.9554182539037132,-0.9581094638437915,-0.9581094638437915
M,B,0.01041849916757004,-0.07542641895251194,MB,28,B,0,1,-0.9899230166698169,-0.996480322739087,-0.19987887353995504
M,W,-0.00235765080936178,0.006286260064299034,MW,29,W,0,0,-1.0026991666467486,-0.994979411410934,-0.19837796221180198
M,B,-0.039648438134415855,-0.10947469529065748,MB,30,B,0,1,-1.0399899539718027,-1.0305285990772326,-0.2339271498781006
M,W,-0.013639848515972877,-0.005239741617474336,MW,31,W,0,0,-1.0139813643533597,-1.0065054130927074,-0.20990396389357535
M,W,0.023075548774704833,0.01733615614326276,MW,32,W,0,0,-0.9772659670626821,-0.9839295153319703,-0.18732806613283826
