G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
F,B,-1.0242794202884882,-1.0241166971906912,FB,1,B,0,1,-1.0242794202884882,-1.0241166971906912,-1.0241166971906912
M,W,-0.004117176024719739,-0.007257104167799553,MW,2,W,0,0,-1.00539067646868,-1.0096303077136906,-0.21169383567075198
M,W,-0.04490164768298144,-0.03284552454586722,MW,3,W,0,0,-1.0461751481269417,-1.0352187280917582,-0.23728225604881964
F,B,-0.9787969437510105,-0.9914917964622544,FB,4,B,0,1,-0.9787969437510105,-0.9914917964622544,-0.9914917964622544
M,W,0.02389547506649217,0.01920041874829724,MW,5,W,0,0,-0.977378025377468,-0.9831727847975937,-0.18523631275465519
F,B,-0.9801558041952072,-0.9870404745211624,FB,6,B,0,1,-0.9801558041952072,-0.9870404745211624,-0.9870404745211624
M,W,-0.036400755450356134,-0.02848706904011235,MW,7,W,0,0,-1.0376742558943162,-1.0308602725860032,-0.23292380054306477
F,W,-0.9926082455511142,-0.9187568535172496,FW,8,W,0,0,-0.9926082455511142,-0.9991265561504948,-0.9991265561504948
F,W,-1.005899384886216,-0.9295896320858332,FW,9,W,0,0,-1.005899384886216,-1.0099593347190785,-1.0099593347190785
M,W,-0.01876508049038472,-0.009242964506071576,MW,10,W,0,0,-1.0200385809343449,-1.0116161680519624,-0.21367969600902398
M,B,0.015421297767865537,-0.07397115657453728,MB,11,B,0,1,-0.9858522026760946,-0.9962614583697004,-0.19832498632676188
M,B,-0.010946023200332998,-0.08157460120707212,MB,12,B,0,1,-1.012219523644293,-1.0038649030022353,-0.20592843095929672
M,W,0.009861872287369823,0.0026493849724677585,MW,13,W,0,0,-0.9914116281565903,-0.9997238185734232,-0.20178734653048466
M,W,0.000509085351525347,0.004537347450651187,MW,14,W,0,0,-1.0007644150924349,-0.9978358560952397,-0.19989938405230123
F,W,-1.0036225030123644,-0.9164825987711204,FW,15,W,0,0,-1.0036225030123644,-0.9968523014043656,-0.9968523014043656
M,B,0.022427244464383902,-0.0628222241808312,MB,16,B,0,1,-0.9788462559795762,-0.9851125259759943,-0.1871760539330558
M,B,-0.039108587570726334,-0.11164457432443856,MB,17,B,0,1,-1.0403820880146866,-1.0339348761196017,-0.23599840407666317
M,W,-0.01691484740875232,-0.013993077165634223,MW,18,W,0,0,-1.0181883478527125,-1.0163662807115252,-0.21842980866858663
M,W,-0.001220949838736315,-0.00252452641991728,MW,19,W,0,0,-1.0024944502826965,-1.0048977299658082,-0.20696125792286968
F,W,-1.0042063635544551,-0.9251534933063268,FW,20,W,0,0,-1.0042063635544551,-1.005523195939572,-1.005523195939572
M,B,0.016759656633574194,-0.06405885591314836,MB,21,B,0,1,-0.984513843810386,-0.9863491577083114,-0.18841268566537295
M,W,-0.01480749571300459,-0.004322788169067574,MW,22,W,0,0,-1.0160809961569648,-1.0066959917149585,-0.20875951967202
M,W,-0.05197249661953239,-0.0389664213475537,MW,23,W,0,0,-1.0532459970634924,-1.0413396248934446,-0.24340315285050612
M,W,0.04952058210562578,0.035692337753140985,MW,24,W,0,0,-0.9517529183383343,-0.9666808657927499,-0.16874439374981143
F,B,-1.0058635609502942,-1.005801364795433,FB,25,B,0,1,-1.0058635609502942,-1.005801364795433,-1.005801364795433
F,B,-1.0528444021681165,-1.0346186403200544,FB,26,B,0,1,-1.0528444021681165,-1.0346186403200544,-1.0346186403200544
F,W,-0.9567129700542448,-0.8791114543623105,FW,27,W,0,0,-0.9567129700542448,-0.9594811569955558,-0.9594811569955558
M,W,0.0038505650359624798,0.003359786664976621,MW,28,W,0,0,-0.9974229354079976,-0.9990134168809143,-0.20107694483797578
F,W,-0.9407042500042212,-0.8790579413635101,FW,29,W,0,0,-0.9407042500042212,-0.9594276439967554,-0.9594276439967554
M,B,-0.01314179645568356,-0.09543748146897098,MB,30,B,0,1,-1.0144152968996436,-1.017727783264134,-0.21979131122119558
M,W,0.012439894745463887,0.008086880261013191,MW,31,W,0,0,-0.9888336056984962,-0.9942863232848778,-0.1963498512419392
F,B,-0.9467894402478864,-0.9542723252754479,FB,32,B,0,1,-0.9467894402478864,-0.9542723252754479,-0.9542723252754479
M,B,0.016406478012094758,-0.06436243317419202,MB,33,B,0,1,-0.9848670224318654,-0.9866527349693551,-0.18871626292641663
M,B,-0.07607948070697257,-0.13176495925974335,MB,34,B,0,1,-1.0773529811509328,-1.0540552610549065,-0.25611878901196794
M,B,0.013868145693617278,-0.061588781125013224,MB,35,B,0,1,-0.9874053547503429,-0.9838790829201763,-0.18594261087723782
M,W,-0.025230886559824396,-0.008242475763548134,MW,36,W,0,0,-1.0265043870037844,-1.010615679309439,-0.21267920726650055
F,W,-1.047729609715946,-0.9573654800048408,FW,37,W,0,0,-1.047729609715946,-1.037735182638086,-1.037735182638086
F,W,-0.945373167780885,-0.8819193866952467,FW,38,W,0,0,-0.945373167780885,-0.962289089328492,-0.962289089328492
F,W,-0.9700054564982641,-0.8907370976375686,FW,39,W,0,0,-0.9700054564982641,-0.9711068002708139,-0.9711068002708139
M,W,0.002744633391818936,0.012258476112937622,MW,40,W,0,0,-0.9985288670521412,-0.9901147274329533,-0.1921782553900148
M,W,-0.07425510796645961,-0.06487838855789316,MW,41,W,0,0,-1.0755286084104196,-1.067251592103784,-0.26931512006084557
