G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
M,B,-0.04138649596814999,-0.10365926115923754,MB,1,B,0,1,-1.0431627191707857,-1.026705834899323,-0.21717450184527792
M,B,0.005815317419670671,-0.0873042881129327,MB,2,B,0,1,-0.995960905782965,-1.0103508618530181,-0.20081952879897308
M,B,0.06975519836662718,-0.025769246208331764,MB,3,B,0,1,-0.9320210248360086,-0.9488158199484171,-0.13928448689437217
F,W,-1.0379713203127876,-0.957516949279032,FW,4,W,0,0,-1.0379713203127876,-1.037827212234785,-1.037827212234785
F,W,-1.009809057482428,-0.9342009478272376,FW,5,W,0,0,-1.009809057482428,-1.0145112107829906,-1.0145112107829906
F,W,-0.9755858335354952,-0.9036244293837908,FW,6,W,0,0,-0.9755858335354952,-0.9839346923395438,-0.9839346923395438
M,B,0.008924371476416771,-0.07378200303725048,MB,7,B,0,1,-0.9928518517262189,-0.9968285767773359,-0.18729724372329087
M,W,-0.02805985530571018,-0.02612052630867637,MW,8,W,0,0,-1.0298360785083458,-1.0297305525734664,-0.22019921951942145
M,W,-0.031350743234661985,-0.027755192010624805,MW,9,W,0,0,-1.0331269664372977,-1.031365218275415,-0.22183388522136988
M,B,0.0012630209210914213,-0.08478327280230476,MB,10,B,0,1,-1.0005132022815444,-1.00782984654239,-0.19829851348834515
F,B,-1.0313902982887344,-1.0221925879685188,FB,11,B,0,1,-1.0313902982887344,-1.0221925879685188,-1.0221925879685188
M,B,0.0487299891298667,-0.04251089260176781,MB,12,B,0,1,-0.953046234072769,-0.9655574663418532,-0.1560261332878082
F,W,-1.0084749662848622,-0.9296250397620238,FW,13,W,0,0,-1.0084749662848622,-1.0099353027177767,-1.0099353027177767
M,B,0.04351396135751585,-0.046454963669144186,MB,14,B,0,1,-0.9582622618451199,-0.9695015374092296,-0.15997020435518458
M,B,0.010051765174784318,-0.061106465419956416,MB,15,B,0,1,-0.9917244580278514,-0.9841530391600418,-0.1746217061059968
M,W,0.01799979107719901,0.019067574766227828,MW,16,W,0,0,-0.9837764321254368,-0.9845424514985622,-0.17501111844451725
