G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve
F,B,-1.0247217898764678,-1.0141498727609637,FB,1,B,0,1,-1.0247217898764678,-1.0141498727609637,-1.0141498727609637
M,W,0.0005438355607425685,0.004396864603521373,MW,2,W,0,0,-1.0004461236751392,-0.9970764097261822,-0.19274681933738286
M,W,0.040726029772771816,0.02673531994021215,MW,3,W,0,0,-0.9602639294631099,-0.9747379543894914,-0.1704083640006921
M,B,0.0041497274282997106,-0.07966264073008565,MB,4,B,0,1,-0.9968402318075821,-1.0011308280181768,-0.19680123762937746
F,W,-0.9709898498865136,-0.8960137799102081,FW,5,W,0,0,-0.9709898498865136,-0.9755538458697125,-0.9755538458697125
M,W,-0.03648732164916972,-0.029750459551909345,MW,6,W,0,0,-1.0374772808850514,-1.0312237338816128,-0.22689414349281356
M,W,0.037228158162073234,0.0309410492178994,MW,7,W,0,0,-0.9637618010738085,-0.970532225111804,-0.16620263472300484
M,B,-0.00439858588229456,-0.08995729608755912,MB,8,B,0,1,-1.0053885451181763,-1.0114254833756502,-0.2070958929868509
M,B,0.027613771097063332,-0.058970859876556335,MB,9,B,0,1,-0.9733761881388184,-0.9804390471646474,-0.17610945677584813
M,B,-0.00022291027908852003,-0.08367216807177867,MB,10,B,0,1,-1.0012128695149702,-1.0051403553598697,-0.20081076497107048
F,B,-1.0185385847529194,-1.0158235165210174,FB,11,B,0,1,-1.0185385847529194,-1.0158235165210174,-1.0158235165210174
F,W,-1.000251708003413,-0.9187677828142901,FW,12,W,0,0,-1.000251708003413,-0.9983078487737944,-0.9983078487737944
F,W,-1.0144569596557036,-0.9393814353641928,FW,13,W,0,0,-1.0144569596557036,-1.0189215013236972,-1.0189215013236972
F,B,-1.0123946506150563,-1.0098635397031557,FB,14,B,0,1,-1.0123946506150563,-1.0098635397031557,-1.0098635397031557
M,W,0.04889568267555109,0.03858452143920193,MW,15,W,0,0,-0.9520942765603306,-0.9628887528905016,-0.1585591625017023
M,B,0.011542956842318566,-0.07460885705877203,MB,16,B,0,1,-0.9894470023935632,-0.9960770443468631,-0.1917474539580638
F,W,-0.9804338188359,-0.9115729432075608,FW,17,W,0,0,-0.9804338188359,-0.9911130091670651,-0.9911130091670651
F,B,-1.0458299286076536,-1.0361733406356215,FB,18,B,0,1,-1.0458299286076536,-1.0361733406356215,-1.0361733406356215
F,B,-0.9610625099704816,-0.960462933991752,FB,19,B,0,1,-0.9610625099704816,-0.960462933991752,-0.960462933991752
F,W,-1.0170427690133723,-0.9394097673818704,FW,20,W,0,0,-1.0170427690133723,-1.018949833341375,-1.018949833341375
M,B,0.031203594264052538,-0.05174530234190757,MB,21,B,0,1,-0.9697863649718292,-0.9732134896299987,-0.16888389924119937
M,W,0.011321433680240212,0.010785127676895764,MW,22,W,0,0,-0.9896685255556416,-0.9906881466528077,-0.18635855626400846
M,W,0.04236488813601368,0.03565280207246396,MW,23,W,0,0,-0.958625071099868,-0.9658204722572395,-0.16149088186844027
M,B,0.021008097550917745,-0.07008578746296526,MB,24,B,0,1,-0.979981861684964,-0.9915539747510563,-0.18722438436225705
M,B,-0.006195929144344336,-0.08198709143965259,MB,25,B,0,1,-1.007185888380226,-1.0034552787277438,-0.1991256883389444
F,B,-1.0292901931894538,-1.02237401937747,FB,26,B,0,1,-1.0292901931894538,-1.02237401937747,-1.02237401937747
M,W,0.05162344877808056,0.03863344064579618,MW,27,W,0,0,-0.9493665104578012,-0.9628398336839072,-0.15851024329510804
M,W,0.03881027309022615,0.029500663794503293,MW,28,W,0,0,-0.9621796861456556,-0.9719726105352002,-0.16764302014640092
F,B,-0.991773678293722,-0.9937894456826832,FB,29,B,0,1,-0.991773678293722,-0.9937894456826832,-0.9937894456826832
M,W,-0.005575404517175957,-0.012643829491946468,MW,30,W,0,0,-1.0065653637530576,-1.0141171038216499,-0.2097875134328507
M,B,0.028892144196068732,-0.05488337182178658,MB,31,B,0,1,-0.972097815039813,-0.9763515591098777,-0.1720219687210784
F,B,-0.9896833405869386,-0.9943655622576728,FB,32,B,0,1,-0.9896833405869386,-0.9943655622576728,-0.9943655622576728
M,W,0.01283752039591197,0.015481726564508925,MW,33,W,0,0,-0.9881524388399697,-0.9859915477651946,-0.18166195737639532
F,B,-1.022138229688741,-1.0101260724950054,FB,34,B,0,1,-1.022138229688741,-1.0101260724950054,-1.0101260724950054
F,W,-1.0306348806317671,-0.9381757196215738,FW,35,W,0,0,-1.0306348806317671,-1.0177157855810781,-1.0177157855810781
M,W,-0.05494765819400333,-0.04551413080015519,MW,36,W,0,0,-1.0559376174298851,-1.0469874051298587,-0.2426578147410594
M,W,0.04056707062754835,0.03362600940427992,MW,37,W,0,0,-0.9604228886083334,-0.9678472649254235,-0.1635176745366243
M,W,0.01124312535604558,0.007507124415102706,MW,38,W,0,0,-0.9897468338798362,-0.9939661499146007,-0.18963655952580152
M,B,-0.007801746450993115,-0.08449063669220305,MB,39,B,0,1,-1.008791705686875,-1.0059588239802941,-0.20162923359149484
F,B,-1.063221904933196,-1.046286135831262,FB,40,B,0,1,-1.063221904933196,-1.046286135831262,-1.046286135831262
M,W,-0.01071994232688732,-0.013750694630860505,MW,41,W,0,0,-1.011709901562769,-1.015223968960564,-0.21089437857176474
M,W,-0.02566696891672876,-0.02207472536201193,MW,42,W,0,0,-1.0266569281526106,-1.0235479996917154,-0.21921840930291617
F,W,-0.9974922279784691,-0.9084206872527684,FW,43,W,0,0,-0.9974922279784691,-0.9879607532122727,-0.9879607532122727
F,W,-1.0493848199641638,-0.957904494107496,FW,44,W,0,0,-1.0493848199641638,-1.0374445600670004,-1.0374445600670004
F,B,-0.9830176720480476,-0.9813835697648248,FB,45,B,0,1,-0.9830176720480476,-0.9813835697648248,-0.9813835697648248
M,W,0.016215901534476027,0.007448568330743383,MW,46,W,0,0,-0.9847740577014057,-0.9940247059989601,-0.18969511561016084
M,B,-0.02427878941500344,-0.10374738550317476,MB,47,B,0,1,-1.0252687486508851,-1.0252155727912657,-0.22088598240246654
M,B,-0.011328615645477227,-0.09451986697774176,MB,48,B,0,1,-1.012318574881359,-1.0159880542658328,-0.21165846387703355
M,W,0.020603756513162062,0.01414391506957056,MW,49,W,0,0,-0.9803862027227197,-0.9873293592601329,-0.18299976887133368
F,B,-1.0154854805131766,-1.012449376132239,FB,50,B,0,1,-1.0154854805131766,-1.012449376132239,-1.012449376132239
M,W,0.009315112699566846,0.00842495474562245,MW,51,W,0,0,-0.9916748465363149,-0.993048319584081,-0.1887187291952818
M,W,-0.041655441298548486,-0.03631095446558534,MW,52,W,0,0,-1.0426454005344303,-1.0377842287952888,-0.23345463840648956
M,B,0.03419435829378921,-0.05962325843657033,MB,53,B,0,1,-0.9667956009420925,-0.9810914457246613,-0.1767618553358621
F,B,-1.0025406819812732,-1.0011417784971537,FB,54,B,0,1,-1.0025406819812732,-1.0011417784971537,-1.0011417784971537
F,B,-1.0050196233377655,-1.0019725442576353,FB,55,B,0,1,-1.0050196233377655,-1.0019725442576353,-1.0019725442576353
M,W,0.007145704861345945,0.009837625321206031,MW,56,W,0,0,-0.9938442543745358,-0.9916356490084974,-0.1873060586196982
M,B,-0.02376137240004189,-0.09948351914538084,MB,57,B,0,1,-1.0247513316359236,-1.0209517064334719,-0.21662211604467263
M,B,-0.038443301215035725,-0.11184805384226533,MB,58,B,0,1,-1.0394332604509176,-1.0333162411303563,-0.2289866507415571
F,W,-1.0072977602221669,-0.9154035621359607,FW,59,W,0,0,-1.0072977602221669,-0.9949436280954651,-0.9949436280954651
M,W,0.0241908295424515,0.019420473446662333,MW,60,W,0,0,-0.9767991296934302,-0.9820528008830411,-0.1777232104942419
F,W,-0.9851423785665324,-0.9032721395327192,FW,61,W,0,0,-0.9851423785665324,-0.9828122054922236,-0.9828122054922236
